subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	subject_match_field	object_match_field	match_string	comment
MONDO:0010389	X-linked mendelian susceptibility to mycobacterial diseases due to CYBB deficiency	skos:closeMatch	DOID:0112000	immunodeficiency 34	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	immunodeficiency 34, mycobacteriosis, x-linked	LEXMATCH
MONDO:0010392	glycogen storage disease due to phosphoglycerate kinase 1 deficiency	skos:closeMatch	DOID:0111933	phosphoglycerate kinase 1 deficiency	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	phosphoglycerate kinase 1 deficiency	LEXMATCH
MONDO:0010392	glycogen storage disease due to phosphoglycerate kinase 1 deficiency	skos:closeMatch	DOID:0111933	phosphoglycerate kinase 1 deficiency	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	pgk1 deficiency	LEXMATCH
MONDO:0010393	intellectual disability, X-linked 93	skos:closeMatch	DOID:0112045	non-syndromic X-linked intellectual disability 93	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mrx93	LEXMATCH
MONDO:0010404	X-linked non progressive cerebellar ataxia	skos:closeMatch	DOID:0111833	X-linked spinocerebellar ataxia 5	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	spinocerebellar ataxia, x-linked 5	LEXMATCH
MONDO:0010408	syndactyly-telecanthus-anogenital and renal malformations syndrome	skos:closeMatch	DOID:0111931	syndactyly-telecanthus-anogenital and renal malformations syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	syndactyly with renal and anogenital malformations	LEXMATCH
MONDO:0010408	syndactyly-telecanthus-anogenital and renal malformations syndrome	skos:closeMatch	DOID:0111931	syndactyly-telecanthus-anogenital and renal malformations syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	star syndrome	LEXMATCH
MONDO:0010408	syndactyly-telecanthus-anogenital and renal malformations syndrome	skos:closeMatch	DOID:0111931	syndactyly-telecanthus-anogenital and renal malformations syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	toe syndactyly, telecanthus, and anogenital and renal malformations	LEXMATCH
MONDO:0010429	intellectual disability, X-linked 96	skos:closeMatch	DOID:0112035	non-syndromic X-linked intellectual disability 96	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mrx96	LEXMATCH
MONDO:0010430	intellectual disability, X-linked 97	skos:closeMatch	DOID:0112046	non-syndromic X-linked intellectual disability 97	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mrx97	LEXMATCH
MONDO:0010430	intellectual disability, X-linked 97	skos:closeMatch	DOID:0112046	non-syndromic X-linked intellectual disability 97	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mrxz	LEXMATCH
MONDO:0010432	thrombophilia, X-linked, due to factor 9 defect	skos:closeMatch	DOID:0111899	X-linked thrombophilia due to factor IX defect	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	thph8	LEXMATCH
MONDO:0010435	nystagmus 6, congenital, X-linked	skos:closeMatch	DOID:0111795	congenital nystagmus 6	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	nys6	LEXMATCH
MONDO:0010447	intellectual disability, X-linked 19	skos:closeMatch	DOID:0112019	non-syndromic X-linked intellectual disability 19	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mrx19	LEXMATCH
MONDO:0010451	intellectual disability, X-linked 41	skos:closeMatch	DOID:0112058	non-syndromic X-linked intellectual disability 41	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mrx41	LEXMATCH
MONDO:0010452	intellectual disability, X-linked 90	skos:closeMatch	DOID:0112041	non-syndromic X-linked intellectual disability 90	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mrx90	LEXMATCH
MONDO:0010463	X-linked dominant chondrodysplasia, Chassaing-Lacombe type	skos:closeMatch	DOID:0112106	chondrodysplasia with platyspondyly, distinctive brachydactyly, hydrocephaly, and microphthalmia	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	chondrodysplasia with platyspondyly, distinctive brachydactyly, hydrocephaly, and microphthalmia	LEXMATCH
MONDO:0010474	linear skin defects with multiple congenital anomalies 2	skos:closeMatch	DOID:0111877	linear skin defects with multiple congenital anomalies 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	lsdmca2	LEXMATCH
MONDO:0010474	linear skin defects with multiple congenital anomalies 2	skos:closeMatch	DOID:0111877	linear skin defects with multiple congenital anomalies 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	aplasia cutis congenita, reticulolinear, with microcephaly, facial dysmorphism, and other congenital anomalies	LEXMATCH
MONDO:0010483	X-linked intellectual disability, Cantagrel type	skos:closeMatch	DOID:0112044	non-syndromic X-linked intellectual disability 98	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mrx98	LEXMATCH
MONDO:0010485	X-linked colobomatous microphthalmia-microcephaly-intellectual disability-short stature syndrome	skos:closeMatch	DOID:0111811	syndromic microphthalmia 13	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	maine microphthalmos	LEXMATCH
MONDO:0010485	X-linked colobomatous microphthalmia-microcephaly-intellectual disability-short stature syndrome	skos:closeMatch	DOID:0111811	syndromic microphthalmia 13	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	colobomatous microphthalmia with microcephaly, short stature, and psychomotor retardation	LEXMATCH
MONDO:0010485	X-linked colobomatous microphthalmia-microcephaly-intellectual disability-short stature syndrome	skos:closeMatch	DOID:0111811	syndromic microphthalmia 13	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mcops13	LEXMATCH
MONDO:0010487	intellectual disability, X-linked 99	skos:closeMatch	DOID:0112026	non-syndromic X-linked intellectual disability 99	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mrx99	LEXMATCH
MONDO:0010488	intellectual disability, X-linked 100	skos:closeMatch	DOID:0112040	non-syndromic X-linked intellectual disability 100	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mrx100	LEXMATCH
MONDO:0010489	intellectual disability, X-linked 101	skos:closeMatch	DOID:0112048	non-syndromic X-linked intellectual disability 101	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mrx101	LEXMATCH
MONDO:0010492	pituitary adenoma, growth hormone-secreting, 2	skos:closeMatch	DOID:0112007	growth hormone secreting pituitary adenoma 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	pita2	LEXMATCH
MONDO:0010492	pituitary adenoma, growth hormone-secreting, 2	skos:closeMatch	DOID:0112007	growth hormone secreting pituitary adenoma 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	acromegaly due to pituitary adenoma 2	LEXMATCH
MONDO:0010493	Diamond-Blackfan anemia 14 with mandibulofacial dysostosis	skos:closeMatch	DOID:0111897	Diamond-Blackfan anemia 14 with mandibulofacial dysostosis	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	dba14	LEXMATCH
MONDO:0010494	linear skin defects with multiple congenital anomalies 3	skos:closeMatch	DOID:0111876	linear skin defects with multiple congenital anomalies 3	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	linear skin defects with cardiomyopathy and other congenital anomalies	LEXMATCH
MONDO:0010494	linear skin defects with multiple congenital anomalies 3	skos:closeMatch	DOID:0111876	linear skin defects with multiple congenital anomalies 3	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	lsdmca3	LEXMATCH
MONDO:0010495	trichothiodystrophy 5, nonphotosensitive	skos:closeMatch	DOID:0111868	nonphotosensitive trichothiodystrophy 5	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	ttd5	LEXMATCH
MONDO:0010496	X-linked intellectual disability-short stature-overweight syndrome	skos:closeMatch	DOID:0112056	X-linked intellectual disability-short stature-overweight syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mrx12	LEXMATCH
MONDO:0010504	immunodeficiency 47	skos:closeMatch	DOID:0112002	immunodeficiency 47	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	immunodeficiency and hepatopathy with or without neurologic features	LEXMATCH
MONDO:0010529	X-linked spinocerebellar ataxia type 3	skos:closeMatch	DOID:0111831	X-linked spinocerebellar ataxia 3	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	scax3	LEXMATCH
MONDO:0010534	X-linked spinocerebellar ataxia type 4	skos:closeMatch	DOID:0111832	X-linked spinocerebellar ataxia 4	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	scax4	LEXMATCH
MONDO:0010547	X-linked progressive cerebellar ataxia	skos:closeMatch	DOID:0111829	X-linked spinocerebellar ataxia 1	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	scax1	LEXMATCH
MONDO:0010548	spinocerebellar ataxia, X-linked 2	skos:closeMatch	DOID:0111830	X-linked spinocerebellar ataxia 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	cerebellar ataxia with extrapyramidal involvement early-onset	LEXMATCH
MONDO:0010548	spinocerebellar ataxia, X-linked 2	skos:closeMatch	DOID:0111830	X-linked spinocerebellar ataxia 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	scax2	LEXMATCH
MONDO:0010554	Abruzzo-Erickson syndrome	skos:closeMatch	DOID:0111826	Abruzzo-Erickson syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	charge-like syndrome, x-linked	LEXMATCH
MONDO:0010576	X-linked mixed hearing loss with perilymphatic gusher	skos:closeMatch	DOID:0111737	X-linked deafness 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	dfn3	LEXMATCH
MONDO:0010585	X-linked hypohidrotic ectodermal dysplasia	skos:closeMatch	DOID:0111664	ectodermal dysplasia 1	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	ectodermal dysplasia 1, hypohidrotic, x-linked	LEXMATCH
MONDO:0010585	X-linked hypohidrotic ectodermal dysplasia	skos:closeMatch	DOID:0111664	ectodermal dysplasia 1	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	xlhed	LEXMATCH
MONDO:0010585	X-linked hypohidrotic ectodermal dysplasia	skos:closeMatch	DOID:0111664	ectodermal dysplasia 1	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	cst syndrome	LEXMATCH
MONDO:0010585	X-linked hypohidrotic ectodermal dysplasia	skos:closeMatch	DOID:0111664	ectodermal dysplasia 1	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	ectodermal dysplasia 1	LEXMATCH
MONDO:0010585	X-linked hypohidrotic ectodermal dysplasia	skos:closeMatch	DOID:0111664	ectodermal dysplasia 1	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	ectodermal dysplasia 1, hypohidrotic/hair/tooth type, x-linked	LEXMATCH
MONDO:0010602	hemophilia A	skos:closeMatch	DOID:0111823	autosomal hemophilia A	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	autosomal hemophilia a	LEXMATCH
MONDO:0010618	familial isolated hypoparathyroidism due to agenesis of parathyroid gland	skos:closeMatch	DOID:0111388	X-linked hypoparathyroidism	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	hypx	LEXMATCH
MONDO:0010637	keratosis follicularis spinulosa decalvans, X-linked	skos:closeMatch	DOID:0080753	keratosis follicularis spinulosa decalvans	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	keratosis follicularis spinulosa decalvans	LEXMATCH
MONDO:0010657	methylmalonic acidemia with homocystinuria, type cblX	skos:closeMatch	DOID:0111814	methylmalonic acidemia and homocysteinemia cblX type	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mental retardation, x-linked 3	LEXMATCH
MONDO:0010659	FRAXE intellectual disability	skos:closeMatch	DOID:0080984	X-linked intellectual developmental disorder 109	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	fragile xe syndrome	LEXMATCH
MONDO:0010660	intellectual disability, X-linked 9	skos:closeMatch	DOID:0112034	non-syndromic X-linked intellectual disability 9	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mrx9	LEXMATCH
MONDO:0010661	severe X-linked intellectual disability, Gustavson type	skos:closeMatch	DOID:0081123	X-linked mental retardation Gustavson type	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	x-linked mental retardation gustavson type	LEXMATCH
MONDO:0010669	syndactyly type 8	skos:closeMatch	DOID:0111813	syndactyly type 8	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	metacarpal 4-5 fusion	LEXMATCH
MONDO:0010672	linear skin defects with multiple congenital anomalies	skos:closeMatch	DOID:0111808	linear skin defects with multiple congenital anomalies 1	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	linear skin defects with multiple congenital anomalies 1	LEXMATCH
MONDO:0010687	nephrolithiasis, X-linked recessive, with renal failure	skos:closeMatch	DOID:0111798	X-linked nephrolithiasis type I	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	nephrolithiasis 1	LEXMATCH
MONDO:0010687	nephrolithiasis, X-linked recessive, with renal failure	skos:closeMatch	DOID:0111798	X-linked nephrolithiasis type I	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	xrn	LEXMATCH
MONDO:0010693	nystagmus 1, congenital, X-linked	skos:closeMatch	DOID:0111790	congenital nystagmus 1	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	nys1	LEXMATCH
MONDO:0010706	premature ovarian failure 1	skos:closeMatch	DOID:0080857	primary ovarian insufficiency 1	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	fragile x-associated primary ovarian insufficiency	LEXMATCH
MONDO:0010706	premature ovarian failure 1	skos:closeMatch	DOID:0080857	primary ovarian insufficiency 1	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	fmr1-related primary ovarian insufficiency	LEXMATCH
MONDO:0010831	familial caudal dysgenesis	skos:closeMatch	DOID:0080700	caudal regression syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	sacral defect with anterior meningocele	LEXMATCH
MONDO:0010831	familial caudal dysgenesis	skos:closeMatch	DOID:0080700	caudal regression syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	sacral agenesis	LEXMATCH
MONDO:0010831	familial caudal dysgenesis	skos:closeMatch	DOID:0080700	caudal regression syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	caudal regression syndrome	LEXMATCH
MONDO:0010831	familial caudal dysgenesis	skos:closeMatch	DOID:0080700	caudal regression syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	caudal dysgenesis syndrome	LEXMATCH
MONDO:0010989	Mayer-Rokitansky-Küster-Hauser syndrome type 2	skos:closeMatch	DOID:0112179	Mayer-Rokitansky-Kuster-Hauser syndrome type 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	murcs	LEXMATCH
MONDO:0011125	trichothiodystrophy 1, photosensitive	skos:closeMatch	DOID:0111873	photosensitive trichothiodystrophy 1	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	ttd1	LEXMATCH
MONDO:0011184	childhood apraxia of speech	skos:closeMatch	DOID:0111275	speech-language disorder-1	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	speech-language disorder-1	LEXMATCH
MONDO:0011184	childhood apraxia of speech	skos:closeMatch	DOID:0111275	speech-language disorder-1	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	developmental apraxia of speech	LEXMATCH
MONDO:0011184	childhood apraxia of speech	skos:closeMatch	DOID:0111275	speech-language disorder-1	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	articulatory apraxia	LEXMATCH
MONDO:0011211	axial spondylometaphyseal dysplasia	skos:closeMatch	DOID:0112299	axial spondylometaphyseal dysplasia	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	smdax	LEXMATCH
MONDO:0011211	axial spondylometaphyseal dysplasia	skos:closeMatch	DOID:0112299	axial spondylometaphyseal dysplasia	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	smd axial	LEXMATCH
MONDO:0011273	H syndrome	skos:closeMatch	DOID:0111278	histiocytosis-lymphadenopathy plus syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	histiocytosis-lymphadenopathy plus syndrome	LEXMATCH
MONDO:0011273	H syndrome	skos:closeMatch	DOID:0111278	histiocytosis-lymphadenopathy plus syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	hjcd	LEXMATCH
MONDO:0011273	H syndrome	skos:closeMatch	DOID:0111278	histiocytosis-lymphadenopathy plus syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	faisalabad histiocytosis	LEXMATCH
MONDO:0011273	H syndrome	skos:closeMatch	DOID:0111278	histiocytosis-lymphadenopathy plus syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	sinus histiocytosis and massive lymphadenopathy	LEXMATCH
MONDO:0011273	H syndrome	skos:closeMatch	DOID:0111278	histiocytosis-lymphadenopathy plus syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	pigmented hypertrichosis with insulin-dependent diabetes mellitus	LEXMATCH
MONDO:0011273	H syndrome	skos:closeMatch	DOID:0111278	histiocytosis-lymphadenopathy plus syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	histiocytosis with joint contractures and sensorineural deafness	LEXMATCH
MONDO:0011393	hypoalphalipoproteinemia, primary, 1	skos:closeMatch	DOID:0080957	primary hypoalphalipoproteinemia 1	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	familial hdl deficiency	LEXMATCH
MONDO:0011414	Peters anomaly	skos:closeMatch	DOID:0080610	anterior segment dysgenesis 5	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	anterior segment dysgenesis 5	LEXMATCH
MONDO:0011614	3-hydroxy-3-methylglutaryl-CoA synthase deficiency	skos:closeMatch	DOID:0081168	HMG-CoA synthase 2 deficiency	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	3-hydroxy-3-methylglutaryl-coa synthase-2 deficiency	LEXMATCH
MONDO:0011636	Diamond-Blackfan anemia 2	skos:closeMatch	DOID:0111885	Diamond-Blackfan anemia 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	dba2	LEXMATCH
MONDO:0011639	Diamond-Blackfan anemia 15 with mandibulofacial dysostosis	skos:closeMatch	DOID:0111894	Diamond Blackfan anemia 15 with mandibulofacial dysostosis	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	dba15	LEXMATCH
MONDO:0011664	immunodeficiency due to CD25 deficiency	skos:closeMatch	DOID:0111968	immunodeficiency 41	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	immunodeficiency 41 with lymphoproliferation and autoimmunity	LEXMATCH
MONDO:0011664	immunodeficiency due to CD25 deficiency	skos:closeMatch	DOID:0111968	immunodeficiency 41	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	imd41	LEXMATCH
MONDO:0011664	immunodeficiency due to CD25 deficiency	skos:closeMatch	DOID:0111968	immunodeficiency 41	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	cd25 deficiency	LEXMATCH
MONDO:0011664	immunodeficiency due to CD25 deficiency	skos:closeMatch	DOID:0111968	immunodeficiency 41	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	il2ra deficiency	LEXMATCH
MONDO:0011792	thyroid dyshormonogenesis 6	skos:closeMatch	DOID:0112189	thyroid dyshormonogenesis 6	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	tdh6	LEXMATCH
MONDO:0011830	lissencephaly due to LIS1 mutation	skos:closeMatch	DOID:0112237	lissencephaly 1	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	lis1	LEXMATCH
MONDO:0011830	lissencephaly due to LIS1 mutation	skos:closeMatch	DOID:0112237	lissencephaly 1	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	lissencephaly 1	LEXMATCH
MONDO:0011837	vitamin K-dependent clotting factors, combined deficiency of, type 2	skos:closeMatch	DOID:0112174	combined deficiency of vitamin K-dependent clotting factors 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	vkcfd2	LEXMATCH
MONDO:0011856	spondylometaphyseal dysplasia-bowed forearms-facial dysmorphism syndrome	skos:closeMatch	DOID:0112305	spondylometaphyseal dysplasia with bowed forearms and facial dysmorphism	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	smd with bowed forearms and facial dysmorphism	LEXMATCH
MONDO:0011856	spondylometaphyseal dysplasia-bowed forearms-facial dysmorphism syndrome	skos:closeMatch	DOID:0112305	spondylometaphyseal dysplasia with bowed forearms and facial dysmorphism	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	spondylometaphyseal dysplasia with bowed forearms and facial dysmorphism	LEXMATCH
MONDO:0011866	pontocerebellar hypoplasia type 1A	skos:closeMatch	DOID:0112322	pontocerebellar hypoplasia type 1	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	pch1	LEXMATCH
MONDO:0011866	pontocerebellar hypoplasia type 1A	skos:closeMatch	DOID:0112322	pontocerebellar hypoplasia type 1	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	pontocerebellar hypoplasia with anterior horn cell disease	LEXMATCH
MONDO:0011866	pontocerebellar hypoplasia type 1A	skos:closeMatch	DOID:0112322	pontocerebellar hypoplasia type 1	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	pontocerebellar hypoplasia with infantile spinal muscular atrophy	LEXMATCH
MONDO:0011899	Noonan syndrome-like disorder with loose anagen hair	skos:closeMatch	DOID:0080692	Noonan syndrome-like disorder with loose anagen hair 1	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	noonan syndrome-like disorder with loose anagen hair 1	LEXMATCH
MONDO:0011917	focal segmental glomerulosclerosis 3, susceptibility to	skos:closeMatch	DOID:0112245	focal segmental glomerulosclerosis 3	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	fsgs3	LEXMATCH
MONDO:0011936	microphthalmia with brain and digit anomalies	skos:closeMatch	DOID:0111805	syndromic microphthalmia 6	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	anophthalmia clinical with micrognathia malformed ears digital anomalies and abnormal external genitalia	LEXMATCH
MONDO:0011936	microphthalmia with brain and digit anomalies	skos:closeMatch	DOID:0111805	syndromic microphthalmia 6	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	microphthalmia and pituitary anomalies	LEXMATCH
MONDO:0012018	myopathy, myosin storage, autosomal dominant	skos:closeMatch	DOID:0111269	autosomal dominant hyaline body myopathy	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	msma	LEXMATCH
MONDO:0012019	spondyloepiphyseal dysplasia, Kimberley type	skos:closeMatch	DOID:0112282	spondyloepiphyseal dysplasia Kimberley type	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	sedk	LEXMATCH
MONDO:0012097	spondylocostal dysostosis 2, autosomal recessive	skos:closeMatch	DOID:0112362	spondylocostal dysostosis 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	scdo2	LEXMATCH
MONDO:0012097	spondylocostal dysostosis 2, autosomal recessive	skos:closeMatch	DOID:0112362	spondylocostal dysostosis 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	spondylocostal dysostosis 2	LEXMATCH
MONDO:0012160	spondylometaphyseal dysplasia-cone-rod dystrophy syndrome	skos:closeMatch	DOID:0112300	spondylometaphyseal dysplasia with cone-rod dystrophy	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	smdcrd	LEXMATCH
MONDO:0012160	spondylometaphyseal dysplasia-cone-rod dystrophy syndrome	skos:closeMatch	DOID:0112300	spondylometaphyseal dysplasia with cone-rod dystrophy	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	spondylometaphyseal dysplasia with cone-rod dystrophy	LEXMATCH
MONDO:0012185	spondylometaphyseal dysplasia, A4 type	skos:closeMatch	DOID:0112301	spondylometaphyseal dysplasia type A4	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	spondylometaphyseal dysplasia type a4	LEXMATCH
MONDO:0012195	arthrogryposis-severe scoliosis syndrome	skos:closeMatch	DOID:0111610	distal arthrogryposis type 4	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	da4	LEXMATCH
MONDO:0012203	familial hyperthyroidism due to mutations in TSH receptor	skos:closeMatch	DOID:0081101	nonautoimmune hyperthyroidism	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	nonautoimmune hyperthyroidism	LEXMATCH
MONDO:0012222	alpha-N-acetylgalactosaminidase deficiency type 2	skos:closeMatch	DOID:0112319	Kanzaki disease	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	kanzaki disease	LEXMATCH
MONDO:0012342	7q11.23 microduplication syndrome	skos:closeMatch	DOID:0080926	7q11.23 duplication syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	7q11.23 duplication syndrome	LEXMATCH
MONDO:0012342	7q11.23 microduplication syndrome	skos:closeMatch	DOID:0080926	7q11.23 duplication syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	chromosome 7q11.23 duplication syndrome	LEXMATCH
