subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string	comment
MONDO:0007194	familial bicuspid aortic valve	skos:broadMatch	GARD:18470	Aortic valve disease 1	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	aortic valve disease 1	LEXMATCH
MONDO:0007239	epidermolytic ichthyosis	skos:broadMatch	GARD:1039	Autosomal dominant epidermolytic ichthyosis	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	autosomal dominant epidermolytic ichthyosis	LEXMATCH
MONDO:0007477	3-M syndrome	skos:broadMatch	GARD:15239	Three m syndrome 1	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	three m syndrome 1	LEXMATCH
MONDO:0007600	primary Fanconi syndrome	skos:broadMatch	GARD:9118	Primary Fanconi renotubular syndrome	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	primary fanconi renotubular syndrome	LEXMATCH
MONDO:0007614	congenital fibrosis of extraocular muscles	skos:broadMatch	GARD:9814	Tukel syndrome	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	tukel syndrome	LEXMATCH
MONDO:0008960	Charcot-Marie-Tooth disease-hearing loss-intellectual disability syndrome	skos:broadMatch	GARD:16786	Charcot-Marie-Tooth disease-deafness-intellectual disability syndrome	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	charcot-marie-tooth disease-deafness-intellectual disability syndrome	LEXMATCH
MONDO:0009076	autosomal recessive nonsyndromic hearing loss 1A	skos:broadMatch	GARD:1697	Deafness, autosomal recessive 1a	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 1a	LEXMATCH
MONDO:0009090	hearing loss, sensorineural, autosomal-mitochondrial type	skos:broadMatch	GARD:18159	Deafness, sensorineural, autosomal-mitochondrial type	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, sensorineural, autosomal-mitochondrial type	LEXMATCH
MONDO:0009242	brittle cornea syndrome	skos:broadMatch	GARD:15764	Brittle cornea syndrome 2	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	brittle cornea syndrome 2	LEXMATCH
MONDO:0009342	Hirschsprung disease-hearing loss-polydactyly syndrome	skos:broadMatch	GARD:157	Hirschsprung disease-deafness-polydactyly syndrome	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	hirschsprung disease-deafness-polydactyly syndrome	LEXMATCH
MONDO:0009441	autosomal recessive congenital ichthyosis 1	skos:broadMatch	GARD:16938	Bathing suit ichthyosis	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	bathing suit ichthyosis	LEXMATCH
MONDO:0009744	neuronal ceroid lipofuscinosis 1	skos:broadMatch	GARD:9447	Infantile neuronal ceroid lipofuscinosis	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	infantile neuronal ceroid lipofuscinosis	LEXMATCH
MONDO:0010228	hearing loss, X-linked 3	skos:broadMatch	GARD:18095	Deafness, x-linked 3	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, x-linked 3	LEXMATCH
MONDO:0010238	hearing loss, X-linked 4	skos:broadMatch	GARD:18096	Deafness, x-linked 4	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, x-linked 4	LEXMATCH
MONDO:0010378	X-linked hereditary sensory and autonomic neuropathy with hearing loss	skos:broadMatch	GARD:12731	X-linked hereditary sensory and autonomic neuropathy with deafness	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	x-linked hereditary sensory and autonomic neuropathy with deafness	LEXMATCH
MONDO:0010403	albinism-hearing loss syndrome	skos:broadMatch	GARD:589	Albinism-deafness syndrome	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	albinism-deafness syndrome	LEXMATCH
MONDO:0010484	hearing loss, X-linked 6	skos:broadMatch	GARD:18097	Deafness, x-linked 6	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, x-linked 6	LEXMATCH
MONDO:0010577	hearing loss, X-linked 1	skos:broadMatch	GARD:18098	Deafness, x-linked 1	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, x-linked 1	LEXMATCH
MONDO:0010779	mitochondrial non-syndromic sensorineural hearing loss	skos:broadMatch	GARD:16792	Mitochondrial non-syndromic sensorineural deafness	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	mitochondrial non-syndromic sensorineural deafness	LEXMATCH
MONDO:0010807	autosomal recessive nonsyndromic hearing loss 2	skos:broadMatch	GARD:22582	Deafness, autosomal recessive 2	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 2	LEXMATCH
MONDO:0010817	autosomal dominant nonsyndromic hearing loss 2A	skos:broadMatch	GARD:18099	Deafness, autosomal dominant 2a	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 2a	LEXMATCH
MONDO:0010860	autosomal recessive nonsyndromic hearing loss 3	skos:broadMatch	GARD:22583	Deafness, autosomal recessive 3	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 3	LEXMATCH
MONDO:0010915	autosomal dominant nonsyndromic hearing loss 4A	skos:broadMatch	GARD:18100	Deafness, autosomal dominant 4a	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 4a	LEXMATCH
MONDO:0010920	microtia	skos:broadMatch	GARD:16835	Anotia	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	anotia	LEXMATCH
MONDO:0010933	autosomal recessive nonsyndromic hearing loss 4	skos:broadMatch	GARD:22584	Deafness, autosomal recessive 4, with enlarged vestibular aqueduct	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 4, with enlarged vestibular aqueduct	LEXMATCH
MONDO:0010963	autosomal dominant nonsyndromic hearing loss 6	skos:broadMatch	GARD:18101	Deafness, autosomal dominant 6	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 6	LEXMATCH
MONDO:0010965	autosomal recessive nonsyndromic hearing loss 6	skos:broadMatch	GARD:22586	Deafness, autosomal recessive 6	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 6	LEXMATCH
MONDO:0010967	autosomal recessive nonsyndromic hearing loss 7	skos:broadMatch	GARD:22587	Deafness, autosomal recessive 7	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 7	LEXMATCH
MONDO:0010973	autosomal dominant nonsyndromic hearing loss 5	skos:broadMatch	GARD:18102	Deafness, autosomal dominant 5	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 5	LEXMATCH
MONDO:0010986	autosomal recessive nonsyndromic hearing loss 9	skos:broadMatch	GARD:22588	Deafness, autosomal recessive 9	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 9	LEXMATCH
MONDO:0010987	autosomal recessive nonsyndromic hearing loss 8	skos:broadMatch	GARD:22589	Deafness, autosomal recessive 8	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 8	LEXMATCH
MONDO:0011031	autosomal dominant nonsyndromic hearing loss 10	skos:broadMatch	GARD:18103	Deafness, autosomal dominant 10	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 10	LEXMATCH
MONDO:0011032	autosomal dominant nonsyndromic hearing loss 11	skos:broadMatch	GARD:18104	Deafness, autosomal dominant 11	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 11	LEXMATCH
MONDO:0011058	autosomal dominant nonsyndromic hearing loss 9	skos:broadMatch	GARD:18105	Deafness, autosomal dominant 9	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 9	LEXMATCH
MONDO:0011067	autosomal recessive nonsyndromic hearing loss 12	skos:broadMatch	GARD:22590	Deafness, autosomal recessive 12	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 12	LEXMATCH
MONDO:0011074	autosomal dominant nonsyndromic hearing loss 7	skos:broadMatch	GARD:18106	Deafness, autosomal dominant 7	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 7	LEXMATCH
MONDO:0011102	autosomal dominant nonsyndromic hearing loss 12	skos:broadMatch	GARD:18107	Deafness, autosomal dominant 12	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 12	LEXMATCH
MONDO:0011103	autosomal dominant nonsyndromic hearing loss 3A	skos:broadMatch	GARD:9933	Deafness, autosomal dominant 3a	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 3a	LEXMATCH
MONDO:0011159	autosomal dominant nonsyndromic hearing loss 13	skos:broadMatch	GARD:18108	Deafness, autosomal dominant 13	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 13	LEXMATCH
MONDO:0011160	autosomal recessive nonsyndromic hearing loss 15	skos:broadMatch	GARD:22591	Deafness, autosomal recessive 15	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 15	LEXMATCH
MONDO:0011192	autosomal recessive nonsyndromic hearing loss 18A	skos:broadMatch	GARD:22592	Deafness, autosomal recessive 18a	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 18a	LEXMATCH
MONDO:0011226	autosomal dominant nonsyndromic hearing loss 15	skos:broadMatch	GARD:18109	Deafness, autosomal dominant 15	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 15	LEXMATCH
MONDO:0011245	ichthyosis, hystrix-like, with hearing loss	skos:broadMatch	GARD:15349	Ichthyosis, hystrix-like, with deafness	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	ichthyosis, hystrix-like, with deafness	LEXMATCH
MONDO:0011279	autosomal recessive nonsyndromic hearing loss 17	skos:broadMatch	GARD:22593	Deafness, autosomal recessive 17	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 17	LEXMATCH
MONDO:0011286	autosomal recessive nonsyndromic hearing loss 13	skos:broadMatch	GARD:22594	Deafness, autosomal recessive 13	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 13	LEXMATCH
MONDO:0011350	autosomal dominant nonsyndromic hearing loss 17	skos:broadMatch	GARD:9726	Deafness, autosomal dominant 17	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 17	LEXMATCH
MONDO:0011351	autosomal recessive nonsyndromic hearing loss 21	skos:broadMatch	GARD:22595	Deafness, autosomal recessive 21	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 21	LEXMATCH
MONDO:0011360	autosomal recessive nonsyndromic hearing loss 14	skos:broadMatch	GARD:22596	Deafness, autosomal recessive 14	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 14	LEXMATCH
MONDO:0011364	autosomal recessive nonsyndromic hearing loss 16	skos:broadMatch	GARD:22597	Deafness, autosomal recessive 16	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 16	LEXMATCH
MONDO:0011380	leukoencephalopathy with vanishing white matter	skos:broadMatch	GARD:16919	Cree leukoencephalopathy	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	cree leukoencephalopathy	LEXMATCH
MONDO:0011389	autosomal dominant nonsyndromic hearing loss 16	skos:broadMatch	GARD:18110	Deafness, autosomal dominant 16	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 16	LEXMATCH
MONDO:0011392	autosomal recessive nonsyndromic hearing loss 20	skos:broadMatch	GARD:22598	Deafness, autosomal recessive 20	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 20	LEXMATCH
MONDO:0011480	autosomal dominant nonsyndromic hearing loss 20	skos:broadMatch	GARD:18111	Deafness, autosomal dominant 20	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 20	LEXMATCH
MONDO:0011519	autosomal dominant nonsyndromic hearing loss 23	skos:broadMatch	GARD:1708	Deafness, autosomal dominant 23	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 23	LEXMATCH
MONDO:0011553	autosomal recessive nonsyndromic hearing loss 26	skos:broadMatch	GARD:22599	Deafness, autosomal recessive 26	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 26	LEXMATCH
MONDO:0011568	autosomal dominant nonsyndromic hearing loss 25	skos:broadMatch	GARD:18112	Deafness, autosomal dominant 25	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 25	LEXMATCH
MONDO:0011602	autosomal recessive nonsyndromic hearing loss 27	skos:broadMatch	GARD:22600	Deafness, autosomal recessive 27	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 27	LEXMATCH
MONDO:0011625	autosomal dominant nonsyndromic hearing loss 18	skos:broadMatch	GARD:18113	Deafness, autosomal dominant 18	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 18	LEXMATCH
MONDO:0011657	autosomal dominant nonsyndromic hearing loss 24	skos:broadMatch	GARD:9166	Deafness, autosomal dominant 24	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 24	LEXMATCH
MONDO:0011660	autosomal dominant nonsyndromic hearing loss 22	skos:broadMatch	GARD:9167	Deafness, autosomal dominant 22	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 22	LEXMATCH
MONDO:0011673	autosomal dominant nonsyndromic hearing loss 30	skos:broadMatch	GARD:18114	Deafness, autosomal dominant 30	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 30	LEXMATCH
MONDO:0011708	autosomal dominant nonsyndromic hearing loss 36	skos:broadMatch	GARD:18115	Deafness, autosomal dominant 36	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 36	LEXMATCH
MONDO:0011761	autosomal dominant nonsyndromic hearing loss 21	skos:broadMatch	GARD:18116	Deafness, autosomal dominant 21	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 21	LEXMATCH
MONDO:0011762	autosomal recessive nonsyndromic hearing loss 22	skos:broadMatch	GARD:22601	Deafness, autosomal recessive 22	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 22	LEXMATCH
MONDO:0011767	autosomal recessive nonsyndromic hearing loss 31	skos:broadMatch	GARD:22602	Deafness, autosomal recessive 31	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 31	LEXMATCH
MONDO:0011774	autosomal recessive nonsyndromic hearing loss 30	skos:broadMatch	GARD:22603	Deafness, autosomal recessive 30	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 30	LEXMATCH
MONDO:0011799	autosomal recessive nonsyndromic hearing loss 33	skos:broadMatch	GARD:22604	Deafness, autosomal recessive 33	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 33	LEXMATCH
MONDO:0011832	autosomal dominant nonsyndromic hearing loss 44	skos:broadMatch	GARD:18118	Deafness, autosomal dominant 44	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 44	LEXMATCH
MONDO:0011893	autosomal dominant nonsyndromic hearing loss 52	skos:broadMatch	GARD:18119	Deafness, autosomal dominant 52	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 52	LEXMATCH
MONDO:0011912	autosomal recessive nonsyndromic hearing loss 37	skos:broadMatch	GARD:22605	Deafness, autosomal recessive 37	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 37	LEXMATCH
MONDO:0011920	autosomal dominant nonsyndromic hearing loss 48	skos:broadMatch	GARD:18120	Deafness, autosomal dominant 48	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 48	LEXMATCH
MONDO:0011991	autosomal recessive nonsyndromic hearing loss 38	skos:broadMatch	GARD:22606	Deafness, autosomal recessive 38	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 38	LEXMATCH
MONDO:0011994	autosomal dominant nonsyndromic hearing loss 41	skos:broadMatch	GARD:18121	Deafness, autosomal dominant 41	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 41	LEXMATCH
MONDO:0012002	autosomal recessive nonsyndromic hearing loss 40	skos:broadMatch	GARD:22607	Deafness, autosomal recessive 40	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 40	LEXMATCH
MONDO:0012003	autosomal recessive nonsyndromic hearing loss 39	skos:broadMatch	GARD:22608	Deafness, autosomal recessive 39	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 39	LEXMATCH
MONDO:0012023	autosomal dominant nonsyndromic hearing loss 49	skos:broadMatch	GARD:18122	Deafness, autosomal dominant 49	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 49	LEXMATCH
MONDO:0012030	autosomal dominant nonsyndromic hearing loss 43	skos:broadMatch	GARD:18123	Deafness, autosomal dominant 43	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 43	LEXMATCH
MONDO:0012060	autosomal recessive nonsyndromic hearing loss 35	skos:broadMatch	GARD:22609	Deafness, autosomal recessive 35	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 35	LEXMATCH
MONDO:0012083	autosomal dominant nonsyndromic hearing loss 28	skos:broadMatch	GARD:18124	Deafness, autosomal dominant 28	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 28	LEXMATCH
MONDO:0012086	autosomal dominant nonsyndromic hearing loss 31	skos:broadMatch	GARD:18125	Deafness, autosomal dominant 31	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 31	LEXMATCH
MONDO:0012090	autosomal dominant nonsyndromic hearing loss 47	skos:broadMatch	GARD:18126	Deafness, autosomal dominant 47	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 47	LEXMATCH
MONDO:0012091	autosomal recessive nonsyndromic hearing loss 32	skos:broadMatch	GARD:22610	Deafness, autosomal recessive 32, with or without immotile sperm	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 32, with or without immotile sperm	LEXMATCH
MONDO:0012170	autosomal recessive nonsyndromic hearing loss 36	skos:broadMatch	GARD:22611	Deafness, autosomal recessive 36, with or without vestibular involvement	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 36, with or without vestibular involvement	LEXMATCH
MONDO:0012273	autosomal recessive nonsyndromic hearing loss 48	skos:broadMatch	GARD:22612	Deafness, autosomal recessive 48	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 48	LEXMATCH
MONDO:0012293	autosomal recessive nonsyndromic hearing loss 23	skos:broadMatch	GARD:22613	Deafness, autosomal recessive 23	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 23	LEXMATCH
MONDO:0012326	autosomal recessive nonsyndromic hearing loss 42	skos:broadMatch	GARD:22614	Deafness, autosomal recessive 42	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 42	LEXMATCH
MONDO:0012327	autosomal recessive nonsyndromic hearing loss 46	skos:broadMatch	GARD:22615	Deafness, autosomal recessive 46	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 46	LEXMATCH
MONDO:0012333	autosomal recessive nonsyndromic hearing loss 53	skos:broadMatch	GARD:22616	Deafness, autosomal recessive 53	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 53	LEXMATCH
MONDO:0012355	autosomal recessive nonsyndromic hearing loss 28	skos:broadMatch	GARD:22617	Deafness, autosomal recessive 28	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 28	LEXMATCH
MONDO:0012370	autosomal recessive nonsyndromic hearing loss 51	skos:broadMatch	GARD:9918	Deafness, autosomal recessive 51	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 51	LEXMATCH
MONDO:0012375	autosomal recessive nonsyndromic hearing loss 47	skos:broadMatch	GARD:9935	Deafness, autosomal recessive 47	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 47	LEXMATCH
MONDO:0012376	autosomal recessive nonsyndromic hearing loss 55	skos:broadMatch	GARD:9919	Deafness, autosomal recessive 55	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 55	LEXMATCH
MONDO:0012380	autosomal dominant nonsyndromic hearing loss 53	skos:broadMatch	GARD:9934	Deafness, autosomal dominant 53	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal dominant 53	LEXMATCH
MONDO:0012418	autosomal recessive nonsyndromic hearing loss 62	skos:broadMatch	GARD:22618	Deafness, autosomal recessive 62	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 62	LEXMATCH
MONDO:0012420	autosomal recessive nonsyndromic hearing loss 49	skos:broadMatch	GARD:22619	Deafness, autosomal recessive 49	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 49	LEXMATCH
MONDO:0012421	autosomal recessive nonsyndromic hearing loss 44	skos:broadMatch	GARD:22620	Deafness, autosomal recessive 44	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 44	LEXMATCH
MONDO:0012442	autosomal recessive nonsyndromic hearing loss 66	skos:broadMatch	GARD:22621	Deafness, autosomal recessive 66	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 66	LEXMATCH
MONDO:0012445	autosomal recessive nonsyndromic hearing loss 59	skos:broadMatch	GARD:22622	Deafness, autosomal recessive 59	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 59	LEXMATCH
MONDO:0012452	autosomal recessive nonsyndromic hearing loss 65	skos:broadMatch	GARD:22623	Deafness, autosomal recessive 65	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 65	LEXMATCH
MONDO:0012460	autosomal recessive nonsyndromic hearing loss 67	skos:broadMatch	GARD:22624	Deafness, autosomal recessive 67	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 67	LEXMATCH
MONDO:0012485	autosomal recessive nonsyndromic hearing loss 68	skos:broadMatch	GARD:22625	Deafness, autosomal recessive 68	semapv:LexicalMatching	oaklib	0.8	oio:hasNarrowSynonym	rdfs:label	deafness, autosomal recessive 68	LEXMATCH
