mondo_id	subset	omim_id
MONDO:0014681	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:616534
MONDO:0014682	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:616535
MONDO:0014734	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:616685
MONDO:0014779	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:616806
MONDO:0014786	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:616818
MONDO:0014809	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:616871
MONDO:0014826	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:616903
MONDO:0014902	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:617075
MONDO:0015019	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:617321
MONDO:0015270	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:617936
MONDO:0015909	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:609135
MONDO:0016419	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:114480
MONDO:0018229	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:608579
MONDO:0018473	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:617347
MONDO:0018874	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:601626
MONDO:0018881	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:614286
MONDO:0019182	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:601665
MONDO:0020671	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:601367
MONDO:0020705	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:182940
MONDO:0020715	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:146500
MONDO:0020772	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:607631
MONDO:0021001	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:235200
MONDO:0021024	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:611162
MONDO:0021571	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:126200
MONDO:0024498	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:137800
MONDO:0024517	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:162091
MONDO:0024563	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:610551
MONDO:0026768	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:301052
MONDO:0030004	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:618830
MONDO:0030313	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:619396
MONDO:0030334	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:619441
MONDO:0030434	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:619521
MONDO:0031030	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:619986
MONDO:0032614	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:618231
MONDO:0032644	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:618267
MONDO:0032699	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:618357
MONDO:0032742	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:618426
MONDO:0032809	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:618549
MONDO:0032827	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:618596
MONDO:0032867	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:618680
MONDO:0033312	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:617629
MONDO:0044259	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:266300
MONDO:0044272	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:602025
MONDO:0044273	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:608622
MONDO:0044277	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:612671
MONDO:0044283	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:615457
MONDO:0044301	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:617349
MONDO:0044315	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:617439
MONDO:0054601	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:617540
MONDO:0054749	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:617885
MONDO:0054750	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:617892
MONDO:0054754	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:617900
MONDO:0054849	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:618077
MONDO:0060670	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:617921
MONDO:0060671	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:617924
MONDO:0100003	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:300909
MONDO:0100045	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:226400
MONDO:0100046	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:177650
MONDO:0100048	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:614395
MONDO:0100177	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:607154
MONDO:0100180	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:612227
MONDO:0100183	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:179300
MONDO:0100232	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:607507
MONDO:0100316	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:192500
MONDO:0100460	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:188890
MONDO:0100467	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:189800
MONDO:0100476	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:608709
MONDO:0100518	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:143465
MONDO:0100519	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:602477
MONDO:0100532	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:606798
MONDO:0100533	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:614519
MONDO:0700041	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:613013
MONDO:0700275	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:176807
MONDO:0700299	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:620990
MONDO:0800001	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:614163
MONDO:0800029	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:178500
MONDO:0800187	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:613002
MONDO:0800447	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:614009
MONDO:0859172	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:619462
MONDO:0859183	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:619491
MONDO:0859316	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:620121
MONDO:0859371	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:620235
MONDO:0859376	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:620241
MONDO:0957530	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:620442
MONDO:0957561	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:620461
MONDO:0958238	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:620730
MONDO:0970943	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:301119
MONDO:0971170	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:301120
MONDO:0975748	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:620923
MONDO:0976128	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:621064
MONDO:0976267	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:621164
MONDO:1010151	http://purl.obolibrary.org/obo/mondo#omim_susceptibility	OMIM:611465
