mondo_id	subset	doid_id	mondo_label	doid_label
MONDO:0011086	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0090013	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-positive	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, Nk cell-positive
MONDO:0011091	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110164	Charcot-Marie-Tooth disease type 2D	Charcot-Marie-Tooth disease type 2D
MONDO:0011099	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050682	human HOXA1 syndromes	Athabaskan brainstem dysgenesis syndrome
MONDO:0011107	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110711	congenital hypotrichosis with juvenile macular dystrophy	congenital hypotrichosis with juvenile macular dystrophy
MONDO:0011113	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110183	Charcot-Marie-Tooth disease type 4C	Charcot-Marie-Tooth disease type 4C
MONDO:0011128	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111599	Sheldon-hall syndrome	distal arthrogryposis type 2B
MONDO:0011132	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060769	T-cell immunodeficiency, congenital alopecia, and nail dystrophy	T-cell immunodeficiency, congenital alopecia, and nail dystrophy
MONDO:0011136	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111050	Quebec platelet disorder	Quebec platelet disorder
MONDO:0011143	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111011	cone-rod dystrophy 6	cone-rod dystrophy 6
MONDO:0011144	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110729	ceroid lipofuscinosis, neuronal, 6A	neuronal ceroid lipofuscinosis 6A
MONDO:0011147	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060407	chromosome 18q deletion syndrome	chromosome 18q deletion syndrome
MONDO:0011154	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060385	acrofacial dysostosis, Palagonia type	acrofacial dysostosis, Patagonia type
MONDO:0011156	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070222	progressive familial intrahepatic cholestasis type 2	progressive familial intrahepatic cholestasis 2
MONDO:0011170	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110281	autosomal recessive limb-girdle muscular dystrophy type 2G	autosomal recessive limb-girdle muscular dystrophy type 2G
MONDO:0011176	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060883	intestinal hypomagnesemia 1	intestinal hypomagnesemia 1
MONDO:0011184	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111275	childhood apraxia of speech	speech-language disorder-1
MONDO:0011185	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060455	Thiel-Behnke corneal dystrophy	Thiel-Behnke corneal dystrophy
MONDO:0011196	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060197	amyotrophic lateral sclerosis type 5	amyotrophic lateral sclerosis type 5
MONDO:0011198	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080030	spondyloepimetaphyseal dysplasia, Missouri type	spondyloepimetaphyseal dysplasia, Missouri type
MONDO:0011211	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0112299	axial spondylometaphyseal dysplasia	axial spondylometaphyseal dysplasia
MONDO:0011213	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0081362	Pierpont syndrome	Pierpont syndrome
MONDO:0011214	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070223	progressive familial intrahepatic cholestasis type 3	progressive familial intrahepatic cholestasis 3
MONDO:0011217	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070654	desmosterolosis	desmosterolosis
MONDO:0011218	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060720	autosomal recessive congenital ichthyosis 11	autosomal recessive congenital ichthyosis 11
MONDO:0011219	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111661	Fried's tooth and nail syndrome	ectodermal dysplasia 8
MONDO:0011223	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060196	amyotrophic lateral sclerosis type 4	amyotrophic lateral sclerosis type 4
MONDO:0011225	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0090012	severe combined immunodeficiency due to DCLRE1C deficiency	severe combined immunodeficiency with sensitivity to ionizing radiation
MONDO:0011229	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060640	ethylmalonic encephalopathy	ethylmalonic encephalopathy
MONDO:0011230	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060887	ossification of the posterior longitudinal ligament of the spine	ossification of the posterior longitudinal ligament of spine
MONDO:0011232	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111182	migraine, familial hemiplegic, 2	familial hemiplegic migraine 2
MONDO:0011236	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070216	hyperinsulinemic hypoglycemia, familial, 3	familial hyperinsulinemic hypoglycemia 3
MONDO:0011244	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050858	Marshall-Smith syndrome	Marshall-Smith syndrome
MONDO:0011246	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110632	megaconial type congenital muscular dystrophy	megaconial type congenital muscular dystrophy
MONDO:0011249	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0090058	torsion dystonia with onset in infancy	torsion dystonia with onset in infancy
MONDO:0011257	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080554	MPI-congenital disorder of glycosylation	congenital disorder of glycosylation Ib
MONDO:0011261	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0112294	spondyloepiphyseal dysplasia with coronal craniosynostosis, cataracts, cleft palate, and intellectual disability	spondyloepiphyseal dysplasia with coronal craniosynostosis, cataracts, cleft palate, and impaired intellectual development
MONDO:0011264	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0090039	torsion dystonia 6	torsion dystonia 6
MONDO:0011266	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050759	myotonic dystrophy type 2	myotonic dystrophy type 2
MONDO:0011271	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110633	rigid spine muscular dystrophy 1	rigid spine muscular dystrophy 1
MONDO:0011273	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111278	H syndrome	histiocytosis-lymphadenopathy plus syndrome
MONDO:0011274	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060703	Muenke syndrome	Muenke Syndrome
MONDO:0011275	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080050	acromesomelic dysplasia 1, Maroteaux type	acromesomelic dysplasia, Maroteaux type
MONDO:0011283	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080119	mitochondrial DNA depletion syndrome 1	mitochondrial DNA depletion syndrome 1
MONDO:0011291	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080555	ALG6-congenital disorder of glycosylation 1C	congenital disorder of glycosylation Ic
MONDO:0011297	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060683	autosomal dominant nocturnal frontal lobe epilepsy 2	autosomal dominant nocturnal frontal lobe epilepsy 2
MONDO:0011299	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0090103	Huntington disease-like 1	Huntington's disease-like 1
MONDO:0011301	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080222	pseudohypoparathyroidism type 1B	pseudohypoparathyroidism type 1B
MONDO:0011304	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060670	cerebral cavernous malformation 2	cerebral cavernous malformation 2
MONDO:0011305	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060671	cerebral cavernous malformation 3	cerebral cavernous malformation 3
MONDO:0011308	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111455	GRACILE syndrome	GRACILE syndrome
MONDO:0011309	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0081102	familial gestational hyperthyroidism	familial gestational hyperthyroidism
MONDO:0011326	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070342	citrullinemia, type II, adult-onset	adult-onset type II citrullinemia
MONDO:0011330	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050960	spinocerebellar ataxia type 10	spinocerebellar ataxia 10
MONDO:0011331	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060646	congenital chylothorax	congenital chylothorax
MONDO:0011335	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0112199	spondyloepimetaphyseal dysplasia with multiple dislocations	spondyloepimetaphyseal dysplasia with joint laxity type 2
MONDO:0011336	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110924	familial hemophagocytic lymphohistiocytosis 4	familial hemophagocytic lymphohistiocytosis 4
MONDO:0011337	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110922	familial hemophagocytic lymphohistiocytosis 2	familial hemophagocytic lymphohistiocytosis 2
MONDO:0011338	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060010	Omenn syndrome	Omenn syndrome
MONDO:0011339	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110823	hereditary spastic paraplegia 8	hereditary spastic paraplegia 8
MONDO:0011342	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070258	SLC35A1-congenital disorder of glycosylation	congenital disorder of glycosylation type IIf
MONDO:0011346	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070453	xanthinuria type II	xanthinuria type II
MONDO:0011359	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060342	acromelic frontonasal dysostosis	acromelic frontonasal dysostosis
MONDO:0011362	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111188	myopathy, myofibrillar, 9, with early respiratory failure	myofibrillar myopathy 9
MONDO:0011365	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060290	blepharophimosis - intellectual disability syndrome, SBBYS type	Ohdo syndrome, SBBYS variant
MONDO:0011366	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:2156	ovarian germ cell tumor	ovarian germ cell cancer
MONDO:0011374	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0090105	hypercholesterolemia, familial, 4	autosomal recessive hypercholesterolemia
MONDO:0011377	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110646	long QT syndrome 3	long QT syndrome 3
MONDO:0011382	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:10923	sickle cell disease	sickle cell anemia
MONDO:0011391	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080315	megalencephalic leukoencephalopathy with subcortical cysts	megalencephalic leukoencephalopathy with subcortical cysts
MONDO:0011393	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080957	hypoalphalipoproteinemia, primary, 1	primary hypoalphalipoproteinemia 1
MONDO:0011395	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111013	cone-rod dystrophy 3	cone-rod dystrophy 3
MONDO:0011397	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050968	autosomal dominant cerebellar ataxia, deafness and narcolepsy	autosomal dominant cerebellar ataxia, deafness and narcolepsy
MONDO:0011399	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:1099	alpha thalassemia spectrum	alpha thalassemia
MONDO:0011401	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110048	Alzheimer disease without neurofibrillary tangles	Alzheimer's disease 15
MONDO:0011405	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060551	poikiloderma with neutropenia	poikiloderma with neutropenia
MONDO:0011408	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110763	hereditary spastic paraplegia 10	hereditary spastic paraplegia 10
MONDO:0011412	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050831	familial encephalopathy with neuroserpin inclusion bodies	familial encephalopathy with neuroserpin inclusion bodies
MONDO:0011414	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060673	Peters anomaly	Peters anomaly
MONDO:0011417	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111030	hemochromatosis type 3	hemochromatosis type 3
MONDO:0011421	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050768	mitochondrial complex V (ATP synthase) deficiency, nuclear type 1	mitochondrial complex V (ATP synthase) deficiency nuclear type 1
MONDO:0011422	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0061167	autosomal recessive proximal renal tubular acidosis	autosomal recessive proximal renal tubular acidosis
MONDO:0011423	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110279	autosomal recessive limb-girdle muscular dystrophy type 2E	autosomal recessive limb-girdle muscular dystrophy type 2E
MONDO:0011426	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050711	aceruloplasminemia	aceruloplasminemia
MONDO:0011428	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060783	ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 3	ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 3
MONDO:0011429	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:676	juvenile idiopathic arthritis	systemic juvenile rheumatoid arthritis
MONDO:0011436	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111064	autosomal recessive distal spinal muscular atrophy 1	autosomal recessive distal hereditary motor neuronopathy 1
MONDO:0011445	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110764	hereditary spastic paraplegia 11	hereditary spastic paraplegia 11
MONDO:0011448	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070204	PPARG-related familial partial lipodystrophy	familial partial lipodystrophy type 3
MONDO:0011462	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080519	pyogenic arthritis-pyoderma gangrenosum-acne syndrome	PAPA syndrome
MONDO:0011475	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110190	Charcot-Marie-Tooth disease type 4B2	Charcot-Marie-Tooth disease type 4B2
MONDO:0011479	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111154	postural orthostatic tachycardia syndrome due to NET deficiency	postural orthostatic tachycardia syndrome
MONDO:0011481	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0061009	craniosynostosis 2	craniosynostosis 2
MONDO:0011485	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060714	autosomal recessive congenital ichthyosis 5	autosomal recessive congenital ichthyosis 5
MONDO:0011486	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110634	congenital muscular dystrophy 1B	congenital muscular dystrophy 1B
MONDO:0011489	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110765	hereditary spastic paraplegia 12	hereditary spastic paraplegia 12
MONDO:0011512	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050693	Brooke-Spiegler syndrome	Brooke-Spiegler syndrome
MONDO:0011514	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080169	tricuspid atresia	tricuspid atresia
MONDO:0011522	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110767	hereditary spastic paraplegia 14	hereditary spastic paraplegia 14
MONDO:0011523	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110128	Bardet-Biedl syndrome 6	Bardet-Biedl syndrome 6
MONDO:0011527	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110195	Charcot-Marie-Tooth disease type 4E	congenital hypomyelinating neuropathy 1
MONDO:0011528	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060758	hyper-IgM syndrome type 2	immunodeficiency with hyper-IgM type 2
MONDO:0011532	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110766	hereditary spastic paraplegia 13	hereditary spastic paraplegia 13
MONDO:0011533	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050814	temtamy preaxial brachydactyly syndrome	temtamy preaxial brachydactyly syndrome
MONDO:0011534	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110196	Charcot-Marie-Tooth disease type 4G	Charcot-Marie-Tooth disease type 4G
MONDO:0011535	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0090023	split hand-foot malformation 4	split hand-foot malformation 4
MONDO:0011537	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060867	macrocephaly-autism syndrome	macrocephaly-autism syndrome
MONDO:0011539	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110936	nemaline myopathy 5	nemaline myopathy 5A
MONDO:0011541	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110440	dilated cardiomyopathy 1J	dilated cardiomyopathy 1J
MONDO:0011545	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060684	autosomal dominant nocturnal frontal lobe epilepsy 3	autosomal dominant nocturnal frontal lobe epilepsy 3
MONDO:0011551	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0051059	TH-deficient dopa-responsive dystonia	autosomal recessive Segawa syndrome
MONDO:0011559	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070232	benign recurrent intrahepatic cholestasis type 2	benign recurrent intrahepatic cholestasis 2
MONDO:0011565	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:14221	metabolic syndrome X	abdominal obesity-metabolic syndrome 1
MONDO:0011569	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110156	Charcot-Marie-Tooth disease type 2B1	Charcot-Marie-Tooth disease type 2B1
MONDO:0011570	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110179	Charcot-Marie-Tooth disease type 2B2	Charcot-Marie-Tooth disease type 2B2
MONDO:0011577	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080719	myopathy, proximal, and ophthalmoplegia	congenital myopathy 6
MONDO:0011579	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060869	late-onset retinal degeneration	late-onset retinal degeneration
MONDO:0011581	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0090128	arrhythmogenic cardiomyopathy with wooly hair and keratoderma	Carvajal syndrome
MONDO:0011582	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080133	multiple mitochondrial dysfunctions syndrome 1	multiple mitochondrial dysfunctions syndrome 1
MONDO:0011585	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111065	autosomal recessive distal spinal muscular atrophy 2	autosomal recessive distal hereditary motor neuronopathy 2
MONDO:0011587	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110254	cataract 25	cataract 25
MONDO:0011599	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111079	birdshot chorioretinopathy	birdshot chorioretinopathy
MONDO:0011603	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080718	GNE myopathy	GNE myopathy
MONDO:0011610	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0081446	dimethylglycine dehydrogenase deficiency	dimethylglycine dehydrogenase deficiency
MONDO:0011612	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:9268	glycine encephalopathy	glycine encephalopathy
MONDO:0011613	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060369	autosomal recessive early-onset Parkinson disease 6	Parkinson's disease 6
MONDO:0011614	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0081168	3-hydroxy-3-methylglutaryl-CoA synthase deficiency	HMG-CoA synthase 2 deficiency
MONDO:0011628	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:14701	propionic acidemia	propionic acidemia
MONDO:0011629	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070254	MOGS-congenital disorder of glycosylation	congenital disorder of glycosylation type IIb
MONDO:0011631	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111028	hemochromatosis type 4	hemochromatosis type 4
MONDO:0011633	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110182	Charcot-Marie-Tooth disease axonal type 2C	Charcot-Marie-Tooth disease axonal type 2C
MONDO:0011638	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110737	neuroferritinopathy	neurodegeneration with brain iron accumulation 3
MONDO:0011644	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:12731	pars planitis	pars planitis
MONDO:0011652	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080354	Phelan-McDermid syndrome	Phelan-McDermid syndrome
MONDO:0011655	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:4239	alveolar soft part sarcoma	alveolar soft part sarcoma
MONDO:0011657	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110554	autosomal dominant nonsyndromic hearing loss 24	autosomal dominant nonsyndromic deafness 24
MONDO:0011658	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060370	autosomal recessive early-onset Parkinson disease 7	Parkinson's disease 7
MONDO:0011664	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111968	immunodeficiency due to CD25 deficiency	immunodeficiency 41
MONDO:0011669	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060858	hypotonia-cystinuria syndrome	hypotonia-cystinuria syndrome
MONDO:0011671	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0090104	Huntington disease-like 2	Huntington's disease-like 2
MONDO:0011674	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110197	Charcot-Marie-Tooth disease dominant intermediate B	Charcot-Marie-Tooth disease dominant intermediate B
MONDO:0011675	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110202	Charcot-Marie-Tooth Disease, axonal, type 2GG	Charcot-Marie-Tooth disease dominant intermediate A
MONDO:0011680	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060711	autosomal recessive congenital ichthyosis 3	autosomal recessive congenital ichthyosis 3
MONDO:0011687	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110163	Charcot-Marie-Tooth disease axonal type 2F	Charcot-Marie-Tooth disease axonal type 2F
MONDO:0011688	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110635	muscular dystrophy-dystroglycanopathy type B5	muscular dystrophy-dystroglycanopathy type B5
MONDO:0011691	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060195	amyotrophic lateral sclerosis type 3	amyotrophic lateral sclerosis type 3
MONDO:0011698	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111037	glycine N-methyltransferase deficiency	glycine N-methyltransferase deficiency
MONDO:0011706	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060556	Kufor-Rakeb syndrome	Kufor-Rakeb syndrome
MONDO:0011709	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0090022	split hand-foot malformation 5	split hand-foot malformation 5
MONDO:0011716	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:10992	acute hemorrhagic leukoencephalitis	acute hemorrhagic leukoencephalitis
MONDO:0011717	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070217	hyperinsulinism-hyperammonemia syndrome	familial hyperinsulinemic hypoglycemia 6
MONDO:0011719	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:9253	gastrointestinal stromal tumor	gastrointestinal stromal tumor
MONDO:0011721	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111187	distal myopathy with anterior tibial onset	distal myopathy with anterior tibial onset
MONDO:0011724	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070561	encephalopathy due to GLUT1 deficiency	glucose transporter type 1 deficiency syndrome 1
MONDO:0011728	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:529	benign essential blepharospasm	blepharospasm
MONDO:0011730	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111261	fumaric aciduria	fumarase deficiency
MONDO:0011731	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070563	glucose-galactose malabsorption	glucose-galactose malabsorption
MONDO:0011735	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060023	hyper-IgM syndrome type 3	immunodeficiency with hyper IgM type 3
MONDO:0011738	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080922	bilateral frontoparietal polymicrogyria	complex cortical dysplasia with other brain malformations 14A
MONDO:0011740	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080533	Carney-Stratakis syndrome	Carney-Stratakis syndrome
MONDO:0011758	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111390	Hurler syndrome	mucopolysaccharidosis Ih
MONDO:0011759	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111389	Hurler-Scheie syndrome	mucopolysaccharidosis Ih/s
MONDO:0011760	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060222	Scheie syndrome	Scheie syndrome
MONDO:0011764	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060371	autosomal dominant Parkinson disease 8	Parkinson's disease 8
MONDO:0011765	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070299	multiple epiphyseal dysplasia type 5	multiple epiphyseal dysplasia 5
MONDO:0011771	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111211	neuronopathy, distal hereditary motor, autosomal recessive 3	autosomal recessive distal hereditary motor neuronopathy 3
MONDO:0011772	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070256	B4GALT1-congenital disorder of glycosylation	congenital disorder of glycosylation type IId
MONDO:0011773	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080942	anauxetic dysplasia	anauxetic dysplasia
MONDO:0011774	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110489	autosomal recessive nonsyndromic hearing loss 30	autosomal recessive nonsyndromic deafness 30
MONDO:0011776	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0090029	CINCA syndrome	CINCA Syndrome
MONDO:0011781	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050967	spinocerebellar ataxia type 17	spinocerebellar ataxia 17
MONDO:0011783	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080559	ALG12-congenital disorder of glycosylation	congenital disorder of glycosylation Ig
MONDO:0011785	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110772	hereditary spastic paraplegia 19	hereditary spastic paraplegia 19
MONDO:0011787	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110299	autosomal recessive limb-girdle muscular dystrophy type 2I	autosomal recessive limb-girdle muscular dystrophy type 2I
MONDO:0011801	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0090115	spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 1	spinocerebellar ataxia with axonal neuropathy 1
MONDO:0011803	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110816	hereditary spastic paraplegia 7	hereditary spastic paraplegia 7
MONDO:0011804	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110116	autoimmune lymphoproliferative syndrome type 2B	autoimmune lymphoproliferative syndrome type 2B
MONDO:0011811	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111611	autosomal recessive cerebellar ataxia-saccadic intrusion syndrome	autosomal recessive spinocerebellar ataxia 4
MONDO:0011812	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060747	Duane-radial ray syndrome	Duane-radial ray syndrome
MONDO:0011819	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050970	spinocerebellar ataxia type 19/22	spinocerebellar ataxia 19/22
MONDO:0011822	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110144	Bartter disease type 3	Bartter disease type 3
MONDO:0011827	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:13832	patent ductus arteriosus	patent ductus arteriosus
MONDO:0011830	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0112237	lissencephaly due to LIS1 mutation	lissencephaly 1
