mondo_id	malacards_url	source
ID	AI obo:mondo#curated_content_resource	>A oboInOwl:source
MONDO:0007032	https://www.malacards.org/card/prune_belly_syndrome	MONDO:MalaCards
MONDO:0007033	https://www.malacards.org/card/abducens_palsy	MONDO:MalaCards
MONDO:0024506	https://www.malacards.org/card/adams_oliver_syndrome_1	MONDO:MalaCards
MONDO:0007035	https://www.malacards.org/card/acanthosis_nigricans	MONDO:MalaCards
MONDO:0007036	https://www.malacards.org/card/achard_syndrome	MONDO:MalaCards
MONDO:0007037	https://www.malacards.org/card/achondroplasia	MONDO:MalaCards
MONDO:0007038	https://www.malacards.org/card/achoo_syndrome	MONDO:MalaCards
MONDO:0007039	https://www.malacards.org/card/schwannomatosis_vestibular	MONDO:MalaCards
MONDO:0007040	https://www.malacards.org/card/acrocephalopolysyndactyly_type_iii	MONDO:MalaCards
MONDO:0007041	https://www.malacards.org/card/apert_syndrome	MONDO:MalaCards
MONDO:0007042	https://www.malacards.org/card/saethre_chotzen_syndrome	MONDO:MalaCards
MONDO:0005810	https://www.malacards.org/card/pfeiffer_syndrome	MONDO:MalaCards
MONDO:0007044	https://www.malacards.org/card/acrodysostosis_1_with_or_without_hormone_resistance_2	MONDO:MalaCards
MONDO:0007045	https://www.malacards.org/card/acrofacial_dysostosis_catania_type_2	MONDO:MalaCards
MONDO:0007046	https://www.malacards.org/card/acrokeratoderma_hereditary_papulotranslucent	MONDO:MalaCards
MONDO:0007047	https://www.malacards.org/card/palmoplantar_keratoderma_punctate_type_iii	MONDO:MalaCards
MONDO:0007048	https://www.malacards.org/card/acrokeratosis_verruciformis	MONDO:MalaCards
MONDO:0007049	https://www.malacards.org/card/acroleukopathy_symmetric	MONDO:MalaCards
MONDO:0007050	https://www.malacards.org/card/acromegaloid_changes_cutis_verticis_gyrata_and_corneal_leukoma_2	MONDO:MalaCards
MONDO:0007051	https://www.malacards.org/card/acromegaloid_facial_appearance_syndrome	MONDO:MalaCards
MONDO:0006238	https://www.malacards.org/card/pituitary_adenoma_1_multiple_types	MONDO:MalaCards
MONDO:0007053	https://www.malacards.org/card/restless_legs_syndrome_1	MONDO:MalaCards
MONDO:0007054	https://www.malacards.org/card/acromial_dimples	MONDO:MalaCards
MONDO:0007055	https://www.malacards.org/card/acromicric_dysplasia	MONDO:MalaCards
MONDO:0007056	https://www.malacards.org/card/acroosteolysis	MONDO:MalaCards
MONDO:0007057	https://www.malacards.org/card/hajdu_cheney_syndrome	MONDO:MalaCards
MONDO:0007058	https://www.malacards.org/card/acropectorovertebral_dysplasia	MONDO:MalaCards
MONDO:0007059	https://www.malacards.org/card/acrorenal_syndrome	MONDO:MalaCards
MONDO:0007060	https://www.malacards.org/card/spermatogenic_failure_6	MONDO:MalaCards
MONDO:0007062	https://www.malacards.org/card/adactylia_unilateral_2	MONDO:MalaCards
MONDO:0002422	https://www.malacards.org/card/adamantinoma_of_long_bones	MONDO:MalaCards
MONDO:0007064	https://www.malacards.org/card/severe_combined_immunodeficiency_autosomal_recessive_t_cell_negative_b_cell_negative_nk_cell_negative_due_to_adenosine_deaminase_deficiency	MONDO:MalaCards
MONDO:0007067	https://www.malacards.org/card/adenosine_triphosphate_elevated_of_erythrocytes	MONDO:MalaCards
MONDO:0007068	https://www.malacards.org/card/adenylosuccinase_deficiency	MONDO:MalaCards
MONDO:0018690	https://www.malacards.org/card/adie_pupil	MONDO:MalaCards
MONDO:0007070	https://www.malacards.org/card/adiposis_dolorosa	MONDO:MalaCards
MONDO:0007071	https://www.malacards.org/card/adrenocortical_hypofunction_chronic_primary_congenital	MONDO:MalaCards
MONDO:0007072	https://www.malacards.org/card/adult_syndrome	MONDO:MalaCards
MONDO:0007073	https://www.malacards.org/card/hypoglossia_hypodactylia	MONDO:MalaCards
MONDO:0007074	https://www.malacards.org/card/ainhum	MONDO:MalaCards
MONDO:0007075	https://www.malacards.org/card/alacrima_congenital_autosomal_dominant	MONDO:MalaCards
MONDO:0001858	https://www.malacards.org/card/tietz_albinism_deafness_syndrome	MONDO:MalaCards
MONDO:0007078	https://www.malacards.org/card/pseudohypoparathyroidism_type_ia_2	MONDO:MalaCards
MONDO:0007079	https://www.malacards.org/card/alcohol_dependence	MONDO:MalaCards
MONDO:0007080	https://www.malacards.org/card/hyperaldosteronism_familial_type_i	MONDO:MalaCards
MONDO:0015243	https://www.malacards.org/card/allergic_bronchopulmonary_aspergillosis_familial	MONDO:MalaCards
MONDO:0007082	https://www.malacards.org/card/alopecia_areata_1	MONDO:MalaCards
MONDO:0007083	https://www.malacards.org/card/palmoplantar_keratoderma_and_congenital_alopecia_1	MONDO:MalaCards
MONDO:0007084	https://www.malacards.org/card/alopecia_familial_focal	MONDO:MalaCards
MONDO:0007085	https://www.malacards.org/card/alopecia_psychomotor_epilepsy_pyorrhea_and_mental_subnormality	MONDO:MalaCards
MONDO:0007086	https://www.malacards.org/card/alport_syndrome_3a_autosomal_dominant	MONDO:MalaCards
MONDO:0007087	https://www.malacards.org/card/alternating_hemiplegia_of_childhood_1	MONDO:MalaCards
MONDO:0007088	https://www.malacards.org/card/alzheimer_disease_familial_1	MONDO:MalaCards
MONDO:0007089	https://www.malacards.org/card/alzheimer_disease_2_2	MONDO:MalaCards
MONDO:0007090	https://www.malacards.org/card/amastia_bilateral_with_ureteral_triplication_and_dysmorphism	MONDO:MalaCards
MONDO:0007091	https://www.malacards.org/card/amelia_and_terminal_transverse_hemimelia	MONDO:MalaCards
MONDO:0007092	https://www.malacards.org/card/amelogenesis_imperfecta_type_ib	MONDO:MalaCards
MONDO:0007093	https://www.malacards.org/card/amelogenesis_imperfecta_type_iv	MONDO:MalaCards
MONDO:0007094	https://www.malacards.org/card/amelogenesis_imperfecta_type_ia	MONDO:MalaCards
MONDO:0007095	https://www.malacards.org/card/ameloonychohypohidrotic_syndrome	MONDO:MalaCards
MONDO:0007096	https://www.malacards.org/card/amenorrhea_galactorrhea_syndrome	MONDO:MalaCards
MONDO:0007097	https://www.malacards.org/card/amyloidosis_finnish_type	MONDO:MalaCards
MONDO:0007098	https://www.malacards.org/card/cerebral_amyloid_angiopathy_cst3_related	MONDO:MalaCards
MONDO:0007099	https://www.malacards.org/card/amyloidosis_hereditary_systemic_2	MONDO:MalaCards
MONDO:0007100	https://www.malacards.org/card/amyloidosis_hereditary_systemic_1	MONDO:MalaCards
MONDO:0024522	https://www.malacards.org/card/amyloidosis_primary_localized_cutaneous_1	MONDO:MalaCards
MONDO:0007102	https://www.malacards.org/card/amyotrophic_dystonic_paraplegia	MONDO:MalaCards
MONDO:0007103	https://www.malacards.org/card/amyotrophic_lateral_sclerosis_1	MONDO:MalaCards
MONDO:0007104	https://www.malacards.org/card/amyotrophic_lateral_sclerosis_parkinsonism_dementia_complex_1	MONDO:MalaCards
MONDO:0007105	https://www.malacards.org/card/frontotemporal_dementia_and_or_amyotrophic_lateral_sclerosis_1	MONDO:MalaCards
MONDO:0007106	https://www.malacards.org/card/anal_sphincter_dysplasia	MONDO:MalaCards
MONDO:0007107	https://www.malacards.org/card/anal_sphincter_myopathy_internal	MONDO:MalaCards
MONDO:0044214	https://www.malacards.org/card/androstenone_ability_to_smell	MONDO:MalaCards
MONDO:0000405	https://www.malacards.org/card/anal_canal_carcinoma	MONDO:MalaCards
MONDO:0007109	https://www.malacards.org/card/anemia_congenital_dyserythropoietic_type_iiia	MONDO:MalaCards
MONDO:0007110	https://www.malacards.org/card/diamond_blackfan_anemia_1	MONDO:MalaCards
