mondo_id	malacards_url	source
MONDO:0007111	https://www.malacards.org/card/aneurysm_intracranial_berry_1	MONDO:MalaCards
MONDO:0007112	https://www.malacards.org/card/aneurysm_of_interventricular_septum	MONDO:MalaCards
MONDO:0007113	https://www.malacards.org/card/angelman_syndrome	MONDO:MalaCards
MONDO:0007114	https://www.malacards.org/card/angel_shaped_phalangoepiphyseal_dysplasia_2	MONDO:MalaCards
MONDO:0007115	https://www.malacards.org/card/angioma_serpiginosum_autosomal_dominant	MONDO:MalaCards
MONDO:0007116	https://www.malacards.org/card/angioma_hereditary_neurocutaneous_2	MONDO:MalaCards
MONDO:0015053	https://www.malacards.org/card/angioedema_hereditary_1	MONDO:MalaCards
MONDO:0007118	https://www.malacards.org/card/anhidrosis_isolated_with_normal_sweat_glands	MONDO:MalaCards
MONDO:0024507	https://www.malacards.org/card/aniridia_1	MONDO:MalaCards
MONDO:0007120	https://www.malacards.org/card/aniridia_and_absent_patella	MONDO:MalaCards
MONDO:0007121	https://www.malacards.org/card/aniridia_microcornea_and_spontaneously_reabsorbed_cataract	MONDO:MalaCards
MONDO:0007122	https://www.malacards.org/card/anisocoria	MONDO:MalaCards
MONDO:0007123	https://www.malacards.org/card/ankyloblepharon_filiforme_adnatum_and_cleft_palate	MONDO:MalaCards
MONDO:0007124	https://www.malacards.org/card/ankyloblepharon_ectodermal_defects_cleft_lip_palate	MONDO:MalaCards
MONDO:0007125	https://www.malacards.org/card/ankyloglossia_with_or_without_tooth_anomalies	MONDO:MalaCards
MONDO:0005306	https://www.malacards.org/card/spondyloarthropathy_1	MONDO:MalaCards
MONDO:0007127	https://www.malacards.org/card/ankylosing_vertebral_hyperostosis_with_tylosis	MONDO:MalaCards
MONDO:0007128	https://www.malacards.org/card/annular_erythema	MONDO:MalaCards
MONDO:0007129	https://www.malacards.org/card/tooth_agenesis_selective_1	MONDO:MalaCards
MONDO:0007130	https://www.malacards.org/card/total_anomalous_pulmonary_venous_return_1	MONDO:MalaCards
MONDO:0007131	https://www.malacards.org/card/anonychia_with_flexural_pigmentation	MONDO:MalaCards
MONDO:0007132	https://www.malacards.org/card/anonychia_ectrodactyly_2	MONDO:MalaCards
MONDO:0007133	https://www.malacards.org/card/anonychia_onychodystrophy_with_brachydactyly_type_b_and_ectrodactyly	MONDO:MalaCards
MONDO:0007134	https://www.malacards.org/card/anonychia_onychodystrophy_with_hypoplasia_or_absence_of_distal_phalanges	MONDO:MalaCards
MONDO:0007135	https://www.malacards.org/card/nail_disorder_nonsyndromic_congenital_6	MONDO:MalaCards
MONDO:0007136	https://www.malacards.org/card/anorectal_anomalies	MONDO:MalaCards
MONDO:0007137	https://www.malacards.org/card/anosmia_isolated_congenital	MONDO:MalaCards
MONDO:0007138	https://www.malacards.org/card/anterior_segment_dysgenesis_1	MONDO:MalaCards
MONDO:0007139	https://www.malacards.org/card/antipyrine_metabolism	MONDO:MalaCards
MONDO:8000014	https://www.malacards.org/card/antiphospholipid_syndrome_familial	MONDO:MalaCards
MONDO:0054581	https://www.malacards.org/card/townes_brocks_syndrome_1	MONDO:MalaCards
MONDO:0007143	https://www.malacards.org/card/aortic_arch_anomaly_with_peculiar_facies_and_impaired_intellectual_development	MONDO:MalaCards
MONDO:0007144	https://www.malacards.org/card/aortic_arch_interruption_facial_palsy_and_retinal_coloboma	MONDO:MalaCards
MONDO:0007145	https://www.malacards.org/card/aplasia_cutis_congenita_nonsyndromic	MONDO:MalaCards
MONDO:0008807	https://www.malacards.org/card/apnea_central_sleep	MONDO:MalaCards
MONDO:0007147	https://www.malacards.org/card/apnea_obstructive_sleep	MONDO:MalaCards
MONDO:0007148	https://www.malacards.org/card/appendicitis_proneness_to	MONDO:MalaCards
MONDO:0007149	https://www.malacards.org/card/arbitrary_restriction_polymorphism_1	MONDO:MalaCards
MONDO:0007150	https://www.malacards.org/card/arcus_corneae	MONDO:MalaCards
MONDO:0044215	https://www.malacards.org/card/arm_folding_preference	MONDO:MalaCards
MONDO:0007151	https://www.malacards.org/card/arms_malformation_of	MONDO:MalaCards
MONDO:0007152	https://www.malacards.org/card/arrhythmogenic_right_ventricular_dysplasia_familial_1	MONDO:MalaCards
MONDO:0000473	https://www.malacards.org/card/arteries_anomalies_of	MONDO:MalaCards
MONDO:0007154	https://www.malacards.org/card/arteriovenous_malformations_of_the_brain	MONDO:MalaCards
MONDO:0007155	https://www.malacards.org/card/arteritis_familial_granulomatous_with_juvenile_polyarthritis	MONDO:MalaCards
MONDO:0007156	https://www.malacards.org/card/arthritis_sacroiliac	MONDO:MalaCards
MONDO:0007157	https://www.malacards.org/card/arthrogryposis_distal_type_1a	MONDO:MalaCards
MONDO:0007158	https://www.malacards.org/card/arthrogryposis_distal_type_5	MONDO:MalaCards
MONDO:0007159	https://www.malacards.org/card/arthrogryposis_distal_type_6	MONDO:MalaCards
MONDO:0007160	https://www.malacards.org/card/stickler_syndrome_type_i	MONDO:MalaCards
MONDO:0044216	https://www.malacards.org/card/artichoke_modification_of_taste_by	MONDO:MalaCards
MONDO:0044217	https://www.malacards.org/card/asparagus_specific_smell_hypersensitivity	MONDO:MalaCards
MONDO:0007161	https://www.malacards.org/card/spermatogenic_failure_2	MONDO:MalaCards
MONDO:0007162	https://www.malacards.org/card/asymmetric_short_stature_syndrome	MONDO:MalaCards
MONDO:0007163	https://www.malacards.org/card/episodic_ataxia_type_2_2	MONDO:MalaCards
MONDO:0007164	https://www.malacards.org/card/spastic_ataxia_1_autosomal_dominant	MONDO:MalaCards
MONDO:0007165	https://www.malacards.org/card/spastic_ataxia_7_autosomal_dominant	MONDO:MalaCards
MONDO:0007166	https://www.malacards.org/card/ataxia_with_fasciculations	MONDO:MalaCards
MONDO:0007167	https://www.malacards.org/card/atelosteogenesis_type_i	MONDO:MalaCards
MONDO:0007168	https://www.malacards.org/card/atelosteogenesis_type_iii	MONDO:MalaCards
MONDO:0007169	https://www.malacards.org/card/atherosclerosis_susceptibility	MONDO:MalaCards
MONDO:0007170	https://www.malacards.org/card/atresia_of_external_auditory_canal_and_conductive_deafness	MONDO:MalaCards
MONDO:0007171	https://www.malacards.org/card/atrial_standstill_1	MONDO:MalaCards
MONDO:0007172	https://www.malacards.org/card/atrial_septal_defect_1	MONDO:MalaCards
MONDO:0007173	https://www.malacards.org/card/atrial_septal_defect_7_with_or_without_atrioventricular_conduction_defects	MONDO:MalaCards
MONDO:0007174	https://www.malacards.org/card/atrial_tachyarrhythmia_with_short_pr_interval	MONDO:MalaCards
MONDO:0007175	https://www.malacards.org/card/pr_interval_variation_in	MONDO:MalaCards
MONDO:0007176	https://www.malacards.org/card/sveinsson_chorioretinal_atrophy	MONDO:MalaCards
MONDO:0007177	https://www.malacards.org/card/auriculoosteodysplasia	MONDO:MalaCards
MONDO:0007178	https://www.malacards.org/card/aurocephalosyndactyly	MONDO:MalaCards
MONDO:0007179	https://www.malacards.org/card/autoimmune_disease	MONDO:MalaCards
MONDO:0007180	https://www.malacards.org/card/axenfeld_rieger_anomaly_with_partially_absent_eye_muscles_distinctive_face_hydrocephaly_and_skeletal_abnormalities	MONDO:MalaCards
MONDO:0007181	https://www.malacards.org/card/axial_osteomalacia	MONDO:MalaCards
MONDO:0007182	https://www.malacards.org/card/machado_joseph_disease	MONDO:MalaCards
MONDO:0007183	https://www.malacards.org/card/azotemia_familial	MONDO:MalaCards
MONDO:0007184	https://www.malacards.org/card/alopecia_androgenetic_1	MONDO:MalaCards
MONDO:0007185	https://www.malacards.org/card/banki_syndrome	MONDO:MalaCards
MONDO:0007186	https://www.malacards.org/card/gastroesophageal_reflux	MONDO:MalaCards
MONDO:0007187	https://www.malacards.org/card/basal_cell_nevus_syndrome_1	MONDO:MalaCards
MONDO:0007188	https://www.malacards.org/card/basilar_impression_primary	MONDO:MalaCards
MONDO:0007189	https://www.malacards.org/card/b_cell_growth_factor	MONDO:MalaCards
MONDO:0007190	https://www.malacards.org/card/leukemia_chronic_lymphocytic_2	MONDO:MalaCards
MONDO:0044218	https://www.malacards.org/card/beeturia	MONDO:MalaCards
MONDO:0007191	https://www.malacards.org/card/behcet_syndrome	MONDO:MalaCards
MONDO:0007192	https://www.malacards.org/card/beta_amino_acids_renal_transport_of	MONDO:MalaCards
MONDO:0007193	https://www.malacards.org/card/biliary_cirrhosis_primary_1	MONDO:MalaCards
MONDO:0003803	https://www.malacards.org/card/aortic_valve_disease_1	MONDO:MalaCards
MONDO:0007195	https://www.malacards.org/card/bifid_nose_autosomal_dominant	MONDO:MalaCards
MONDO:0001187	https://www.malacards.org/card/bladder_cancer	MONDO:MalaCards
MONDO:0007197	https://www.malacards.org/card/bladder_diverticulum	MONDO:MalaCards
MONDO:0007198	https://www.malacards.org/card/blepharochalasis_and_double_lip	MONDO:MalaCards
MONDO:0007199	https://www.malacards.org/card/blepharochalasis_superior	MONDO:MalaCards
MONDO:0007200	https://www.malacards.org/card/blepharonasofacial_malformation_syndrome	MONDO:MalaCards
MONDO:0007201	https://www.malacards.org/card/blepharophimosis_ptosis_and_epicanthus_inversus	MONDO:MalaCards
MONDO:0007202	https://www.malacards.org/card/blepharoptosis_myopia_and_ectopia_lentis	MONDO:MalaCards
MONDO:0020608	https://www.malacards.org/card/blood_group_ahonen	MONDO:MalaCards
MONDO:0020609	https://www.malacards.org/card/blood_group_colton_system	MONDO:MalaCards
MONDO:0020610	https://www.malacards.org/card/blood_group_diego_system_2	MONDO:MalaCards
MONDO:0044220	https://www.malacards.org/card/blood_group_i_system	MONDO:MalaCards
MONDO:0020611	https://www.malacards.org/card/blood_group_kell_system	MONDO:MalaCards
MONDO:0020612	https://www.malacards.org/card/blood_group_kidd_system_2	MONDO:MalaCards
MONDO:0020613	https://www.malacards.org/card/blood_group_lke	MONDO:MalaCards
MONDO:0020615	https://www.malacards.org/card/blood_group_system_landsteiner_wiener	MONDO:MalaCards
MONDO:0044222	https://www.malacards.org/card/blood_group_p1pk_system	MONDO:MalaCards
MONDO:0020618	https://www.malacards.org/card/blood_group_private_systems	MONDO:MalaCards
MONDO:0020619	https://www.malacards.org/card/blood_group_langereis_system	MONDO:MalaCards
MONDO:0044223	https://www.malacards.org/card/radin_blood_group_antigen	MONDO:MalaCards
MONDO:0020623	https://www.malacards.org/card/blood_group_ul_system	MONDO:MalaCards
MONDO:0020625	https://www.malacards.org/card/blood_group_wright_antigen	MONDO:MalaCards
MONDO:0020626	https://www.malacards.org/card/yt_blood_group_antigen	MONDO:MalaCards
MONDO:0007203	https://www.malacards.org/card/blue_rubber_bleb_nevus	MONDO:MalaCards
MONDO:0007204	https://www.malacards.org/card/cole_carpenter_syndrome_1	MONDO:MalaCards
MONDO:0007205	https://www.malacards.org/card/diaphyseal_medullary_stenosis_with_malignant_fibrous_histiocytoma	MONDO:MalaCards
MONDO:0007206	https://www.malacards.org/card/bone_pain_periodic	MONDO:MalaCards
MONDO:0007207	https://www.malacards.org/card/book_syndrome	MONDO:MalaCards
MONDO:0007208	https://www.malacards.org/card/boomerang_dysplasia	MONDO:MalaCards
MONDO:0007209	https://www.malacards.org/card/weismann_netter_syndrome	MONDO:MalaCards
MONDO:0007210	https://www.malacards.org/card/brachmann_de_lange_like_facial_changes_with_microcephaly_metatarsus_adductus_and_developmental_delay	MONDO:MalaCards
MONDO:0007211	https://www.malacards.org/card/hypertension_and_brachydactyly_syndrome	MONDO:MalaCards
MONDO:0007212	https://www.malacards.org/card/long_thumb_brachydactyly_syndrome	MONDO:MalaCards
MONDO:0007213	https://www.malacards.org/card/brachydactyly_combined_b_and_e_types	MONDO:MalaCards
MONDO:0007214	https://www.malacards.org/card/brachydactyly_preaxial_with_hallux_varus_and_thumb_abduction_2	MONDO:MalaCards
MONDO:0007215	https://www.malacards.org/card/brachydactyly_type_a1_2	MONDO:MalaCards
MONDO:0007216	https://www.malacards.org/card/brachydactyly_type_a2_2	MONDO:MalaCards
MONDO:0007217	https://www.malacards.org/card/brachydactyly_type_a3_2	MONDO:MalaCards
MONDO:0007218	https://www.malacards.org/card/brachydactyly_type_a4_2	MONDO:MalaCards
MONDO:0007219	https://www.malacards.org/card/osebold_remondini_syndrome	MONDO:MalaCards
MONDO:0007220	https://www.malacards.org/card/brachydactyly_type_b1	MONDO:MalaCards
MONDO:0007221	https://www.malacards.org/card/brachydactyly_type_c_2	MONDO:MalaCards
MONDO:0007222	https://www.malacards.org/card/brachydactyly_type_d_2	MONDO:MalaCards
MONDO:0007223	https://www.malacards.org/card/brachydactyly_type_e1	MONDO:MalaCards
MONDO:0007224	https://www.malacards.org/card/brachydactyly_type_e_with_atrial_septal_defect_type_ii	MONDO:MalaCards
MONDO:0007225	https://www.malacards.org/card/brachydactyly_ectrodactyly_with_fibular_aplasia_or_hypoplasia	MONDO:MalaCards
MONDO:0007226	https://www.malacards.org/card/brachydactyly_nystagmus_cerebellar_ataxia	MONDO:MalaCards
MONDO:0007227	https://www.malacards.org/card/brachydactyly_distal_symphalangism_syndrome	MONDO:MalaCards
MONDO:0007228	https://www.malacards.org/card/brachymesomelia_renal_syndrome_2	MONDO:MalaCards
MONDO:0007229	https://www.malacards.org/card/brachymetatarsus_iv	MONDO:MalaCards
MONDO:0007230	https://www.malacards.org/card/brachymorphism_onychodysplasia_dysphalangism_syndrome	MONDO:MalaCards
MONDO:0007231	https://www.malacards.org/card/brachytelephalangy_with_characteristic_facies_and_kallmann_syndrome	MONDO:MalaCards
MONDO:0007232	https://www.malacards.org/card/brachyolmia_type_3	MONDO:MalaCards
MONDO:0007233	https://www.malacards.org/card/branchial_cleft_anomalies	MONDO:MalaCards
MONDO:0007234	https://www.malacards.org/card/branchial_myoclonus_with_spastic_paraparesis_and_cerebellar_ataxia	MONDO:MalaCards
MONDO:0007235	https://www.malacards.org/card/branchiooculofacial_syndrome	MONDO:MalaCards
MONDO:0007236	https://www.malacards.org/card/branchiootorenal_syndrome_1	MONDO:MalaCards
MONDO:0007237	https://www.malacards.org/card/hypertrophy_of_the_breast_juvenile	MONDO:MalaCards
MONDO:0100490	https://www.malacards.org/card/breasts_and_or_nipples_aplasia_or_hypoplasia_of_1	MONDO:MalaCards
MONDO:0018264	https://www.malacards.org/card/albinism_oculocutaneous_type_vi	MONDO:MalaCards
MONDO:0007813	https://www.malacards.org/card/epidermolytic_hyperkeratosis_1	MONDO:MalaCards
MONDO:0007240	https://www.malacards.org/card/progressive_familial_heart_block_type_ia	MONDO:MalaCards
MONDO:0007241	https://www.malacards.org/card/bundle_branch_block_familial_isolated_complete_right	MONDO:MalaCards
MONDO:0007242	https://www.malacards.org/card/butyrylesterase_1	MONDO:MalaCards
MONDO:0007243	https://www.malacards.org/card/burkitt_lymphoma	MONDO:MalaCards
MONDO:0007244	https://www.malacards.org/card/caffey_disease	MONDO:MalaCards
MONDO:0007245	https://www.malacards.org/card/cafe_au_lait_spots_multiple_2	MONDO:MalaCards
MONDO:0007246	https://www.malacards.org/card/calcific_aortic_disease_with_immunologic_abnormalities_familial	MONDO:MalaCards
MONDO:0007247	https://www.malacards.org/card/basal_ganglia_calcification_idiopathic_childhood_onset	MONDO:MalaCards
MONDO:0007248	https://www.malacards.org/card/callosities_hereditary_painful	MONDO:MalaCards
MONDO:0007249	https://www.malacards.org/card/camptobrachydactyly	MONDO:MalaCards
MONDO:0007250	https://www.malacards.org/card/camptodactyly_1	MONDO:MalaCards
MONDO:0007251	https://www.malacards.org/card/campomelic_dysplasia	MONDO:MalaCards
MONDO:0007252	https://www.malacards.org/card/arthrogryposis_distal_type_3	MONDO:MalaCards
MONDO:0007253	https://www.malacards.org/card/cancer_familial_with_in_vitro_radioresistance	MONDO:MalaCards
MONDO:0004989	https://www.malacards.org/card/breast_cancer	MONDO:MalaCards
MONDO:0002032	https://www.malacards.org/card/colorectal_cancer	MONDO:MalaCards
MONDO:0002691	https://www.malacards.org/card/hepatocellular_carcinoma	MONDO:MalaCards
MONDO:0007257	https://www.malacards.org/card/candidiasis_familial_1	MONDO:MalaCards
MONDO:0007258	https://www.malacards.org/card/canine_teeth_absence_of_upper_permanent	MONDO:MalaCards
MONDO:0007259	https://www.malacards.org/card/craniofaciofrontodigital_syndrome	MONDO:MalaCards
MONDO:0007260	https://www.malacards.org/card/car_factor_deficiency	MONDO:MalaCards
MONDO:0007261	https://www.malacards.org/card/carabelli_anomaly_of_maxillary_molar_teeth	MONDO:MalaCards
MONDO:0021533	https://www.malacards.org/card/carcinoid_tumors_intestinal	MONDO:MalaCards
MONDO:0020745	https://www.malacards.org/card/ventricular_arrhythmias_due_to_cardiac_ryanodine_receptor_calcium_release_deficiency_syndrome	MONDO:MalaCards
MONDO:0100042	https://www.malacards.org/card/cardiac_conduction_defect	MONDO:MalaCards
MONDO:0007265	https://www.malacards.org/card/cardiofaciocutaneous_syndrome_1	MONDO:MalaCards
MONDO:0007266	https://www.malacards.org/card/cardiomyopathy_familial_hypertrophic_2	MONDO:MalaCards
MONDO:0007267	https://www.malacards.org/card/cardiomyopathy_familial_hypertrophic_3	MONDO:MalaCards
MONDO:0007268	https://www.malacards.org/card/cardiomyopathy_familial_hypertrophic_4	MONDO:MalaCards
MONDO:0007269	https://www.malacards.org/card/cardiomyopathy_dilated_1a	MONDO:MalaCards
MONDO:0007270	https://www.malacards.org/card/cardiomyopathy_familial_restrictive_1	MONDO:MalaCards
MONDO:0007271	https://www.malacards.org/card/collagenoma_familial_cutaneous	MONDO:MalaCards
MONDO:0007272	https://www.malacards.org/card/hypercarotenemia_and_vitamin_a_deficiency_autosomal_dominant	MONDO:MalaCards
MONDO:0007273	https://www.malacards.org/card/pheochromocytoma_paraganglioma_syndrome_4	MONDO:MalaCards
MONDO:0007274	https://www.malacards.org/card/carpal_displacement	MONDO:MalaCards
MONDO:0020730	https://www.malacards.org/card/carpal_tunnel_syndrome_1	MONDO:MalaCards
MONDO:0007276	https://www.malacards.org/card/cat_eye_syndrome	MONDO:MalaCards
MONDO:0007277	https://www.malacards.org/card/cataract_aberrant_oral_frenula_and_growth_retardation	MONDO:MalaCards
MONDO:0007278	https://www.malacards.org/card/cataract_32_multiple_types	MONDO:MalaCards
MONDO:0007279	https://www.malacards.org/card/cataract_7	MONDO:MalaCards
MONDO:0007280	https://www.malacards.org/card/cataract_8_multiple_types	MONDO:MalaCards
MONDO:0007281	https://www.malacards.org/card/cataract_4_multiple_types	MONDO:MalaCards
MONDO:0007282	https://www.malacards.org/card/cataract_29	MONDO:MalaCards
MONDO:0007283	https://www.malacards.org/card/cataract_42	MONDO:MalaCards
MONDO:0007284	https://www.malacards.org/card/cataract_20_multiple_types	MONDO:MalaCards
MONDO:0007285	https://www.malacards.org/card/cataract_1_multiple_types	MONDO:MalaCards
MONDO:0007286	https://www.malacards.org/card/cataract_30_multiple_types	MONDO:MalaCards
MONDO:0007287	https://www.malacards.org/card/cataract_41	MONDO:MalaCards
MONDO:0007288	https://www.malacards.org/card/cataract_6_multiple_types	MONDO:MalaCards
MONDO:0007289	https://www.malacards.org/card/cataract_13_with_adult_i_phenotype	MONDO:MalaCards
MONDO:0007290	https://www.malacards.org/card/cataract_5_multiple_types	MONDO:MalaCards
MONDO:0022109	https://www.malacards.org/card/catatrichy	MONDO:MalaCards
MONDO:0000820	https://www.malacards.org/card/cerebral_cavernous_malformations	MONDO:MalaCards
MONDO:0004914	https://www.malacards.org/card/celiac_artery_stenosis_from_compression_by_median_arcuate_ligament_of_diaphragm	MONDO:MalaCards
MONDO:0007293	https://www.malacards.org/card/leukocyte_adhesion_deficiency_type_i	MONDO:MalaCards
MONDO:0007294	https://www.malacards.org/card/congenital_myopathy_1a_autosomal_dominant_with_malignant_hyperthermia	MONDO:MalaCards
MONDO:0007295	https://www.malacards.org/card/centralopathic_epilepsy	MONDO:MalaCards
MONDO:0007296	https://www.malacards.org/card/spinocerebellar_ataxia_31	MONDO:MalaCards
MONDO:0007297	https://www.malacards.org/card/cerebral_amyloid_angiopathy_itm2b_related_2	MONDO:MalaCards
MONDO:0007298	https://www.malacards.org/card/spinocerebellar_ataxia_29	MONDO:MalaCards
MONDO:0019349	https://www.malacards.org/card/sotos_syndrome	MONDO:MalaCards
MONDO:0007300	https://www.malacards.org/card/cerebral_sarcoma	MONDO:MalaCards
