mondo_id	dismech_url	source
MONDO:0000453	https://dismech.monarchinitiative.org/pages/disorders/Short_QT_Syndrome.html	MONDO:DisMech
MONDO:0000463	https://dismech.monarchinitiative.org/pages/disorders/Ochoa_Syndrome.html	MONDO:DisMech
MONDO:0000485	https://dismech.monarchinitiative.org/pages/disorders/Spasmodic_Dysphonia.html	MONDO:DisMech
MONDO:0000495	https://dismech.monarchinitiative.org/pages/disorders/Oppositional_Defiant_Disorder.html	MONDO:DisMech
MONDO:0000507	https://dismech.monarchinitiative.org/pages/disorders/Inclusion_Body_Myopathy_with_Paget_Disease_of_Bone_and_Frontotemporal_Dementia.html	MONDO:DisMech
MONDO:0000548	https://dismech.monarchinitiative.org/pages/disorders/Clear_Cell_Ovarian_Carcinoma.html	MONDO:DisMech
MONDO:0000645	https://dismech.monarchinitiative.org/pages/disorders/Fallopian_Tube_Benign_Neoplasm.html	MONDO:DisMech
MONDO:0000660	https://dismech.monarchinitiative.org/pages/disorders/Akinetopsia.html	MONDO:DisMech
MONDO:0000690	https://dismech.monarchinitiative.org/pages/disorders/Body_Dysmorphic_Disorder.html	MONDO:DisMech
MONDO:0000705	https://dismech.monarchinitiative.org/pages/disorders/Clostridioides_difficile_Infection.html	MONDO:DisMech
MONDO:0000764	https://dismech.monarchinitiative.org/pages/disorders/TGFBI_Corneal_Dystrophies.html	MONDO:DisMech
MONDO:0000820	https://dismech.monarchinitiative.org/pages/disorders/Cerebral_Cavernous_Malformation.html	MONDO:DisMech
MONDO:0000845	https://dismech.monarchinitiative.org/pages/disorders/Fibrous_Dysplasia.html	MONDO:DisMech
MONDO:0000863	https://dismech.monarchinitiative.org/pages/disorders/Myopathy_Lactic_Acidosis_and_Sideroblastic_Anemia.html	MONDO:DisMech
MONDO:0000878	https://dismech.monarchinitiative.org/pages/disorders/Cytomegalovirus_Retinitis.html	MONDO:DisMech
MONDO:0000890	https://dismech.monarchinitiative.org/pages/disorders/Congenital_Zika_Syndrome.html	MONDO:DisMech
MONDO:0000902	https://dismech.monarchinitiative.org/pages/disorders/Agenesis_of_the_Corpus_Callosum_with_Peripheral_Neuropathy.html	MONDO:DisMech
MONDO:0000903	https://dismech.monarchinitiative.org/pages/disorders/Myoclonus_Dystonia_Syndrome.html	MONDO:DisMech
MONDO:0000979	https://dismech.monarchinitiative.org/pages/disorders/Pinta.html	MONDO:DisMech
MONDO:0001029	https://dismech.monarchinitiative.org/pages/disorders/Klippel-Feil_Syndrome.html	MONDO:DisMech
MONDO:0001044	https://dismech.monarchinitiative.org/pages/disorders/Esophageal_Atresia.html	MONDO:DisMech
MONDO:0001056	https://dismech.monarchinitiative.org/pages/disorders/EBV_Associated_Gastric_Cancer.html	MONDO:DisMech
MONDO:0001056	https://dismech.monarchinitiative.org/pages/disorders/HER2_Positive_Gastric_Cancer.html	MONDO:DisMech
MONDO:0001083	https://dismech.monarchinitiative.org/pages/disorders/Fanconi_Renotubular_Syndrome.html	MONDO:DisMech
MONDO:0001103	https://dismech.monarchinitiative.org/pages/disorders/Giardiasis.html	MONDO:DisMech
MONDO:0001126	https://dismech.monarchinitiative.org/pages/disorders/Gastric_Ulcer.html	MONDO:DisMech
MONDO:0001134	https://dismech.monarchinitiative.org/pages/disorders/Essential_Hypertension.html	MONDO:DisMech
MONDO:0001156	https://dismech.monarchinitiative.org/pages/disorders/Borderline_Personality_Disorder.html	MONDO:DisMech
MONDO:0001159	https://dismech.monarchinitiative.org/pages/disorders/Dissociative_Identity_Disorder.html	MONDO:DisMech
MONDO:0001200	https://dismech.monarchinitiative.org/pages/disorders/Secondary_Hypertension.html	MONDO:DisMech
MONDO:0001247	https://dismech.monarchinitiative.org/pages/disorders/Social_Anxiety_Disorder.html	MONDO:DisMech
MONDO:0001249	https://dismech.monarchinitiative.org/pages/disorders/Trachoma.html	MONDO:DisMech
MONDO:0001290	https://dismech.monarchinitiative.org/pages/disorders/Allergic_Cutaneous_Vasculitis.html	MONDO:DisMech
MONDO:0001302	https://dismech.monarchinitiative.org/pages/disorders/Hypertensive_Heart_Disease.html	MONDO:DisMech
MONDO:0001325	https://dismech.monarchinitiative.org/pages/disorders/Penile_Cancer.html	MONDO:DisMech
MONDO:0001347	https://dismech.monarchinitiative.org/pages/disorders/Facioscapulohumeral_Muscular_Dystrophy.html	MONDO:DisMech
MONDO:0001427	https://dismech.monarchinitiative.org/pages/disorders/Dieulafoy_Lesion.html	MONDO:DisMech
MONDO:0001444	https://dismech.monarchinitiative.org/pages/disorders/Chagas_Disease.html	MONDO:DisMech
MONDO:0001475	https://dismech.monarchinitiative.org/pages/disorders/Chemotherapy_Induced_Neutropenia.html	MONDO:DisMech
MONDO:0001491	https://dismech.monarchinitiative.org/pages/disorders/Cough_Variant_Asthma.html	MONDO:DisMech
MONDO:0001516	https://dismech.monarchinitiative.org/pages/disorders/Spinal_Muscular_Atrophy.html	MONDO:DisMech
MONDO:0001569	https://dismech.monarchinitiative.org/pages/disorders/Acoustic_Neuroma.html	MONDO:DisMech
MONDO:0001577	https://dismech.monarchinitiative.org/pages/disorders/Respiratory_Syncytial_Virus_Infection.html	MONDO:DisMech
MONDO:0001612	https://dismech.monarchinitiative.org/pages/disorders/Carotid_Stenosis.html	MONDO:DisMech
MONDO:0001631	https://dismech.monarchinitiative.org/pages/disorders/Vertebral_Artery_Insufficiency.html	MONDO:DisMech
MONDO:0001633	https://dismech.monarchinitiative.org/pages/disorders/Central_Retinal_Artery_Occlusion.html	MONDO:DisMech
MONDO:0001673	https://dismech.monarchinitiative.org/pages/disorders/Chemotherapy_Induced_Diarrhea.html	MONDO:DisMech
MONDO:0001673	https://dismech.monarchinitiative.org/pages/disorders/Travelers_Diarrhea.html	MONDO:DisMech
MONDO:0001713	https://dismech.monarchinitiative.org/pages/disorders/Inherited_Aplastic_Anemia.html	MONDO:DisMech
MONDO:0001714	https://dismech.monarchinitiative.org/pages/disorders/Bejel.html	MONDO:DisMech
MONDO:0001734	https://dismech.monarchinitiative.org/pages/disorders/Tuberous_Sclerosis_Complex.html	MONDO:DisMech
MONDO:0001856	https://dismech.monarchinitiative.org/pages/disorders/Splenic_Artery_Aneurysm.html	MONDO:DisMech
MONDO:0001942	https://dismech.monarchinitiative.org/pages/disorders/Generalized_Anxiety_Disorder.html	MONDO:DisMech
MONDO:0001956	https://dismech.monarchinitiative.org/pages/disorders/capillary_leak_syndrome.html	MONDO:DisMech
MONDO:0002008	https://dismech.monarchinitiative.org/pages/disorders/Labyrinthitis.html	MONDO:DisMech
MONDO:0002009	https://dismech.monarchinitiative.org/pages/disorders/Major_Depressive_Disorder.html	MONDO:DisMech
MONDO:0002012	https://dismech.monarchinitiative.org/pages/disorders/Methylmalonic_Acidemia.html	MONDO:DisMech
MONDO:0002056	https://dismech.monarchinitiative.org/pages/disorders/Breast_Fibroadenoma.html	MONDO:DisMech
MONDO:0002158	https://dismech.monarchinitiative.org/pages/disorders/Fallopian_Tube_Cancer.html	MONDO:DisMech
MONDO:0002271	https://dismech.monarchinitiative.org/pages/disorders/Colon_Adenocarcinoma.html	MONDO:DisMech
MONDO:0002320	https://dismech.monarchinitiative.org/pages/disorders/Mediator_Complex_Neurodevelopmental_Disorder.html	MONDO:DisMech
MONDO:0002413	https://dismech.monarchinitiative.org/pages/disorders/Glycogen_Storage_Disease_Type_I.html	MONDO:DisMech
MONDO:0002447	https://dismech.monarchinitiative.org/pages/disorders/Endometrial_Carcinoma.html	MONDO:DisMech
MONDO:0002457	https://dismech.monarchinitiative.org/pages/disorders/Treacher_Collins_Syndrome.html	MONDO:DisMech
MONDO:0002492	https://dismech.monarchinitiative.org/pages/disorders/Hospital-Acquired_Acute_Kidney_Injury.html	MONDO:DisMech
MONDO:0002529	https://dismech.monarchinitiative.org/pages/disorders/Cutaneous_Squamous_Cell_Carcinoma.html	MONDO:DisMech
MONDO:0002546	https://dismech.monarchinitiative.org/pages/disorders/Schwannoma.html	MONDO:DisMech
MONDO:0002594	https://dismech.monarchinitiative.org/pages/disorders/Monkeypox.html	MONDO:DisMech
MONDO:0002695	https://dismech.monarchinitiative.org/pages/disorders/Sagittal_Sinus_Thrombosis.html	MONDO:DisMech
MONDO:0002718	https://dismech.monarchinitiative.org/pages/disorders/Central_Nervous_System_Teratoma.html	MONDO:DisMech
MONDO:0002728	https://dismech.monarchinitiative.org/pages/disorders/Rhabdoid_Tumor.html	MONDO:DisMech
MONDO:0002735	https://dismech.monarchinitiative.org/pages/disorders/Anal_Canal_Adenocarcinoma.html	MONDO:DisMech
MONDO:0002926	https://dismech.monarchinitiative.org/pages/disorders/Clear_Cell_Sarcoma.html	MONDO:DisMech
MONDO:0002974	https://dismech.monarchinitiative.org/pages/disorders/Cervical_Cancer.html	MONDO:DisMech
MONDO:0003036	https://dismech.monarchinitiative.org/pages/disorders/Mucoepidermoid_Carcinoma.html	MONDO:DisMech
MONDO:0003125	https://dismech.monarchinitiative.org/pages/disorders/Testicular_Sex_Cord_Stromal_Neoplasm.html	MONDO:DisMech
MONDO:0003210	https://dismech.monarchinitiative.org/pages/disorders/FGFR_Altered_Cholangiocarcinoma.html	MONDO:DisMech
MONDO:0003210	https://dismech.monarchinitiative.org/pages/disorders/IDH_Mutant_Cholangiocarcinoma.html	MONDO:DisMech
MONDO:0003669	https://dismech.monarchinitiative.org/pages/disorders/Testicular_Seminoma.html	MONDO:DisMech
MONDO:0003672	https://dismech.monarchinitiative.org/pages/disorders/Posterior_Myocardial_Infarction.html	MONDO:DisMech
MONDO:0003816	https://dismech.monarchinitiative.org/pages/disorders/Focal_Articular_Cartilage_Defect_of_the_Knee.html	MONDO:DisMech
MONDO:0003865	https://dismech.monarchinitiative.org/pages/disorders/KIT_Mutant_Melanoma.html	MONDO:DisMech
MONDO:0003940	https://dismech.monarchinitiative.org/pages/disorders/Kummell_Disease.html	MONDO:DisMech
MONDO:0004114	https://dismech.monarchinitiative.org/pages/disorders/Urinary_Bladder_Small_Cell_Neuroendocrine_Carcinoma.html	MONDO:DisMech
MONDO:0004334	https://dismech.monarchinitiative.org/pages/disorders/Non-functional_Pancreatic_Neuroendocrine_Tumor.html	MONDO:DisMech
MONDO:0004450	https://dismech.monarchinitiative.org/pages/disorders/Carotid_Artery_Occlusion.html	MONDO:DisMech
MONDO:0004525	https://dismech.monarchinitiative.org/pages/disorders/Scabies.html	MONDO:DisMech
MONDO:0004596	https://dismech.monarchinitiative.org/pages/disorders/Cor_Pulmonale.html	MONDO:DisMech
MONDO:0004635	https://dismech.monarchinitiative.org/pages/disorders/Postcricoid_Region_Cancer.html	MONDO:DisMech
MONDO:0004664	https://dismech.monarchinitiative.org/pages/disorders/Soil_Transmitted_Helminthiases.html	MONDO:DisMech
MONDO:0004691	https://dismech.monarchinitiative.org/pages/disorders/Autosomal_Dominant_Polycystic_Kidney_Disease.html	MONDO:DisMech
MONDO:0004737	https://dismech.monarchinitiative.org/pages/disorders/Homocystinuria.html	MONDO:DisMech
MONDO:0004739	https://dismech.monarchinitiative.org/pages/disorders/Urea_Cycle_Disorder.html	MONDO:DisMech
MONDO:0004784	https://dismech.monarchinitiative.org/pages/disorders/Thunderstorm_Asthma.html	MONDO:DisMech
MONDO:0004822	https://dismech.monarchinitiative.org/pages/disorders/Bronchiectasis.html	MONDO:DisMech
MONDO:0004948	https://dismech.monarchinitiative.org/pages/disorders/Chronic_Lymphocytic_Leukemia.html	MONDO:DisMech
MONDO:0004950	https://dismech.monarchinitiative.org/pages/disorders/Gastric_Cancer_H_pylori_Associated.html	MONDO:DisMech
MONDO:0004950	https://dismech.monarchinitiative.org/pages/disorders/Metastatic_Gastric_Cancer.html	MONDO:DisMech
MONDO:0004958	https://dismech.monarchinitiative.org/pages/disorders/Oral_Cavity_Squamous_Cell_Carcinoma.html	MONDO:DisMech
MONDO:0004959	https://dismech.monarchinitiative.org/pages/disorders/Plasma_Cell_Neoplasm.html	MONDO:DisMech
MONDO:0004967	https://dismech.monarchinitiative.org/pages/disorders/Acute_Lymphoblastic_Leukemia.html	MONDO:DisMech
MONDO:0004975	https://dismech.monarchinitiative.org/pages/disorders/Alzheimer_Disease.html	MONDO:DisMech
MONDO:0004976	https://dismech.monarchinitiative.org/pages/disorders/Amyotrophic_Lateral_Sclerosis.html	MONDO:DisMech
MONDO:0004979	https://dismech.monarchinitiative.org/pages/disorders/Asthma.html	MONDO:DisMech
MONDO:0004980	https://dismech.monarchinitiative.org/pages/disorders/Atopic_Dermatitis.html	MONDO:DisMech
MONDO:0004981	https://dismech.monarchinitiative.org/pages/disorders/Atrial_Fibrillation.html	MONDO:DisMech
MONDO:0004985	https://dismech.monarchinitiative.org/pages/disorders/Bipolar_Disorder.html	MONDO:DisMech
MONDO:0004989	https://dismech.monarchinitiative.org/pages/disorders/Metastatic_Breast_Carcinoma.html	MONDO:DisMech
MONDO:0004989	https://dismech.monarchinitiative.org/pages/disorders/PIK3CA_Mutant_Breast_Cancer.html	MONDO:DisMech
MONDO:0005002	https://dismech.monarchinitiative.org/pages/disorders/Chronic_Obstructive_Pulmonary_Disease.html	MONDO:DisMech
MONDO:0005003	https://dismech.monarchinitiative.org/pages/disorders/Chronic_Pancreatitis.html	MONDO:DisMech
MONDO:0005005	https://dismech.monarchinitiative.org/pages/disorders/Clear_Cell_Renal_Cell_Carcinoma.html	MONDO:DisMech
MONDO:0005011	https://dismech.monarchinitiative.org/pages/disorders/Crohn_Disease.html	MONDO:DisMech
MONDO:0005012	https://dismech.monarchinitiative.org/pages/disorders/BRAF_V600_Mutant_Melanoma.html	MONDO:DisMech
MONDO:0005012	https://dismech.monarchinitiative.org/pages/disorders/Metastatic_Melanoma.html	MONDO:DisMech
MONDO:0005012	https://dismech.monarchinitiative.org/pages/disorders/NRAS_Mutant_Melanoma.html	MONDO:DisMech
MONDO:0005015	https://dismech.monarchinitiative.org/pages/disorders/Diabetes_Mellitus.html	MONDO:DisMech
MONDO:0005015	https://dismech.monarchinitiative.org/pages/disorders/Malnutrition-related_Diabetes_Mellitus.html	MONDO:DisMech
MONDO:0005021	https://dismech.monarchinitiative.org/pages/disorders/Dilated_Cardiomyopathy.html	MONDO:DisMech
MONDO:0005027	https://dismech.monarchinitiative.org/pages/disorders/Epilepsy.html	MONDO:DisMech
MONDO:0005028	https://dismech.monarchinitiative.org/pages/disorders/Esophageal_Adenocarcinoma.html	MONDO:DisMech
MONDO:0005029	https://dismech.monarchinitiative.org/pages/disorders/Essential_Thrombocythemia.html	MONDO:DisMech
MONDO:0005034	https://dismech.monarchinitiative.org/pages/disorders/Thyroid_Follicular_Carcinoma.html	MONDO:DisMech
MONDO:0005041	https://dismech.monarchinitiative.org/pages/disorders/Glaucoma.html	MONDO:DisMech
MONDO:0005045	https://dismech.monarchinitiative.org/pages/disorders/Hypertrophic_Cardiomyopathy.html	MONDO:DisMech
MONDO:0005052	https://dismech.monarchinitiative.org/pages/disorders/Irritable_Bowel_Syndrome.html	MONDO:DisMech
MONDO:0005055	https://dismech.monarchinitiative.org/pages/disorders/Kaposi_Sarcoma.html	MONDO:DisMech
MONDO:0005058	https://dismech.monarchinitiative.org/pages/disorders/Leiomyosarcoma.html	MONDO:DisMech
MONDO:0005060	https://dismech.monarchinitiative.org/pages/disorders/Liposarcoma.html	MONDO:DisMech
MONDO:0005061	https://dismech.monarchinitiative.org/pages/disorders/ALK_Rearranged_NSCLC.html	MONDO:DisMech
MONDO:0005061	https://dismech.monarchinitiative.org/pages/disorders/BRAF_V600E_Mutant_NSCLC.html	MONDO:DisMech
MONDO:0005061	https://dismech.monarchinitiative.org/pages/disorders/EGFR_Mutant_NSCLC.html	MONDO:DisMech
MONDO:0005061	https://dismech.monarchinitiative.org/pages/disorders/KRAS_G12C_Mutant_NSCLC.html	MONDO:DisMech
MONDO:0005061	https://dismech.monarchinitiative.org/pages/disorders/MET_Exon_14_Skipping_NSCLC.html	MONDO:DisMech
MONDO:0005061	https://dismech.monarchinitiative.org/pages/disorders/RET_Rearranged_NSCLC.html	MONDO:DisMech
MONDO:0005061	https://dismech.monarchinitiative.org/pages/disorders/ROS1_Rearranged_NSCLC.html	MONDO:DisMech
MONDO:0005062	https://dismech.monarchinitiative.org/pages/disorders/Lymphoma.html	MONDO:DisMech
MONDO:0005068	https://dismech.monarchinitiative.org/pages/disorders/Myocardial_Infarction.html	MONDO:DisMech
MONDO:0005072	https://dismech.monarchinitiative.org/pages/disorders/Neuroblastoma.html	MONDO:DisMech
MONDO:0005075	https://dismech.monarchinitiative.org/pages/disorders/BRAF_Mutant_Thyroid_Cancer.html	MONDO:DisMech
MONDO:0005075	https://dismech.monarchinitiative.org/pages/disorders/Papillary_Thyroid_Carcinoma.html	MONDO:DisMech
MONDO:0005075	https://dismech.monarchinitiative.org/pages/disorders/RET_Fusion_Thyroid_Cancer.html	MONDO:DisMech
MONDO:0005077	https://dismech.monarchinitiative.org/pages/disorders/Pertussis.html	MONDO:DisMech
MONDO:0005081	https://dismech.monarchinitiative.org/pages/disorders/Preeclampsia.html	MONDO:DisMech
MONDO:0005082	https://dismech.monarchinitiative.org/pages/disorders/Prostate_Adenocarcinoma.html	MONDO:DisMech
MONDO:0005083	https://dismech.monarchinitiative.org/pages/disorders/Psoriasis.html	MONDO:DisMech
MONDO:0005086	https://dismech.monarchinitiative.org/pages/disorders/Metastatic_Renal_Cell_Carcinoma.html	MONDO:DisMech
MONDO:0005086	https://dismech.monarchinitiative.org/pages/disorders/Renal_Cell_Carcinoma.html	MONDO:DisMech
MONDO:0005090	https://dismech.monarchinitiative.org/pages/disorders/Schizophrenia.html	MONDO:DisMech
MONDO:0005096	https://dismech.monarchinitiative.org/pages/disorders/Arsenic_Related_Cancers.html	MONDO:DisMech
MONDO:0005100	https://dismech.monarchinitiative.org/pages/disorders/Systemic_Sclerosis.html	MONDO:DisMech
MONDO:0005101	https://dismech.monarchinitiative.org/pages/disorders/Ulcerative_Colitis.html	MONDO:DisMech
MONDO:0005114	https://dismech.monarchinitiative.org/pages/disorders/Pneumococcal_Pneumonia.html	MONDO:DisMech
MONDO:0005115	https://dismech.monarchinitiative.org/pages/disorders/Temporal_Lobe_Epilepsy.html	MONDO:DisMech
MONDO:0005116	https://dismech.monarchinitiative.org/pages/disorders/Whipple_Disease.html	MONDO:DisMech
MONDO:0005124	https://dismech.monarchinitiative.org/pages/disorders/Leprosy.html	MONDO:DisMech
MONDO:0005130	https://dismech.monarchinitiative.org/pages/disorders/Celiac_Disease.html	MONDO:DisMech
MONDO:0005133	https://dismech.monarchinitiative.org/pages/disorders/Endometriosis.html	MONDO:DisMech
MONDO:0005136	https://dismech.monarchinitiative.org/pages/disorders/Malaria.html	MONDO:DisMech
MONDO:0005138	https://dismech.monarchinitiative.org/pages/disorders/Lung_Carcinoma.html	MONDO:DisMech
MONDO:0005146	https://dismech.monarchinitiative.org/pages/disorders/Post-Traumatic_Stress_Disorder.html	MONDO:DisMech
MONDO:0005147	https://dismech.monarchinitiative.org/pages/disorders/Type_I_Diabetes.html	MONDO:DisMech
MONDO:0005148	https://dismech.monarchinitiative.org/pages/disorders/Type_2_Diabetes_Mellitus.html	MONDO:DisMech
MONDO:0005149	https://dismech.monarchinitiative.org/pages/disorders/Pulmonary_hypertension.html	MONDO:DisMech
MONDO:0005150	https://dismech.monarchinitiative.org/pages/disorders/Age_Related_Macular_Degeneration.html	MONDO:DisMech
MONDO:0005153	https://dismech.monarchinitiative.org/pages/disorders/Cervical_Adenocarcinoma.html	MONDO:DisMech
MONDO:0005155	https://dismech.monarchinitiative.org/pages/disorders/Liver_Cirrhosis.html	MONDO:DisMech
MONDO:0005161	https://dismech.monarchinitiative.org/pages/disorders/Human_Papillomavirus_Infection.html	MONDO:DisMech
MONDO:0005164	https://dismech.monarchinitiative.org/pages/disorders/Fibrosarcoma.html	MONDO:DisMech
MONDO:0005174	https://dismech.monarchinitiative.org/pages/disorders/Acute_Hypotension.html	MONDO:DisMech
MONDO:0005178	https://dismech.monarchinitiative.org/pages/disorders/Osteoarthritis.html	MONDO:DisMech
MONDO:0005180	https://dismech.monarchinitiative.org/pages/disorders/Parkinsons_Disease.html	MONDO:DisMech
MONDO:0005184	https://dismech.monarchinitiative.org/pages/disorders/Pancreatic_Ductal_Adenocarcinoma.html	MONDO:DisMech
MONDO:0005211	https://dismech.monarchinitiative.org/pages/disorders/Metastatic_Ovarian_Cancer.html	MONDO:DisMech
MONDO:0005211	https://dismech.monarchinitiative.org/pages/disorders/Ovarian_High-Grade_Serous_Carcinoma.html	MONDO:DisMech
MONDO:0005215	https://dismech.monarchinitiative.org/pages/disorders/Vulvar_Carcinoma.html	MONDO:DisMech
MONDO:0005231	https://dismech.monarchinitiative.org/pages/disorders/Hepatitis_C.html	MONDO:DisMech
MONDO:0005233	https://dismech.monarchinitiative.org/pages/disorders/Metastatic_NSCLC.html	MONDO:DisMech
MONDO:0005233	https://dismech.monarchinitiative.org/pages/disorders/Non-Small_Cell_Lung_Cancer.html	MONDO:DisMech
MONDO:0005252	https://dismech.monarchinitiative.org/pages/disorders/Heart_Failure.html	MONDO:DisMech
MONDO:0005258	https://dismech.monarchinitiative.org/pages/disorders/Autism_Spectrum_Disorder.html	MONDO:DisMech
MONDO:0005266	https://dismech.monarchinitiative.org/pages/disorders/Diabetic_Retinopathy.html	MONDO:DisMech
MONDO:0005276	https://dismech.monarchinitiative.org/pages/disorders/Dental_Caries.html	MONDO:DisMech
MONDO:0005277	https://dismech.monarchinitiative.org/pages/disorders/Migraine.html	MONDO:DisMech
MONDO:0005298	https://dismech.monarchinitiative.org/pages/disorders/Osteoporosis.html	MONDO:DisMech
MONDO:0005300	https://dismech.monarchinitiative.org/pages/disorders/Chronic_Kidney_Disease.html	MONDO:DisMech
MONDO:0005301	https://dismech.monarchinitiative.org/pages/disorders/Multiple_Sclerosis.html	MONDO:DisMech
MONDO:0005306	https://dismech.monarchinitiative.org/pages/disorders/Ankylosing_Spondylitis.html	MONDO:DisMech
MONDO:0005312	https://dismech.monarchinitiative.org/pages/disorders/Pouchitis.html	MONDO:DisMech
MONDO:0005321	https://dismech.monarchinitiative.org/pages/disorders/Fuchs_Endothelial_Corneal_Dystrophy.html	MONDO:DisMech
MONDO:0005340	https://dismech.monarchinitiative.org/pages/disorders/Alopecia_Areata.html	MONDO:DisMech
MONDO:0005341	https://dismech.monarchinitiative.org/pages/disorders/Basal_Cell_Carcinoma.html	MONDO:DisMech
MONDO:0005342	https://dismech.monarchinitiative.org/pages/disorders/IgA_Nephropathy.html	MONDO:DisMech
MONDO:0005344	https://dismech.monarchinitiative.org/pages/disorders/Hepatitis_B.html	MONDO:DisMech
MONDO:0005351	https://dismech.monarchinitiative.org/pages/disorders/Anorexia_Nervosa.html	MONDO:DisMech
MONDO:0005352	https://dismech.monarchinitiative.org/pages/disorders/Conduct_Disorder.html	MONDO:DisMech
MONDO:0005356	https://dismech.monarchinitiative.org/pages/disorders/Coronary_Vasospasm.html	MONDO:DisMech
MONDO:0005359	https://dismech.monarchinitiative.org/pages/disorders/Acetaminophen_Hepatotoxicity.html	MONDO:DisMech
MONDO:0005361	https://dismech.monarchinitiative.org/pages/disorders/Eosinophilic_Esophagitis.html	MONDO:DisMech
MONDO:0005364	https://dismech.monarchinitiative.org/pages/disorders/Graves_Disease.html	MONDO:DisMech
MONDO:0005376	https://dismech.monarchinitiative.org/pages/disorders/Membranous_Nephropathy.html	MONDO:DisMech
MONDO:0005380	https://dismech.monarchinitiative.org/pages/disorders/Osteonecrosis.html	MONDO:DisMech
MONDO:0005383	https://dismech.monarchinitiative.org/pages/disorders/Panic_Disorder.html	MONDO:DisMech
MONDO:0005386	https://dismech.monarchinitiative.org/pages/disorders/Peripheral_Artery_Disease.html	MONDO:DisMech
MONDO:0005388	https://dismech.monarchinitiative.org/pages/disorders/Primary_Biliary_Cholangitis.html	MONDO:DisMech
MONDO:0005393	https://dismech.monarchinitiative.org/pages/disorders/Gout.html	MONDO:DisMech
MONDO:0005404	https://dismech.monarchinitiative.org/pages/disorders/Myalgic_Encephalomyelitis_Chronic_Fatigue_Syndrome.html	MONDO:DisMech
MONDO:0005411	https://dismech.monarchinitiative.org/pages/disorders/Gallbladder_Cancer.html	MONDO:DisMech
MONDO:0005439	https://dismech.monarchinitiative.org/pages/disorders/Familial_Hypercholesterolemia.html	MONDO:DisMech
MONDO:0005452	https://dismech.monarchinitiative.org/pages/disorders/Bulimia_Nervosa.html	MONDO:DisMech
MONDO:0005459	https://dismech.monarchinitiative.org/pages/disorders/Human_African_Trypanosomiasis.html	MONDO:DisMech
MONDO:0005475	https://dismech.monarchinitiative.org/pages/disorders/Migraine_with_Aura.html	MONDO:DisMech
MONDO:0005480	https://dismech.monarchinitiative.org/pages/disorders/Contact_Dermatitis.html	MONDO:DisMech
MONDO:0005486	https://dismech.monarchinitiative.org/pages/disorders/Tooth_Agenesis.html	MONDO:DisMech
MONDO:0005489	https://dismech.monarchinitiative.org/pages/disorders/Dyslexia.html	MONDO:DisMech
MONDO:0005492	https://dismech.monarchinitiative.org/pages/disorders/Urticaria.html	MONDO:DisMech
