subject_id	object_id
http://id.who.int/icd/schema/isObsolote	owl:deprecated
http://id.who.int/icd/schema/longDefinition	http://purl.org/dc/terms/description
http://id.who.int/icd/schema/note	rdfs:comment
skos:definition	IAO:0000115
