subject_id	subject_label	is_mapped	is_excluded	is_deprecated
ICD10CM:A21.8	Other forms of tularemia	False	False	False
ICD10CM:A21.9	Tularemia, unspecified	False	False	False
ICD10CM:A22.7	Anthrax sepsis	False	False	False
ICD10CM:A22.8	Other forms of anthrax	False	False	False
ICD10CM:A22.9	Anthrax, unspecified	False	False	False
ICD10CM:A23.0	Brucellosis due to Brucella melitensis	False	False	False
ICD10CM:A23.1	Brucellosis due to Brucella abortus	False	False	False
ICD10CM:A23.2	Brucellosis due to Brucella suis	False	False	False
ICD10CM:A23.3	Brucellosis due to Brucella canis	False	False	False
ICD10CM:A23.8	Other brucellosis	False	False	False
ICD10CM:A23.9	Brucellosis, unspecified	False	False	False
ICD10CM:A24	Glanders and melioidosis	False	False	False
ICD10CM:A24.1	Acute and fulminating melioidosis	False	False	False
ICD10CM:A24.2	Subacute and chronic melioidosis	False	False	False
ICD10CM:A24.3	Other melioidosis	False	False	False
ICD10CM:A24.9	Melioidosis, unspecified	False	False	False
ICD10CM:A25	Rat-bite fevers	False	False	False
ICD10CM:A25.0	Spirillosis	False	False	False
ICD10CM:A25.1	Streptobacillosis	False	False	False
ICD10CM:A25.9	Rat-bite fever, unspecified	False	False	False
ICD10CM:A26.0	Cutaneous erysipeloid	False	False	False
ICD10CM:A26.7	Erysipelothrix sepsis	False	False	False
ICD10CM:A26.8	Other forms of erysipeloid	False	False	False
ICD10CM:A26.9	Erysipeloid, unspecified	False	False	False
ICD10CM:A27.8	Other forms of leptospirosis	False	False	False
ICD10CM:A27.81	Aseptic meningitis in leptospirosis	False	False	False
ICD10CM:A27.89	Other forms of leptospirosis	False	False	False
ICD10CM:A27.9	Leptospirosis, unspecified	False	False	False
ICD10CM:A28	Other zoonotic bacterial diseases, not elsewhere classified	False	False	False
ICD10CM:A28.2	Extraintestinal yersiniosis	False	False	False
ICD10CM:A28.8	Other specified zoonotic bacterial diseases, not elsewhere classified	False	False	False
ICD10CM:A28.9	Zoonotic bacterial disease, unspecified	False	False	False
ICD10CM:A30-A49	Other bacterial diseases (A30-A49)	False	False	False
ICD10CM:A30.2	Borderline tuberculoid leprosy	False	False	False
ICD10CM:A30.4	Borderline lepromatous leprosy	False	False	False
ICD10CM:A30.8	Other forms of leprosy	False	False	False
ICD10CM:A30.9	Leprosy, unspecified	False	False	False
ICD10CM:A31	Infection due to other mycobacteria	False	False	False
ICD10CM:A31.0	Pulmonary mycobacterial infection	False	False	False
ICD10CM:A31.1	Cutaneous mycobacterial infection	False	False	False
ICD10CM:A31.2	Disseminated mycobacterium avium-intracellulare complex (DMAC)	False	False	False
ICD10CM:A31.8	Other mycobacterial infections	False	False	False
ICD10CM:A31.9	Mycobacterial infection, unspecified	False	False	False
ICD10CM:A32.0	Cutaneous listeriosis	False	False	False
ICD10CM:A32.1	Listerial meningitis and meningoencephalitis	False	False	False
ICD10CM:A32.11	Listerial meningitis	False	False	False
ICD10CM:A32.12	Listerial meningoencephalitis	False	False	False
ICD10CM:A32.7	Listerial sepsis	False	False	False
ICD10CM:A32.8	Other forms of listeriosis	False	False	False
ICD10CM:A32.81	Oculoglandular listeriosis	False	False	False
ICD10CM:A32.82	Listerial endocarditis	False	False	False
ICD10CM:A32.89	Other forms of listeriosis	False	False	False
ICD10CM:A32.9	Listeriosis, unspecified	False	False	False
ICD10CM:A34	Obstetrical tetanus	False	False	False
ICD10CM:A35	Other tetanus	False	False	False
ICD10CM:A36.0	Pharyngeal diphtheria	False	False	False
ICD10CM:A36.8	Other diphtheria	False	False	False
ICD10CM:A36.81	Diphtheritic cardiomyopathy	False	False	False
ICD10CM:A36.82	Diphtheritic radiculomyelitis	False	False	False
ICD10CM:A36.83	Diphtheritic polyneuritis	False	False	False
ICD10CM:A36.84	Diphtheritic tubulo-interstitial nephropathy	False	False	False
ICD10CM:A36.86	Diphtheritic conjunctivitis	False	False	False
ICD10CM:A36.89	Other diphtheritic complications	False	False	False
ICD10CM:A36.9	Diphtheria, unspecified	False	False	False
ICD10CM:A37	Whooping cough	False	False	False
ICD10CM:A37.0	Whooping cough due to Bordetella pertussis	False	False	False
ICD10CM:A37.00	Whooping cough due to Bordetella pertussis without pneumonia	False	False	False
ICD10CM:A37.01	Whooping cough due to Bordetella pertussis with pneumonia	False	False	False
ICD10CM:A37.10	Whooping cough due to Bordetella parapertussis without pneumonia	False	False	False
ICD10CM:A37.11	Whooping cough due to Bordetella parapertussis with pneumonia	False	False	False
ICD10CM:A37.8	Whooping cough due to other Bordetella species	False	False	False
ICD10CM:A37.80	Whooping cough due to other Bordetella species without pneumonia	False	False	False
ICD10CM:A37.81	Whooping cough due to other Bordetella species with pneumonia	False	False	False
ICD10CM:A37.9	Whooping cough, unspecified species	False	False	False
ICD10CM:A37.90	Whooping cough, unspecified species without pneumonia	False	False	False
ICD10CM:A37.91	Whooping cough, unspecified species with pneumonia	False	False	False
ICD10CM:A38.0	Scarlet fever with otitis media	False	False	False
ICD10CM:A38.1	Scarlet fever with myocarditis	False	False	False
ICD10CM:A38.8	Scarlet fever with other complications	False	False	False
ICD10CM:A38.9	Scarlet fever, uncomplicated	False	False	False
ICD10CM:A39.2	Acute meningococcemia	False	False	False
ICD10CM:A39.3	Chronic meningococcemia	False	False	False
ICD10CM:A39.4	Meningococcemia, unspecified	False	False	False
ICD10CM:A39.5	Meningococcal heart disease	False	False	False
ICD10CM:A39.50	Meningococcal carditis, unspecified	False	False	False
ICD10CM:A39.51	Meningococcal endocarditis	False	False	False
ICD10CM:A39.52	Meningococcal myocarditis	False	False	False
ICD10CM:A39.53	Meningococcal pericarditis	False	False	False
ICD10CM:A39.8	Other meningococcal infections	False	False	False
ICD10CM:A39.81	Meningococcal encephalitis	False	False	False
ICD10CM:A39.82	Meningococcal retrobulbar neuritis	False	False	False
ICD10CM:A39.83	Meningococcal arthritis	False	False	False
ICD10CM:A39.84	Postmeningococcal arthritis	False	False	False
ICD10CM:A39.89	Other meningococcal infections	False	False	False
ICD10CM:A39.9	Meningococcal infection, unspecified	False	False	False
ICD10CM:A40	Streptococcal sepsis	False	False	False
ICD10CM:A40.0	Sepsis due to streptococcus, group A	False	False	False
ICD10CM:A40.1	Sepsis due to streptococcus, group B	False	False	False
ICD10CM:A40.3	Sepsis due to Streptococcus pneumoniae	False	False	False
ICD10CM:A40.8	Other streptococcal sepsis	False	False	False
ICD10CM:A40.9	Streptococcal sepsis, unspecified	False	False	False
ICD10CM:A41	Other sepsis	False	False	False
ICD10CM:A41.0	Sepsis due to Staphylococcus aureus	False	False	False
ICD10CM:A41.01	Sepsis due to Methicillin susceptible Staphylococcus aureus	False	False	False
ICD10CM:A41.02	Sepsis due to Methicillin resistant Staphylococcus aureus	False	False	False
ICD10CM:A41.1	Sepsis due to other specified staphylococcus	False	False	False
ICD10CM:A41.2	Sepsis due to unspecified staphylococcus	False	False	False
ICD10CM:A41.3	Sepsis due to Hemophilus influenzae	False	False	False
ICD10CM:A41.4	Sepsis due to anaerobes	False	False	False
ICD10CM:A41.5	Sepsis due to other Gram-negative organisms	False	False	False
ICD10CM:A41.50	Gram-negative sepsis, unspecified	False	False	False
ICD10CM:A41.51	Sepsis due to Escherichia coli [E. coli]	False	False	False
ICD10CM:A41.52	Sepsis due to Pseudomonas	False	False	False
ICD10CM:A41.53	Sepsis due to Serratia	False	False	False
ICD10CM:A41.54	Sepsis due to Acinetobacter baumannii	False	False	False
ICD10CM:A41.59	Other Gram-negative sepsis	False	False	False
ICD10CM:A41.8	Other specified sepsis	False	False	False
ICD10CM:A41.81	Sepsis due to Enterococcus	False	False	False
ICD10CM:A41.89	Other specified sepsis	False	False	False
ICD10CM:A41.9	Sepsis, unspecified organism	False	False	False
ICD10CM:A42.0	Pulmonary actinomycosis	False	False	False
ICD10CM:A42.1	Abdominal actinomycosis	False	False	False
ICD10CM:A42.7	Actinomycotic sepsis	False	False	False
ICD10CM:A42.8	Other forms of actinomycosis	False	False	False
ICD10CM:A42.81	Actinomycotic meningitis	False	False	False
ICD10CM:A42.82	Actinomycotic encephalitis	False	False	False
ICD10CM:A42.89	Other forms of actinomycosis	False	False	False
ICD10CM:A42.9	Actinomycosis, unspecified	False	False	False
ICD10CM:A43.0	Pulmonary nocardiosis	False	False	False
ICD10CM:A43.1	Cutaneous nocardiosis	False	False	False
ICD10CM:A43.8	Other forms of nocardiosis	False	False	False
ICD10CM:A43.9	Nocardiosis, unspecified	False	False	False
ICD10CM:A44.0	Systemic bartonellosis	False	False	False
ICD10CM:A44.1	Cutaneous and mucocutaneous bartonellosis	False	False	False
ICD10CM:A44.8	Other forms of bartonellosis	False	False	False
ICD10CM:A44.9	Bartonellosis, unspecified	False	False	False
ICD10CM:A48	Other bacterial diseases, not elsewhere classified	False	False	False
ICD10CM:A48.2	Nonpneumonic Legionnaires' disease [Pontiac fever]	False	False	False
ICD10CM:A48.4	Brazilian purpuric fever	False	False	False
ICD10CM:A48.5	Other specified botulism	False	False	False
ICD10CM:A48.8	Other specified bacterial diseases	False	False	False
ICD10CM:A49	Bacterial infection of unspecified site	False	False	False
ICD10CM:A49.0	Staphylococcal infection, unspecified site	False	False	False
ICD10CM:A49.01	Methicillin susceptible Staphylococcus aureus infection, unspecified site	False	False	False
ICD10CM:A49.02	Methicillin resistant Staphylococcus aureus infection, unspecified site	False	False	False
ICD10CM:A49.1	Streptococcal infection, unspecified site	False	False	False
ICD10CM:A49.2	Hemophilus influenzae infection, unspecified site	False	False	False
ICD10CM:A49.3	Mycoplasma infection, unspecified site	False	False	False
ICD10CM:A49.8	Other bacterial infections of unspecified site	False	False	False
ICD10CM:A49.9	Bacterial infection, unspecified	False	False	False
ICD10CM:A50.0	Early congenital syphilis, symptomatic	False	False	False
ICD10CM:A50.01	Early congenital syphilitic oculopathy	False	False	False
ICD10CM:A50.02	Early congenital syphilitic osteochondropathy	False	False	False
ICD10CM:A50.03	Early congenital syphilitic pharyngitis	False	False	False
ICD10CM:A50.04	Early congenital syphilitic pneumonia	False	False	False
ICD10CM:A50.05	Early congenital syphilitic rhinitis	False	False	False
ICD10CM:A50.06	Early cutaneous congenital syphilis	False	False	False
ICD10CM:A50.07	Early mucocutaneous congenital syphilis	False	False	False
ICD10CM:A50.08	Early visceral congenital syphilis	False	False	False
ICD10CM:A50.09	Other early congenital syphilis, symptomatic	False	False	False
ICD10CM:A50.1	Early congenital syphilis, latent	False	False	False
ICD10CM:A50.2	Early congenital syphilis, unspecified	False	False	False
ICD10CM:A50.3	Late congenital syphilitic oculopathy	False	False	False
ICD10CM:A50.30	Late congenital syphilitic oculopathy, unspecified	False	False	False
ICD10CM:A50.31	Late congenital syphilitic interstitial keratitis	False	False	False
ICD10CM:A50.32	Late congenital syphilitic chorioretinitis	False	False	False
ICD10CM:A50.39	Other late congenital syphilitic oculopathy	False	False	False
ICD10CM:A50.4	Late congenital neurosyphilis [juvenile neurosyphilis]	False	False	False
ICD10CM:A50.40	Late congenital neurosyphilis, unspecified	False	False	False
ICD10CM:A50.41	Late congenital syphilitic meningitis	False	False	False
ICD10CM:A50.42	Late congenital syphilitic encephalitis	False	False	False
ICD10CM:A50.43	Late congenital syphilitic polyneuropathy	False	False	False
ICD10CM:A50.44	Late congenital syphilitic optic nerve atrophy	False	False	False
ICD10CM:A50.45	Juvenile general paresis	False	False	False
ICD10CM:A50.49	Other late congenital neurosyphilis	False	False	False
ICD10CM:A50.5	Other late congenital syphilis, symptomatic	False	False	False
ICD10CM:A50.51	Clutton's joints	False	False	False
ICD10CM:A50.52	Hutchinson's teeth	False	False	False
ICD10CM:A50.53	Hutchinson's triad	False	False	False
ICD10CM:A50.54	Late congenital cardiovascular syphilis	False	False	False
ICD10CM:A50.55	Late congenital syphilitic arthropathy	False	False	False
ICD10CM:A50.56	Late congenital syphilitic osteochondropathy	False	False	False
ICD10CM:A50.57	Syphilitic saddle nose	False	False	False
ICD10CM:A50.59	Other late congenital syphilis, symptomatic	False	False	False
ICD10CM:A50.6	Late congenital syphilis, latent	False	False	False
ICD10CM:A50.7	Late congenital syphilis, unspecified	False	False	False
ICD10CM:A50.9	Congenital syphilis, unspecified	False	False	False
ICD10CM:A51	Early syphilis	False	False	False
ICD10CM:A51.0	Primary genital syphilis	False	False	False
ICD10CM:A51.1	Primary anal syphilis	False	False	False
ICD10CM:A51.2	Primary syphilis of other sites	False	False	False
ICD10CM:A51.3	Secondary syphilis of skin and mucous membranes	False	False	False
ICD10CM:A51.31	Condyloma latum	False	False	False
ICD10CM:A51.32	Syphilitic alopecia	False	False	False
ICD10CM:A51.39	Other secondary syphilis of skin	False	False	False
ICD10CM:A51.4	Other secondary syphilis	False	False	False
ICD10CM:A51.41	Secondary syphilitic meningitis	False	False	False
ICD10CM:A51.42	Secondary syphilitic female pelvic disease	False	False	False
ICD10CM:A51.43	Secondary syphilitic oculopathy	False	False	False
ICD10CM:A51.44	Secondary syphilitic nephritis	False	False	False
ICD10CM:A51.45	Secondary syphilitic hepatitis	False	False	False
ICD10CM:A51.46	Secondary syphilitic osteopathy	False	False	False
ICD10CM:A51.49	Other secondary syphilitic conditions	False	False	False
ICD10CM:A51.5	Early syphilis, latent	False	False	False
ICD10CM:A51.9	Early syphilis, unspecified	False	False	False
ICD10CM:A52.0	Cardiovascular and cerebrovascular syphilis	False	False	False
ICD10CM:A52.00	Cardiovascular syphilis, unspecified	False	False	False
ICD10CM:A52.01	Syphilitic aneurysm of aorta	False	False	False
ICD10CM:A52.03	Syphilitic endocarditis	False	False	False
ICD10CM:A52.04	Syphilitic cerebral arteritis	False	False	False
ICD10CM:A52.05	Other cerebrovascular syphilis	False	False	False
ICD10CM:A52.06	Other syphilitic heart involvement	False	False	False
ICD10CM:A52.09	Other cardiovascular syphilis	False	False	False
ICD10CM:A52.1	Symptomatic neurosyphilis	False	False	False
ICD10CM:A52.10	Symptomatic neurosyphilis, unspecified	False	False	False
ICD10CM:A52.12	Other cerebrospinal syphilis	False	False	False
ICD10CM:A52.13	Late syphilitic meningitis	False	False	False
ICD10CM:A52.14	Late syphilitic encephalitis	False	False	False
ICD10CM:A52.15	Late syphilitic neuropathy	False	False	False
ICD10CM:A52.16	Charcôt's arthropathy (tabetic)	False	False	False
ICD10CM:A52.17	General paresis	False	False	False
ICD10CM:A52.19	Other symptomatic neurosyphilis	False	False	False
ICD10CM:A52.7	Other symptomatic late syphilis	False	False	False
ICD10CM:A52.71	Late syphilitic oculopathy	False	False	False
ICD10CM:A52.72	Syphilis of lung and bronchus	False	False	False
ICD10CM:A52.73	Symptomatic late syphilis of other respiratory organs	False	False	False
ICD10CM:A52.74	Syphilis of liver and other viscera	False	False	False
ICD10CM:A52.75	Syphilis of kidney and ureter	False	False	False
ICD10CM:A52.76	Other genitourinary symptomatic late syphilis	False	False	False
ICD10CM:A52.77	Syphilis of bone and joint	False	False	False
ICD10CM:A52.78	Syphilis of other musculoskeletal tissue	False	False	False
ICD10CM:A52.79	Other symptomatic late syphilis	False	False	False
ICD10CM:A52.8	Late syphilis, latent	False	False	False
ICD10CM:A52.9	Late syphilis, unspecified	False	False	False
ICD10CM:A53	Other and unspecified syphilis	False	False	False
ICD10CM:A53.0	Latent syphilis, unspecified as early or late	False	False	False
ICD10CM:A53.9	Syphilis, unspecified	False	False	False
ICD10CM:A54	Gonococcal infection	False	False	False
ICD10CM:A54.0	Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess	False	False	False
ICD10CM:A54.00	Gonococcal infection of lower genitourinary tract, unspecified	False	False	False
ICD10CM:A54.01	Gonococcal cystitis and urethritis, unspecified	False	False	False
ICD10CM:A54.02	Gonococcal vulvovaginitis, unspecified	False	False	False
ICD10CM:A54.03	Gonococcal cervicitis, unspecified	False	False	False
ICD10CM:A54.09	Other gonococcal infection of lower genitourinary tract	False	False	False
ICD10CM:A54.1	Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess	False	False	False
ICD10CM:A54.2	Gonococcal pelviperitonitis and other gonococcal genitourinary infection	False	False	False
ICD10CM:A54.21	Gonococcal infection of kidney and ureter	False	False	False
ICD10CM:A54.23	Gonococcal infection of other male genital organs	False	False	False
ICD10CM:A54.24	Gonococcal female pelvic inflammatory disease	False	False	False
ICD10CM:A54.29	Other gonococcal genitourinary infections	False	False	False
ICD10CM:A54.3	Gonococcal infection of eye	False	False	False
ICD10CM:A54.30	Gonococcal infection of eye, unspecified	False	False	False
ICD10CM:A54.39	Other gonococcal eye infection	False	False	False
ICD10CM:A54.4	Gonococcal infection of musculoskeletal system	False	False	False
ICD10CM:A54.40	Gonococcal infection of musculoskeletal system, unspecified	False	False	False
ICD10CM:A54.41	Gonococcal spondylopathy	False	False	False
ICD10CM:A54.42	Gonococcal arthritis	False	False	False
ICD10CM:A54.43	Gonococcal osteomyelitis	False	False	False
ICD10CM:A54.49	Gonococcal infection of other musculoskeletal tissue	False	False	False
ICD10CM:A54.5	Gonococcal pharyngitis	False	False	False
ICD10CM:A54.6	Gonococcal infection of anus and rectum	False	False	False
ICD10CM:A54.8	Other gonococcal infections	False	False	False
ICD10CM:A54.81	Gonococcal meningitis	False	False	False
ICD10CM:A54.82	Gonococcal brain abscess	False	False	False
ICD10CM:A54.83	Gonococcal heart infection	False	False	False
ICD10CM:A54.84	Gonococcal pneumonia	False	False	False
ICD10CM:A54.85	Gonococcal peritonitis	False	False	False
ICD10CM:A54.86	Gonococcal sepsis	False	False	False
ICD10CM:A54.89	Other gonococcal infections	False	False	False
ICD10CM:A54.9	Gonococcal infection, unspecified	False	False	False
ICD10CM:A56	Other sexually transmitted chlamydial diseases	False	False	False
ICD10CM:A56.0	Chlamydial infection of lower genitourinary tract	False	False	False
ICD10CM:A56.00	Chlamydial infection of lower genitourinary tract, unspecified	False	False	False
ICD10CM:A56.01	Chlamydial cystitis and urethritis	False	False	False
ICD10CM:A56.02	Chlamydial vulvovaginitis	False	False	False
ICD10CM:A56.09	Other chlamydial infection of lower genitourinary tract	False	False	False
ICD10CM:A56.1	Chlamydial infection of pelviperitoneum and other genitourinary organs	False	False	False
ICD10CM:A56.11	Chlamydial female pelvic inflammatory disease	False	False	False
ICD10CM:A56.19	Other chlamydial genitourinary infection	False	False	False
ICD10CM:A56.2	Chlamydial infection of genitourinary tract, unspecified	False	False	False
ICD10CM:A56.3	Chlamydial infection of anus and rectum	False	False	False
ICD10CM:A56.4	Chlamydial infection of pharynx	False	False	False
