term_id	exclusion_reason
icd11.foundation:1254333257	MONDO:excludeNonDisease
icd11.foundation:1254342020	MONDO:excludeNonDisease
icd11.foundation:1254370286	MONDO:excludeNonDisease
icd11.foundation:1254401964	MONDO:excludeNonDisease
icd11.foundation:1254608118	MONDO:excludeNonDisease
icd11.foundation:1254687689	MONDO:excludeNonDisease
icd11.foundation:1254695544	MONDO:excludeNonDisease
icd11.foundation:1254807697	MONDO:excludeNonDisease
icd11.foundation:1254895144	MONDO:excludeNonDisease
icd11.foundation:1254941118	MONDO:excludeNonDisease
icd11.foundation:1254968767	MONDO:excludeNonDisease
icd11.foundation:1255116149	MONDO:excludeNonDisease
icd11.foundation:1255174619	MONDO:excludeNonDisease
icd11.foundation:1255262643	MONDO:excludeNonDisease
icd11.foundation:1255295502	MONDO:excludeNonDisease
icd11.foundation:125537585	MONDO:excludeNonDisease
icd11.foundation:1255392384	MONDO:excludeNonDisease
icd11.foundation:1255450803	MONDO:excludeNonDisease
icd11.foundation:1255495991	MONDO:excludeNonDisease
icd11.foundation:1255503889	MONDO:excludeNonDisease
icd11.foundation:1255517688	MONDO:excludeNonDisease
icd11.foundation:1255578923	MONDO:excludeNonDisease
icd11.foundation:1255622591	MONDO:excludeNonDisease
icd11.foundation:1255809986	MONDO:excludeNonDisease
icd11.foundation:1256058300	MONDO:excludeNonDisease
icd11.foundation:125613463	MONDO:excludeNonDisease
icd11.foundation:1256197342	MONDO:excludeNonDisease
icd11.foundation:1256241586	MONDO:excludeNonDisease
icd11.foundation:1256242641	MONDO:excludeNonDisease
icd11.foundation:1256242672	MONDO:excludeNonDisease
icd11.foundation:1256289879	MONDO:excludeNonDisease
icd11.foundation:1256338526	MONDO:excludeNonDisease
icd11.foundation:1256526429	MONDO:excludeNonDisease
icd11.foundation:1256563571	MONDO:excludeNonDisease
icd11.foundation:1256574779	MONDO:excludeNonDisease
icd11.foundation:1256697576	MONDO:excludeNonDisease
icd11.foundation:1256857376	MONDO:excludeNonDisease
icd11.foundation:1256902555	MONDO:excludeNonDisease
icd11.foundation:1257173925	MONDO:excludeNonDisease
icd11.foundation:1257189887	MONDO:excludeNonDisease
icd11.foundation:1257254203	MONDO:excludeNonDisease
icd11.foundation:1257327878	MONDO:excludeNonDisease
icd11.foundation:1257410728	MONDO:excludeNonDisease
icd11.foundation:125743252	MONDO:excludeNonDisease
icd11.foundation:1257527485	MONDO:excludeNonDisease
icd11.foundation:1257531697	MONDO:excludeNonDisease
icd11.foundation:125756262	MONDO:excludeNonDisease
icd11.foundation:125758439	MONDO:excludeNonDisease
icd11.foundation:1257585799	MONDO:excludeNonDisease
icd11.foundation:1257615636	MONDO:excludeNonDisease
icd11.foundation:1257668527	MONDO:excludeNonDisease
icd11.foundation:1257779334	MONDO:excludeNonDisease
icd11.foundation:125784571	MONDO:excludeNonDisease
icd11.foundation:1257864975	MONDO:excludeNonDisease
icd11.foundation:1257929405	MONDO:excludeNonDisease
icd11.foundation:1257949693	MONDO:excludeNonDisease
icd11.foundation:1257988861	MONDO:excludeNonDisease
icd11.foundation:1257989257	MONDO:excludeNonDisease
icd11.foundation:1258030733	MONDO:excludeNonDisease
icd11.foundation:1258127587	MONDO:excludeNonDisease
icd11.foundation:1258154589	MONDO:excludeNonDisease
icd11.foundation:1258154716	MONDO:excludeNonDisease
icd11.foundation:1258170771	MONDO:excludeNonDisease
icd11.foundation:1258184711	MONDO:excludeNonDisease
icd11.foundation:1258212134	MONDO:excludeNonDisease
icd11.foundation:1258238159	MONDO:excludeNonDisease
icd11.foundation:1258280292	MONDO:excludeNonDisease
icd11.foundation:1258305214	MONDO:excludeNonDisease
icd11.foundation:1258360881	MONDO:excludeNonDisease
icd11.foundation:1258425887	MONDO:excludeNonDisease
icd11.foundation:1258501110	MONDO:excludeNonDisease
icd11.foundation:1258542550	MONDO:excludeNonDisease
icd11.foundation:1258632321	MONDO:excludeNonDisease
icd11.foundation:1258668096	MONDO:excludeNonDisease
icd11.foundation:1258687719	MONDO:excludeNonDisease
icd11.foundation:1258707362	MONDO:excludeNonDisease
icd11.foundation:1258739502	MONDO:excludeNonDisease
icd11.foundation:125899741	MONDO:excludeNonDisease
icd11.foundation:1259104401	MONDO:excludeNonDisease
icd11.foundation:1259109283	MONDO:excludeNonDisease
icd11.foundation:1259133390	MONDO:excludeNonDisease
icd11.foundation:1259173098	MONDO:excludeNonDisease
icd11.foundation:1259228300	MONDO:excludeNonDisease
icd11.foundation:1259234603	MONDO:excludeNonDisease
icd11.foundation:1259247979	MONDO:excludeNonDisease
icd11.foundation:1259262712	MONDO:excludeNonDisease
icd11.foundation:1259293769	MONDO:excludeNonDisease
icd11.foundation:1259421907	MONDO:excludeNonDisease
icd11.foundation:1259471073	MONDO:excludeNonDisease
icd11.foundation:1259539024	MONDO:excludeNonDisease
icd11.foundation:1259678543	MONDO:excludeNonDisease
icd11.foundation:1259855233	MONDO:excludeNonDisease
icd11.foundation:1259906901	MONDO:excludeNonDisease
icd11.foundation:1259945665	MONDO:excludeNonDisease
icd11.foundation:1260030268	MONDO:excludeNonDisease
icd11.foundation:1260140454	MONDO:excludeNonDisease
icd11.foundation:1260174985	MONDO:excludeNonDisease
icd11.foundation:1260195205	MONDO:excludeNonDisease
icd11.foundation:1260209440	MONDO:excludeNonDisease
icd11.foundation:1260268576	MONDO:excludeNonDisease
icd11.foundation:1260290482	MONDO:excludeNonDisease
icd11.foundation:1260397248	MONDO:excludeNonDisease
icd11.foundation:1260480490	MONDO:excludeNonDisease
icd11.foundation:12605568	MONDO:excludeNonDisease
icd11.foundation:1260673645	MONDO:excludeNonDisease
icd11.foundation:1260710744	MONDO:excludeNonDisease
icd11.foundation:1260721551	MONDO:excludeNonDisease
icd11.foundation:1260742966	MONDO:excludeNonDisease
icd11.foundation:1260798443	MONDO:excludeNonDisease
icd11.foundation:126080547	MONDO:excludeNonDisease
icd11.foundation:1260836417	MONDO:excludeNonDisease
icd11.foundation:1260900671	MONDO:excludeNonDisease
icd11.foundation:1260936498	MONDO:excludeNonDisease
icd11.foundation:126114283	MONDO:excludeNonDisease
icd11.foundation:1261146576	MONDO:excludeNonDisease
icd11.foundation:126132317	MONDO:excludeNonDisease
icd11.foundation:126137335	MONDO:excludeNonDisease
icd11.foundation:1261402662	MONDO:excludeNonDisease
icd11.foundation:1261405523	MONDO:excludeNonDisease
icd11.foundation:1261417215	MONDO:excludeNonDisease
icd11.foundation:1261431040	MONDO:excludeNonDisease
icd11.foundation:1261590504	MONDO:excludeNonDisease
icd11.foundation:1261630588	MONDO:excludeNonDisease
icd11.foundation:1261774839	MONDO:excludeNonDisease
icd11.foundation:1261807401	MONDO:excludeNonDisease
icd11.foundation:1261828760	MONDO:excludeNonDisease
icd11.foundation:1261837384	MONDO:excludeNonDisease
icd11.foundation:1261940859	MONDO:excludeNonDisease
icd11.foundation:1262379962	MONDO:excludeNonDisease
icd11.foundation:1262461605	MONDO:excludeNonDisease
icd11.foundation:1262463389	MONDO:excludeNonDisease
icd11.foundation:1262525347	MONDO:excludeNonDisease
icd11.foundation:1262548898	MONDO:excludeNonDisease
icd11.foundation:1262669682	MONDO:excludeNonDisease
icd11.foundation:1262757998	MONDO:excludeNonDisease
icd11.foundation:1262765063	MONDO:excludeNonDisease
icd11.foundation:1262821408	MONDO:excludeNonDisease
icd11.foundation:1262974176	MONDO:excludeNonDisease
icd11.foundation:126307109	MONDO:excludeNonDisease
icd11.foundation:1263211855	MONDO:excludeNonDisease
icd11.foundation:1263264144	MONDO:excludeNonDisease
icd11.foundation:126336822	MONDO:excludeNonDisease
icd11.foundation:1263401742	MONDO:excludeNonDisease
icd11.foundation:1263441559	MONDO:excludeNonDisease
icd11.foundation:1263443938	MONDO:excludeNonDisease
icd11.foundation:12634845	MONDO:excludeNonDisease
icd11.foundation:1263524795	MONDO:excludeNonDisease
icd11.foundation:1263546640	MONDO:excludeNonDisease
icd11.foundation:1263569890	MONDO:excludeNonDisease
icd11.foundation:1263729708	MONDO:excludeNonDisease
icd11.foundation:1263812675	MONDO:excludeNonDisease
icd11.foundation:1263833631	MONDO:excludeNonDisease
icd11.foundation:1263863258	MONDO:excludeNonDisease
icd11.foundation:1263961217	MONDO:excludeNonDisease
icd11.foundation:1264155203	MONDO:excludeNonDisease
icd11.foundation:126417040	MONDO:excludeNonDisease
icd11.foundation:1264179155	MONDO:excludeNonDisease
icd11.foundation:1264194371	MONDO:excludeNonDisease
icd11.foundation:1264202451	MONDO:excludeNonDisease
icd11.foundation:1264202473	MONDO:excludeNonDisease
icd11.foundation:1264394556	MONDO:excludeNonDisease
icd11.foundation:1264450702	MONDO:excludeNonDisease
icd11.foundation:1264576268	MONDO:excludeNonDisease
icd11.foundation:1264580682	MONDO:excludeNonDisease
icd11.foundation:1264588775	MONDO:excludeNonDisease
icd11.foundation:1264596596	MONDO:excludeNonDisease
icd11.foundation:1264858288	MONDO:excludeNonDisease
icd11.foundation:1264868089	MONDO:excludeNonDisease
icd11.foundation:1265036527	MONDO:excludeNonDisease
icd11.foundation:1265065327	MONDO:excludeNonDisease
icd11.foundation:1265095801	MONDO:excludeNonDisease
icd11.foundation:1265120007	MONDO:excludeNonDisease
icd11.foundation:12651959	MONDO:excludeNonDisease
icd11.foundation:1265228078	MONDO:excludeNonDisease
icd11.foundation:1265358296	MONDO:excludeNonDisease
icd11.foundation:1265508913	MONDO:excludeNonDisease
icd11.foundation:1265522453	MONDO:excludeNonDisease
icd11.foundation:1265666805	MONDO:excludeNonDisease
icd11.foundation:1265763889	MONDO:excludeNonDisease
icd11.foundation:126577200	MONDO:excludeNonDisease
icd11.foundation:1265813128	MONDO:excludeNonDisease
icd11.foundation:1265845800	MONDO:excludeNonDisease
icd11.foundation:1265853763	MONDO:excludeNonDisease
icd11.foundation:1265856573	MONDO:excludeNonDisease
icd11.foundation:1265915050	MONDO:excludeNonDisease
icd11.foundation:1266118423	MONDO:excludeNonDisease
icd11.foundation:1266152894	MONDO:excludeNonDisease
icd11.foundation:1266218184	MONDO:excludeNonDisease
icd11.foundation:1266244023	MONDO:excludeNonDisease
icd11.foundation:126639705	MONDO:excludeNonDisease
icd11.foundation:1266428760	MONDO:excludeNonDisease
icd11.foundation:126648381	MONDO:excludeNonDisease
icd11.foundation:1266491101	MONDO:excludeNonDisease
icd11.foundation:1266528856	MONDO:excludeNonDisease
icd11.foundation:1266530835	MONDO:excludeNonDisease
icd11.foundation:1266675658	MONDO:excludeNonDisease
icd11.foundation:1266773543	MONDO:excludeNonDisease
icd11.foundation:1266786921	MONDO:excludeNonDisease
icd11.foundation:1266917842	MONDO:excludeNonDisease
icd11.foundation:1267039735	MONDO:excludeNonDisease
icd11.foundation:1267261417	MONDO:excludeNonDisease
icd11.foundation:1267323424	MONDO:excludeNonDisease
icd11.foundation:1267641273	MONDO:excludeNonDisease
icd11.foundation:1267659067	MONDO:excludeNonDisease
icd11.foundation:1267718959	MONDO:excludeNonDisease
icd11.foundation:1267757870	MONDO:excludeNonDisease
icd11.foundation:1267843567	MONDO:excludeNonDisease
icd11.foundation:1268035242	MONDO:excludeNonDisease
icd11.foundation:126806979	MONDO:excludeNonDisease
icd11.foundation:1268514786	MONDO:excludeNonDisease
icd11.foundation:1268663890	MONDO:excludeNonDisease
icd11.foundation:1268780902	MONDO:excludeNonDisease
icd11.foundation:126878650	MONDO:excludeNonDisease
icd11.foundation:1268875506	MONDO:excludeNonDisease
icd11.foundation:1268890775	MONDO:excludeNonDisease
icd11.foundation:1269080598	MONDO:excludeNonDisease
icd11.foundation:1269137115	MONDO:excludeNonDisease
icd11.foundation:1269171770	MONDO:excludeNonDisease
icd11.foundation:1269358727	MONDO:excludeNonDisease
icd11.foundation:1269377307	MONDO:excludeNonDisease
icd11.foundation:1269392329	MONDO:excludeNonDisease
icd11.foundation:1269438974	MONDO:excludeNonDisease
icd11.foundation:1269620108	MONDO:excludeNonDisease
icd11.foundation:1269747808	MONDO:excludeNonDisease
icd11.foundation:1269794134	MONDO:excludeNonDisease
icd11.foundation:1269813617	MONDO:excludeNonDisease
icd11.foundation:1269833534	MONDO:excludeNonDisease
icd11.foundation:1269843703	MONDO:excludeNonDisease
icd11.foundation:1269933219	MONDO:excludeNonDisease
icd11.foundation:1269975501	MONDO:excludeNonDisease
icd11.foundation:1270063202	MONDO:excludeNonDisease
icd11.foundation:1270099884	MONDO:excludeNonDisease
icd11.foundation:1270230469	MONDO:excludeNonDisease
icd11.foundation:1270241163	MONDO:excludeNonDisease
icd11.foundation:1270296379	MONDO:excludeNonDisease
icd11.foundation:1270319156	MONDO:excludeNonDisease
icd11.foundation:1270382153	MONDO:excludeNonDisease
icd11.foundation:1270383361	MONDO:excludeNonDisease
icd11.foundation:1270447538	MONDO:excludeNonDisease
icd11.foundation:1270506959	MONDO:excludeNonDisease
icd11.foundation:1270546342	MONDO:excludeNonDisease
icd11.foundation:1270575245	MONDO:excludeNonDisease
icd11.foundation:1270654328	MONDO:excludeNonDisease
icd11.foundation:1270860355	MONDO:excludeNonDisease
icd11.foundation:1270928111	MONDO:excludeNonDisease
icd11.foundation:1270964941	MONDO:excludeNonDisease
icd11.foundation:1270971545	MONDO:excludeNonDisease
icd11.foundation:1270979280	MONDO:excludeNonDisease
icd11.foundation:1271146280	MONDO:excludeNonDisease
icd11.foundation:1271186987	MONDO:excludeNonDisease
icd11.foundation:1271290266	MONDO:excludeNonDisease
icd11.foundation:1271351570	MONDO:excludeNonDisease
icd11.foundation:1271482303	MONDO:excludeNonDisease
icd11.foundation:1271500543	MONDO:excludeNonDisease
icd11.foundation:1271568137	MONDO:excludeNonDisease
icd11.foundation:1271618617	MONDO:excludeNonDisease
icd11.foundation:1271663823	MONDO:excludeNonDisease
icd11.foundation:127166506	MONDO:excludeNonDisease
icd11.foundation:1271667271	MONDO:excludeNonDisease
icd11.foundation:1271782756	MONDO:excludeNonDisease
icd11.foundation:1271783413	MONDO:excludeNonDisease
icd11.foundation:1271827895	MONDO:excludeNonDisease
icd11.foundation:1271867350	MONDO:excludeNonDisease
icd11.foundation:1271980837	MONDO:excludeNonDisease
icd11.foundation:1271990642	MONDO:excludeNonDisease
icd11.foundation:1272031083	MONDO:excludeNonDisease
icd11.foundation:1272045264	MONDO:excludeNonDisease
icd11.foundation:127216087	MONDO:excludeNonDisease
icd11.foundation:1272192299	MONDO:excludeNonDisease
icd11.foundation:1272213826	MONDO:excludeNonDisease
icd11.foundation:127227103	MONDO:excludeNonDisease
icd11.foundation:1272331032	MONDO:excludeNonDisease
icd11.foundation:1272434649	MONDO:excludeNonDisease
icd11.foundation:1272454184	MONDO:excludeNonDisease
icd11.foundation:1272471480	MONDO:excludeNonDisease
icd11.foundation:1272670174	MONDO:excludeNonDisease
icd11.foundation:1272742460	MONDO:excludeNonDisease
icd11.foundation:1272749613	MONDO:excludeNonDisease
icd11.foundation:1272900039	MONDO:excludeNonDisease
icd11.foundation:1272952956	MONDO:excludeNonDisease
icd11.foundation:1272961117	MONDO:excludeNonDisease
icd11.foundation:1272965544	MONDO:excludeNonDisease
icd11.foundation:1273023505	MONDO:excludeNonDisease
icd11.foundation:1273024687	MONDO:excludeNonDisease
icd11.foundation:1273083548	MONDO:excludeNonDisease
icd11.foundation:1273133575	MONDO:excludeNonDisease
icd11.foundation:1273145486	MONDO:excludeNonDisease
icd11.foundation:1273176447	MONDO:excludeNonDisease
icd11.foundation:1273496165	MONDO:excludeNonDisease
icd11.foundation:1273545495	MONDO:excludeNonDisease
icd11.foundation:1273547328	MONDO:excludeNonDisease
icd11.foundation:1273597953	MONDO:excludeNonDisease
icd11.foundation:127362304	MONDO:excludeNonDisease
icd11.foundation:1273654464	MONDO:excludeNonDisease
icd11.foundation:1273847800	MONDO:excludeNonDisease
icd11.foundation:1273909681	MONDO:excludeNonDisease
icd11.foundation:1274104731	MONDO:excludeNonDisease
icd11.foundation:1274197866	MONDO:excludeNonDisease
icd11.foundation:1274367070	MONDO:excludeNonDisease
icd11.foundation:1274393150	MONDO:excludeNonDisease
icd11.foundation:1274407871	MONDO:excludeNonDisease
icd11.foundation:1274518714	MONDO:excludeNonDisease
icd11.foundation:1274611864	MONDO:excludeNonDisease
icd11.foundation:1274717750	MONDO:excludeNonDisease
icd11.foundation:1274767082	MONDO:excludeNonDisease
icd11.foundation:1274776820	MONDO:excludeNonDisease
icd11.foundation:1274784063	MONDO:excludeNonDisease
icd11.foundation:1274807102	MONDO:excludeNonDisease
icd11.foundation:1274867687	MONDO:excludeNonDisease
icd11.foundation:1274881452	MONDO:excludeNonDisease
icd11.foundation:127490582	MONDO:excludeNonDisease
icd11.foundation:1274985157	MONDO:excludeNonDisease
icd11.foundation:127512570	MONDO:excludeNonDisease
icd11.foundation:1275188	MONDO:excludeNonDisease
icd11.foundation:1275205936	MONDO:excludeNonDisease
icd11.foundation:1275224368	MONDO:excludeNonDisease
icd11.foundation:1275307050	MONDO:excludeNonDisease
icd11.foundation:1275317259	MONDO:excludeNonDisease
icd11.foundation:1275346901	MONDO:excludeNonDisease
icd11.foundation:1275401800	MONDO:excludeNonDisease
icd11.foundation:1275474543	MONDO:excludeNonDisease
icd11.foundation:1275512496	MONDO:excludeNonDisease
icd11.foundation:1275617784	MONDO:excludeNonDisease
icd11.foundation:1275671247	MONDO:excludeNonDisease
icd11.foundation:1275704927	MONDO:excludeNonDisease
icd11.foundation:1275719593	MONDO:excludeNonDisease
icd11.foundation:1275807010	MONDO:excludeNonDisease
icd11.foundation:1275814260	MONDO:excludeNonDisease
icd11.foundation:1275954800	MONDO:excludeNonDisease
icd11.foundation:1275963293	MONDO:excludeNonDisease
icd11.foundation:127602640	MONDO:excludeNonDisease
icd11.foundation:1276028757	MONDO:excludeNonDisease
icd11.foundation:1276080688	MONDO:excludeNonDisease
icd11.foundation:127611473	MONDO:excludeNonDisease
icd11.foundation:1276139578	MONDO:excludeNonDisease
icd11.foundation:1276236698	MONDO:excludeNonDisease
icd11.foundation:1276243052	MONDO:excludeNonDisease
icd11.foundation:1276282880	MONDO:excludeNonDisease
icd11.foundation:1276283396	MONDO:excludeNonDisease
icd11.foundation:1276318993	MONDO:excludeNonDisease
icd11.foundation:1276457972	MONDO:excludeNonDisease
icd11.foundation:1276541597	MONDO:excludeNonDisease
icd11.foundation:1276669758	MONDO:excludeNonDisease
icd11.foundation:1276805723	MONDO:excludeNonDisease
icd11.foundation:1276950776	MONDO:excludeNonDisease
icd11.foundation:1276961761	MONDO:excludeNonDisease
icd11.foundation:1276965062	MONDO:excludeNonDisease
icd11.foundation:1277073055	MONDO:excludeNonDisease
icd11.foundation:1277161396	MONDO:excludeNonDisease
icd11.foundation:1277194273	MONDO:excludeNonDisease
icd11.foundation:1277295600	MONDO:excludeNonDisease
icd11.foundation:1277328795	MONDO:excludeNonDisease
icd11.foundation:1277365641	MONDO:excludeNonDisease
icd11.foundation:1277370724	MONDO:excludeNonDisease
icd11.foundation:12775732	MONDO:excludeNonDisease
icd11.foundation:1277589372	MONDO:excludeNonDisease
icd11.foundation:1277654308	MONDO:excludeNonDisease
icd11.foundation:1277663208	MONDO:excludeNonDisease
icd11.foundation:1277816266	MONDO:excludeNonDisease
icd11.foundation:1277857509	MONDO:excludeNonDisease
icd11.foundation:1277909982	MONDO:excludeNonDisease
icd11.foundation:1277927175	MONDO:excludeNonDisease
icd11.foundation:1278021972	MONDO:excludeNonDisease
icd11.foundation:1278171933	MONDO:excludeNonDisease
icd11.foundation:1278177409	MONDO:excludeNonDisease
icd11.foundation:1278239861	MONDO:excludeNonDisease
icd11.foundation:1278341295	MONDO:excludeNonDisease
icd11.foundation:127845912	MONDO:excludeNonDisease
icd11.foundation:127862472	MONDO:excludeNonDisease
icd11.foundation:1278640768	MONDO:excludeNonDisease
icd11.foundation:1278761436	MONDO:excludeNonDisease
icd11.foundation:1278767608	MONDO:excludeNonDisease
icd11.foundation:1278772537	MONDO:excludeNonDisease
icd11.foundation:1278788333	MONDO:excludeNonDisease
icd11.foundation:1278794858	MONDO:excludeNonDisease
icd11.foundation:1278799366	MONDO:excludeNonDisease
icd11.foundation:1278926392	MONDO:excludeNonDisease
icd11.foundation:1278940695	MONDO:excludeNonDisease
icd11.foundation:1278961962	MONDO:excludeNonDisease
icd11.foundation:1279003509	MONDO:excludeNonDisease
icd11.foundation:1279009012	MONDO:excludeNonDisease
icd11.foundation:1279021196	MONDO:excludeNonDisease
icd11.foundation:1279052161	MONDO:excludeNonDisease
icd11.foundation:1279124800	MONDO:excludeNonDisease
icd11.foundation:1279222224	MONDO:excludeNonDisease
icd11.foundation:1279232978	MONDO:excludeNonDisease
icd11.foundation:1279235098	MONDO:excludeNonDisease
icd11.foundation:1279283666	MONDO:excludeNonDisease
icd11.foundation:1279300873	MONDO:excludeNonDisease
icd11.foundation:1279327992	MONDO:excludeNonDisease
icd11.foundation:1279353868	MONDO:excludeNonDisease
icd11.foundation:1279382176	MONDO:excludeNonDisease
icd11.foundation:1279479270	MONDO:excludeNonDisease
icd11.foundation:127948682	MONDO:excludeNonDisease
icd11.foundation:1279634170	MONDO:excludeNonDisease
icd11.foundation:127970586	MONDO:excludeNonDisease
icd11.foundation:1279709246	MONDO:excludeNonDisease
icd11.foundation:1279800167	MONDO:excludeNonDisease
icd11.foundation:1279928602	MONDO:excludeNonDisease
icd11.foundation:1280021050	MONDO:excludeNonDisease
icd11.foundation:1280041117	MONDO:excludeNonDisease
icd11.foundation:1280054083	MONDO:excludeNonDisease
icd11.foundation:1280081708	MONDO:excludeNonDisease
icd11.foundation:1280168004	MONDO:excludeNonDisease
icd11.foundation:128017722	MONDO:excludeNonDisease
icd11.foundation:1280206397	MONDO:excludeNonDisease
icd11.foundation:1280256772	MONDO:excludeNonDisease
icd11.foundation:1280278412	MONDO:excludeNonDisease
icd11.foundation:1280307069	MONDO:excludeNonDisease
icd11.foundation:1280539640	MONDO:excludeNonDisease
icd11.foundation:1280790649	MONDO:excludeNonDisease
icd11.foundation:1280839926	MONDO:excludeNonDisease
icd11.foundation:1280925050	MONDO:excludeNonDisease
icd11.foundation:1280946706	MONDO:excludeNonDisease
icd11.foundation:1280950526	MONDO:excludeNonDisease
icd11.foundation:128095270	MONDO:excludeNonDisease
icd11.foundation:1281002062	MONDO:excludeNonDisease
icd11.foundation:1281075481	MONDO:excludeNonDisease
icd11.foundation:1281100663	MONDO:excludeNonDisease
icd11.foundation:1281166750	MONDO:excludeNonDisease
icd11.foundation:1281167886	MONDO:excludeNonDisease
icd11.foundation:1281184416	MONDO:excludeNonDisease
icd11.foundation:1281193286	MONDO:excludeNonDisease
icd11.foundation:1281290262	MONDO:excludeNonDisease
icd11.foundation:1281382676	MONDO:excludeNonDisease
icd11.foundation:1281393330	MONDO:excludeNonDisease
icd11.foundation:1281393782	MONDO:excludeNonDisease
icd11.foundation:1281397362	MONDO:excludeNonDisease
icd11.foundation:1281399336	MONDO:excludeNonDisease
icd11.foundation:128145187	MONDO:excludeNonDisease
icd11.foundation:1281516466	MONDO:excludeNonDisease
icd11.foundation:1281532531	MONDO:excludeNonDisease
icd11.foundation:1281703366	MONDO:excludeNonDisease
icd11.foundation:1281716285	MONDO:excludeNonDisease
icd11.foundation:1281783157	MONDO:excludeNonDisease
icd11.foundation:1281865709	MONDO:excludeNonDisease
icd11.foundation:1281894114	MONDO:excludeNonDisease
icd11.foundation:1282004967	MONDO:excludeNonDisease
icd11.foundation:1282026330	MONDO:excludeNonDisease
icd11.foundation:1282030948	MONDO:excludeNonDisease
icd11.foundation:1282033457	MONDO:excludeNonDisease
icd11.foundation:1282055614	MONDO:excludeNonDisease
icd11.foundation:1282089247	MONDO:excludeNonDisease
icd11.foundation:1282096464	MONDO:excludeNonDisease
icd11.foundation:1282149821	MONDO:excludeNonDisease
icd11.foundation:1282434979	MONDO:excludeNonDisease
icd11.foundation:1282458256	MONDO:excludeNonDisease
icd11.foundation:1282477811	MONDO:excludeNonDisease
icd11.foundation:1282535938	MONDO:excludeNonDisease
icd11.foundation:1282582031	MONDO:excludeNonDisease
icd11.foundation:1282599802	MONDO:excludeNonDisease
icd11.foundation:1282602493	MONDO:excludeNonDisease
icd11.foundation:1282887002	MONDO:excludeNonDisease
icd11.foundation:1282893810	MONDO:excludeNonDisease
icd11.foundation:1282977544	MONDO:excludeNonDisease
icd11.foundation:1283027860	MONDO:excludeNonDisease
icd11.foundation:1283126639	MONDO:excludeNonDisease
icd11.foundation:1283232627	MONDO:excludeNonDisease
icd11.foundation:1283332202	MONDO:excludeNonDisease
icd11.foundation:1283388064	MONDO:excludeNonDisease
icd11.foundation:1283503406	MONDO:excludeNonDisease
icd11.foundation:1283549754	MONDO:excludeNonDisease
icd11.foundation:1283573676	MONDO:excludeNonDisease
icd11.foundation:128358108	MONDO:excludeNonDisease
icd11.foundation:1283624762	MONDO:excludeNonDisease
icd11.foundation:1283630215	MONDO:excludeNonDisease
icd11.foundation:1283689957	MONDO:excludeNonDisease
icd11.foundation:1283759661	MONDO:excludeNonDisease
icd11.foundation:1283887120	MONDO:excludeNonDisease
icd11.foundation:1283939043	MONDO:excludeNonDisease
icd11.foundation:1284116503	MONDO:excludeNonDisease
icd11.foundation:1284191873	MONDO:excludeNonDisease
icd11.foundation:1284195131	MONDO:excludeNonDisease
icd11.foundation:1284351015	MONDO:excludeNonDisease
icd11.foundation:1284418275	MONDO:excludeNonDisease
icd11.foundation:1284427699	MONDO:excludeNonDisease
icd11.foundation:1284447316	MONDO:excludeNonDisease
icd11.foundation:1284492970	MONDO:excludeNonDisease
icd11.foundation:1284568588	MONDO:excludeNonDisease
icd11.foundation:1284594054	MONDO:excludeNonDisease
icd11.foundation:1284701066	MONDO:excludeNonDisease
icd11.foundation:1284742924	MONDO:excludeNonDisease
icd11.foundation:1284807183	MONDO:excludeNonDisease
icd11.foundation:1284833495	MONDO:excludeNonDisease
icd11.foundation:1284860297	MONDO:excludeNonDisease
icd11.foundation:1284878218	MONDO:excludeNonDisease
icd11.foundation:1284915423	MONDO:excludeNonDisease
icd11.foundation:1284923760	MONDO:excludeNonDisease
icd11.foundation:1285372649	MONDO:excludeNonDisease
icd11.foundation:1285396345	MONDO:excludeNonDisease
icd11.foundation:1285512456	MONDO:excludeNonDisease
icd11.foundation:1285601219	MONDO:excludeNonDisease
icd11.foundation:128560749	MONDO:excludeNonDisease
icd11.foundation:1285663672	MONDO:excludeNonDisease
icd11.foundation:1285685717	MONDO:excludeNonDisease
icd11.foundation:1285702691	MONDO:excludeNonDisease
icd11.foundation:1285817902	MONDO:excludeNonDisease
icd11.foundation:1285856412	MONDO:excludeNonDisease
icd11.foundation:1285890939	MONDO:excludeNonDisease
icd11.foundation:1285909913	MONDO:excludeNonDisease
icd11.foundation:1285923567	MONDO:excludeNonDisease
icd11.foundation:1285925728	MONDO:excludeNonDisease
icd11.foundation:1286112582	MONDO:excludeNonDisease
icd11.foundation:128616857	MONDO:excludeNonDisease
icd11.foundation:1286201344	MONDO:excludeNonDisease
icd11.foundation:1286209007	MONDO:excludeNonDisease
icd11.foundation:1286263733	MONDO:excludeNonDisease
icd11.foundation:1286274194	MONDO:excludeNonDisease
icd11.foundation:1286334137	MONDO:excludeNonDisease
icd11.foundation:1286335558	MONDO:excludeNonDisease
icd11.foundation:1286551780	MONDO:excludeNonDisease
icd11.foundation:1286632064	MONDO:excludeNonDisease
icd11.foundation:1286748959	MONDO:excludeNonDisease
icd11.foundation:128676102	MONDO:excludeNonDisease
icd11.foundation:1286891471	MONDO:excludeNonDisease
icd11.foundation:1286909408	MONDO:excludeNonDisease
icd11.foundation:1286926910	MONDO:excludeNonDisease
icd11.foundation:1287101757	MONDO:excludeNonDisease
icd11.foundation:1287141520	MONDO:excludeNonDisease
