subject_id	subject_label
ICD10CM:M12.38	Palindromic rheumatism, other specified site
ICD10CM:M12.371	Palindromic rheumatism, right ankle and foot
ICD10CM:M12.321	Palindromic rheumatism, right elbow
ICD10CM:M12.341	Palindromic rheumatism, right hand
ICD10CM:M12.351	Palindromic rheumatism, right hip
ICD10CM:M12.361	Palindromic rheumatism, right knee
ICD10CM:M12.311	Palindromic rheumatism, right shoulder
ICD10CM:M12.331	Palindromic rheumatism, right wrist
ICD10CM:M12.31	Palindromic rheumatism, shoulder
ICD10CM:M12.379	Palindromic rheumatism, unspecified ankle and foot
ICD10CM:M12.329	Palindromic rheumatism, unspecified elbow
ICD10CM:M12.349	Palindromic rheumatism, unspecified hand
ICD10CM:M12.359	Palindromic rheumatism, unspecified hip
ICD10CM:M12.369	Palindromic rheumatism, unspecified knee
ICD10CM:M12.319	Palindromic rheumatism, unspecified shoulder
ICD10CM:M12.30	Palindromic rheumatism, unspecified site
ICD10CM:M12.339	Palindromic rheumatism, unspecified wrist
ICD10CM:M12.33	Palindromic rheumatism, wrist
ICD10CM:M72.0	Palmar fascial fibromatosis [Dupuytren]
ICD10CM:H51.0	Palsy (spasm) of conjugate gaze
ICD10CM:J43.1	Panlobular emphysema
ICD10CM:M54.0	Panniculitis affecting regions of neck and back
ICD10CM:M54.02	Panniculitis affecting regions of neck and back, cervical region
ICD10CM:M54.03	Panniculitis affecting regions of neck and back, cervicothoracic region
ICD10CM:M54.06	Panniculitis affecting regions of neck and back, lumbar region
ICD10CM:M54.07	Panniculitis affecting regions of neck and back, lumbosacral region
ICD10CM:M54.01	Panniculitis affecting regions of neck and back, occipito-atlanto-axial region
ICD10CM:M54.08	Panniculitis affecting regions of neck and back, sacral and sacrococcygeal region
ICD10CM:M54.00	Panniculitis affecting regions of neck and back, site unspecified
ICD10CM:M54.04	Panniculitis affecting regions of neck and back, thoracic region
ICD10CM:M54.05	Panniculitis affecting regions of neck and back, thoracolumbar region
ICD10CM:M54.09	Panniculitis affecting regions, neck and back, multiple sites in spine
ICD10CM:M79.3	Panniculitis, unspecified
ICD10CM:H16.42	Pannus (corneal)
ICD10CM:H16.423	Pannus (corneal), bilateral
ICD10CM:H16.422	Pannus (corneal), left eye
ICD10CM:H16.421	Pannus (corneal), right eye
ICD10CM:H16.429	Pannus (corneal), unspecified eye
ICD10CM:H44.013	Panophthalmitis (acute), bilateral
ICD10CM:H44.012	Panophthalmitis (acute), left eye
ICD10CM:H44.011	Panophthalmitis (acute), right eye
ICD10CM:H44.019	Panophthalmitis (acute), unspecified eye
ICD10CM:Q75.052	Pansynostosis
ICD10CM:H44.113	Panuveitis, bilateral
ICD10CM:H44.112	Panuveitis, left eye
ICD10CM:H44.111	Panuveitis, right eye
ICD10CM:H44.119	Panuveitis, unspecified eye
ICD10CM:H47.1	Papilledema
ICD10CM:H47.12	Papilledema associated with decreased ocular pressure
ICD10CM:H47.11	Papilledema associated with increased intracranial pressure
ICD10CM:H47.13	Papilledema associated with retinal disorder
ICD10CM:B34.4	Papovavirus infection, unspecified
ICD10CM:L44.9	Papulosquamous disorder, unspecified
ICD10CM:L40-L45	Papulosquamous disorders (L40-L45)
ICD10CM:L45	Papulosquamous disorders in diseases classified elsewhere
ICD10CM:O31.0	Papyraceous fetus
ICD10CM:O31.01	Papyraceous fetus, first trimester
ICD10CM:O31.01X1	Papyraceous fetus, first trimester, fetus 1
ICD10CM:O31.01X2	Papyraceous fetus, first trimester, fetus 2
ICD10CM:O31.01X3	Papyraceous fetus, first trimester, fetus 3
ICD10CM:O31.01X4	Papyraceous fetus, first trimester, fetus 4
ICD10CM:O31.01X5	Papyraceous fetus, first trimester, fetus 5
ICD10CM:O31.01X0	Papyraceous fetus, first trimester, not applicable or unspecified
ICD10CM:O31.01X9	Papyraceous fetus, first trimester, other fetus
ICD10CM:O31.02	Papyraceous fetus, second trimester
ICD10CM:O31.02X1	Papyraceous fetus, second trimester, fetus 1
ICD10CM:O31.02X2	Papyraceous fetus, second trimester, fetus 2
ICD10CM:O31.02X3	Papyraceous fetus, second trimester, fetus 3
ICD10CM:O31.02X4	Papyraceous fetus, second trimester, fetus 4
ICD10CM:O31.02X5	Papyraceous fetus, second trimester, fetus 5
ICD10CM:O31.02X0	Papyraceous fetus, second trimester, not applicable or unspecified
ICD10CM:O31.02X9	Papyraceous fetus, second trimester, other fetus
ICD10CM:O31.03	Papyraceous fetus, third trimester
ICD10CM:O31.03X1	Papyraceous fetus, third trimester, fetus 1
ICD10CM:O31.03X2	Papyraceous fetus, third trimester, fetus 2
ICD10CM:O31.03X3	Papyraceous fetus, third trimester, fetus 3
ICD10CM:O31.03X4	Papyraceous fetus, third trimester, fetus 4
ICD10CM:O31.03X5	Papyraceous fetus, third trimester, fetus 5
ICD10CM:O31.03X0	Papyraceous fetus, third trimester, not applicable or unspecified
ICD10CM:O31.03X9	Papyraceous fetus, third trimester, other fetus
ICD10CM:O31.00	Papyraceous fetus, unspecified trimester
ICD10CM:O31.00X1	Papyraceous fetus, unspecified trimester, fetus 1
ICD10CM:O31.00X2	Papyraceous fetus, unspecified trimester, fetus 2
ICD10CM:O31.00X3	Papyraceous fetus, unspecified trimester, fetus 3
ICD10CM:O31.00X4	Papyraceous fetus, unspecified trimester, fetus 4
ICD10CM:O31.00X5	Papyraceous fetus, unspecified trimester, fetus 5
ICD10CM:O31.00X0	Papyraceous fetus, unspecified trimester, not applicable or unspecified
ICD10CM:O31.00X9	Papyraceous fetus, unspecified trimester, other fetus
ICD10CM:B41.9	Paracoccidioidomycosis, unspecified
ICD10CM:F51.03	Paradoxical insomnia
ICD10CM:J12.2	Parainfluenza virus pneumonia
ICD10CM:J38.0	Paralysis of vocal cords and larynx
ICD10CM:J38.02	Paralysis of vocal cords and larynx, bilateral
ICD10CM:J38.01	Paralysis of vocal cords and larynx, unilateral
ICD10CM:J38.00	Paralysis of vocal cords and larynx, unspecified
ICD10CM:M61.2	Paralytic calcification and ossification of muscle
ICD10CM:M61.27	Paralytic calcification and ossification of muscle, ankle and foot
ICD10CM:M61.23	Paralytic calcification and ossification of muscle, forearm
ICD10CM:M61.24	Paralytic calcification and ossification of muscle, hand
ICD10CM:M61.272	Paralytic calcification and ossification of muscle, left ankle and foot
ICD10CM:M61.232	Paralytic calcification and ossification of muscle, left forearm
ICD10CM:M61.242	Paralytic calcification and ossification of muscle, left hand
ICD10CM:M61.262	Paralytic calcification and ossification of muscle, left lower leg
ICD10CM:M61.212	Paralytic calcification and ossification of muscle, left shoulder
ICD10CM:M61.252	Paralytic calcification and ossification of muscle, left thigh
ICD10CM:M61.222	Paralytic calcification and ossification of muscle, left upper arm
ICD10CM:M61.26	Paralytic calcification and ossification of muscle, lower leg
ICD10CM:M61.29	Paralytic calcification and ossification of muscle, multiple sites
ICD10CM:M61.28	Paralytic calcification and ossification of muscle, other site
ICD10CM:M61.271	Paralytic calcification and ossification of muscle, right ankle and foot
ICD10CM:M61.231	Paralytic calcification and ossification of muscle, right forearm
ICD10CM:M61.241	Paralytic calcification and ossification of muscle, right hand
ICD10CM:M61.261	Paralytic calcification and ossification of muscle, right lower leg
ICD10CM:M61.211	Paralytic calcification and ossification of muscle, right shoulder
ICD10CM:M61.251	Paralytic calcification and ossification of muscle, right thigh
ICD10CM:M61.221	Paralytic calcification and ossification of muscle, right upper arm
ICD10CM:M61.21	Paralytic calcification and ossification of muscle, shoulder
ICD10CM:M61.25	Paralytic calcification and ossification of muscle, thigh
ICD10CM:M61.279	Paralytic calcification and ossification of muscle, unspecified ankle and foot
ICD10CM:M61.239	Paralytic calcification and ossification of muscle, unspecified forearm
ICD10CM:M61.249	Paralytic calcification and ossification of muscle, unspecified hand
ICD10CM:M61.269	Paralytic calcification and ossification of muscle, unspecified lower leg
ICD10CM:M61.219	Paralytic calcification and ossification of muscle, unspecified shoulder
ICD10CM:M61.20	Paralytic calcification and ossification of muscle, unspecified site
ICD10CM:M61.259	Paralytic calcification and ossification of muscle, unspecified thigh
ICD10CM:M61.229	Paralytic calcification and ossification of muscle, unspecified upper arm
ICD10CM:M61.22	Paralytic calcification and ossification of muscle, upper arm
ICD10CM:H02.15	Paralytic ectropion of eyelid
ICD10CM:H02.156	Paralytic ectropion of left eye, unspecified eyelid
ICD10CM:H02.155	Paralytic ectropion of left lower eyelid
ICD10CM:H02.154	Paralytic ectropion of left upper eyelid
ICD10CM:H02.153	Paralytic ectropion of right eye, unspecified eyelid
ICD10CM:H02.152	Paralytic ectropion of right lower eyelid
ICD10CM:H02.151	Paralytic ectropion of right upper eyelid
ICD10CM:H02.159	Paralytic ectropion of unspecified eye, unspecified eyelid
ICD10CM:K56	Paralytic ileus and intestinal obstruction without hernia
ICD10CM:H02.236	Paralytic lagophthalmos left eye, unspecified eyelid
ICD10CM:H02.23B	Paralytic lagophthalmos left eye, upper and lower eyelids
ICD10CM:H02.235	Paralytic lagophthalmos left lower eyelid
ICD10CM:H02.234	Paralytic lagophthalmos left upper eyelid
ICD10CM:H02.233	Paralytic lagophthalmos right eye, unspecified eyelid
ICD10CM:H02.23A	Paralytic lagophthalmos right eye, upper and lower eyelids
ICD10CM:H02.232	Paralytic lagophthalmos right lower eyelid
ICD10CM:H02.231	Paralytic lagophthalmos right upper eyelid
ICD10CM:H02.239	Paralytic lagophthalmos unspecified eye, unspecified eyelid
ICD10CM:H02.23C	Paralytic lagophthalmos, bilateral, upper and lower eyelids
ICD10CM:H02.433	Paralytic ptosis of bilateral eyelids
ICD10CM:H02.43	Paralytic ptosis of eyelid
ICD10CM:H02.432	Paralytic ptosis of left eyelid
ICD10CM:H02.431	Paralytic ptosis of right eyelid
ICD10CM:H02.439	Paralytic ptosis unspecified eyelid
ICD10CM:G83.9	Paralytic syndrome, unspecified
ICD10CM:G13.0	Paraneoplastic neuromyopathy and neuropathy
ICD10CM:F65.9	Paraphilia, unspecified
ICD10CM:F65	Paraphilias
ICD10CM:G82	Paraplegia (paraparesis) and quadriplegia (quadriparesis)
ICD10CM:G82.21	Paraplegia, complete
ICD10CM:G82.22	Paraplegia, incomplete
ICD10CM:G82.20	Paraplegia, unspecified
ICD10CM:B08.60	Parapoxvirus infection, unspecified
ICD10CM:B08.6	Parapoxvirus infections
ICD10CM:L41.9	Parapsoriasis, unspecified
ICD10CM:I71.31	Pararenal abdominal aortic aneurysm, ruptured
ICD10CM:I71.41	Pararenal abdominal aortic aneurysm, without rupture
ICD10CM:H21.33	Parasitic cyst of iris, ciliary body or anterior chamber
ICD10CM:H21.333	Parasitic cyst of iris, ciliary body or anterior chamber, bilateral
ICD10CM:H21.332	Parasitic cyst of iris, ciliary body or anterior chamber, left eye
ICD10CM:H21.331	Parasitic cyst of iris, ciliary body or anterior chamber, right eye
ICD10CM:H21.339	Parasitic cyst of iris, ciliary body or anterior chamber, unspecified eye
ICD10CM:H33.12	Parasitic cyst of retina
ICD10CM:H33.123	Parasitic cyst of retina, bilateral
ICD10CM:H33.122	Parasitic cyst of retina, left eye
ICD10CM:H33.121	Parasitic cyst of retina, right eye
ICD10CM:H33.129	Parasitic cyst of retina, unspecified eye
ICD10CM:H44.12	Parasitic endophthalmitis, unspecified
ICD10CM:H44.123	Parasitic endophthalmitis, unspecified, bilateral
ICD10CM:H44.122	Parasitic endophthalmitis, unspecified, left eye
ICD10CM:H44.121	Parasitic endophthalmitis, unspecified, right eye
ICD10CM:H44.129	Parasitic endophthalmitis, unspecified, unspecified eye
ICD10CM:G47.5	Parasomnia
ICD10CM:G47.54	Parasomnia in conditions classified elsewhere
ICD10CM:G47.50	Parasomnia, unspecified
ICD10CM:A01.1	Paratyphoid fever A
ICD10CM:A01.2	Paratyphoid fever B
ICD10CM:A01.3	Paratyphoid fever C
ICD10CM:A01.4	Paratyphoid fever, unspecified
ICD10CM:B08.04	Paravaccinia, unspecified
ICD10CM:I71.52	Paravisceral aneurysm of the thoracoabdominal aorta, ruptured
ICD10CM:I71.62	Paravisceral aneurysm of the thoracoabdominal aorta, without rupture
ICD10CM:H52.523	Paresis of accommodation, bilateral
ICD10CM:H52.522	Paresis of accommodation, left eye
ICD10CM:H52.521	Paresis of accommodation, right eye
ICD10CM:H52.529	Paresis of accommodation, unspecified eye
ICD10CM:G20.B	Parkinson's disease with dyskinesia
ICD10CM:G20.B2	Parkinson's disease with dyskinesia, with fluctuations
ICD10CM:G20.B1	Parkinson's disease with dyskinesia, without mention of fluctuations
ICD10CM:G20.A	Parkinson's disease without dyskinesia
ICD10CM:G20.A2	Parkinson's disease without dyskinesia, with fluctuations
ICD10CM:G20.A1	Parkinson's disease without dyskinesia, without mention of fluctuations
ICD10CM:G20.C	Parkinsonism, unspecified
ICD10CM:I47	Paroxysmal tachycardia
ICD10CM:I47.9	Paroxysmal tachycardia, unspecified
ICD10CM:Q21.21	Partial atrioventricular septal defect
ICD10CM:Q51.22	Partial doubling of uterus
ICD10CM:K56.600	Partial intestinal obstruction, unspecified as to cause
ICD10CM:H74.32	Partial loss of ear ossicles
ICD10CM:H74.323	Partial loss of ear ossicles, bilateral
ICD10CM:H74.322	Partial loss of ear ossicles, left ear
ICD10CM:H74.321	Partial loss of ear ossicles, right ear
ICD10CM:H74.329	Partial loss of ear ossicles, unspecified ear
ICD10CM:K08.4	Partial loss of teeth
ICD10CM:K08.43	Partial loss of teeth due to caries
ICD10CM:K08.431	Partial loss of teeth due to caries, class I
ICD10CM:K08.432	Partial loss of teeth due to caries, class II
ICD10CM:K08.433	Partial loss of teeth due to caries, class III
ICD10CM:K08.434	Partial loss of teeth due to caries, class IV
ICD10CM:K08.439	Partial loss of teeth due to caries, unspecified class
ICD10CM:K08.49	Partial loss of teeth due to other specified cause
ICD10CM:K08.491	Partial loss of teeth due to other specified cause, class I
ICD10CM:K08.492	Partial loss of teeth due to other specified cause, class II
ICD10CM:K08.493	Partial loss of teeth due to other specified cause, class III
ICD10CM:K08.494	Partial loss of teeth due to other specified cause, class IV
ICD10CM:K08.499	Partial loss of teeth due to other specified cause, unspecified class
ICD10CM:K08.42	Partial loss of teeth due to periodontal diseases
ICD10CM:K08.421	Partial loss of teeth due to periodontal diseases, class I
ICD10CM:K08.422	Partial loss of teeth due to periodontal diseases, class II
ICD10CM:K08.423	Partial loss of teeth due to periodontal diseases, class III
ICD10CM:K08.424	Partial loss of teeth due to periodontal diseases, class IV
ICD10CM:K08.429	Partial loss of teeth due to periodontal diseases, unspecified class
ICD10CM:K08.41	Partial loss of teeth due to trauma
ICD10CM:K08.411	Partial loss of teeth due to trauma, class I
ICD10CM:K08.412	Partial loss of teeth due to trauma, class II
ICD10CM:K08.413	Partial loss of teeth due to trauma, class III
ICD10CM:K08.414	Partial loss of teeth due to trauma, class IV
ICD10CM:K08.419	Partial loss of teeth due to trauma, unspecified class
ICD10CM:K08.40	Partial loss of teeth, unspecified cause
ICD10CM:K08.401	Partial loss of teeth, unspecified cause, class I
ICD10CM:K08.402	Partial loss of teeth, unspecified cause, class II
ICD10CM:K08.403	Partial loss of teeth, unspecified cause, class III
ICD10CM:K08.404	Partial loss of teeth, unspecified cause, class IV
ICD10CM:K08.409	Partial loss of teeth, unspecified cause, unspecified class
ICD10CM:M89.158	Partial physeal arrest, left distal femur
ICD10CM:M89.128	Partial physeal arrest, left distal humerus
ICD10CM:M89.134	Partial physeal arrest, left distal radius
ICD10CM:M89.167	Partial physeal arrest, left distal tibia
ICD10CM:M89.154	Partial physeal arrest, left proximal femur
ICD10CM:M89.124	Partial physeal arrest, left proximal humerus
ICD10CM:M89.163	Partial physeal arrest, left proximal tibia
