class,exact_match
http://purl.obolibrary.org/obo/MONDO_0800086,http://www.orpha.net/ORDO/Orphanet_93441
http://purl.obolibrary.org/obo/MONDO_0013596,https://omim.org/entry/614157
http://purl.obolibrary.org/obo/MONDO_0017151,http://www.orpha.net/ORDO/Orphanet_275798
http://purl.obolibrary.org/obo/MONDO_0017151,http://identifiers.org/snomedct/697903007
http://purl.obolibrary.org/obo/MONDO_0024293,https://omim.org/entry/175020
http://purl.obolibrary.org/obo/MONDO_0017542,http://www.orpha.net/ORDO/Orphanet_295185
http://purl.obolibrary.org/obo/MONDO_0015503,http://purl.obolibrary.org/obo/mondo/sources/icd11foundation/484839707
http://purl.obolibrary.org/obo/MONDO_0015503,http://www.orpha.net/ORDO/Orphanet_156246
http://purl.obolibrary.org/obo/MONDO_0035541,http://www.orpha.net/ORDO/Orphanet_573253
http://purl.obolibrary.org/obo/MONDO_0017652,http://www.orpha.net/ORDO/Orphanet_306753
http://purl.obolibrary.org/obo/MONDO_0000411,http://purl.obolibrary.org/obo/DOID_0050701
http://purl.obolibrary.org/obo/MONDO_0019275,http://www.orpha.net/ORDO/Orphanet_79360
http://purl.obolibrary.org/obo/MONDO_0006516,http://purl.bioontology.org/ontology/ICD10CM/M62.84
http://purl.obolibrary.org/obo/MONDO_0006516,http://identifiers.org/mesh/D055948
http://purl.obolibrary.org/obo/MONDO_0003998,http://purl.obolibrary.org/obo/NCIT_C40257
http://purl.obolibrary.org/obo/MONDO_0003998,http://purl.obolibrary.org/obo/DOID_6809
http://purl.obolibrary.org/obo/MONDO_0015887,http://www.orpha.net/ORDO/Orphanet_181376
http://purl.obolibrary.org/obo/MONDO_0015960,http://www.orpha.net/ORDO/Orphanet_183530
http://purl.obolibrary.org/obo/MONDO_0016403,http://www.orpha.net/ORDO/Orphanet_225703
http://purl.obolibrary.org/obo/MONDO_0019744,http://www.orpha.net/ORDO/Orphanet_93603
http://purl.obolibrary.org/obo/MONDO_0044252,https://omim.org/entry/210750
http://purl.obolibrary.org/obo/MONDO_0033334,http://www.orpha.net/ORDO/Orphanet_435606
http://purl.obolibrary.org/obo/MONDO_0015918,http://www.orpha.net/ORDO/Orphanet_182070
http://purl.obolibrary.org/obo/MONDO_0015115,http://www.orpha.net/ORDO/Orphanet_101940
http://purl.obolibrary.org/obo/MONDO_0020591,http://identifiers.org/mesh/D010532
http://purl.obolibrary.org/obo/MONDO_0020591,http://purl.obolibrary.org/obo/NCIT_C26848
http://purl.obolibrary.org/obo/MONDO_0020591,http://identifiers.org/snomedct/66579008
http://purl.obolibrary.org/obo/MONDO_0015227,http://www.orpha.net/ORDO/Orphanet_109011
http://purl.obolibrary.org/obo/MONDO_0000798,http://purl.obolibrary.org/obo/DOID_0060523
http://purl.obolibrary.org/obo/MONDO_0018574,http://www.orpha.net/ORDO/Orphanet_436151
http://purl.obolibrary.org/obo/MONDO_0015858,http://www.orpha.net/ORDO/Orphanet_180202
http://purl.obolibrary.org/obo/MONDO_0020157,http://www.orpha.net/ORDO/Orphanet_98566
http://purl.obolibrary.org/obo/MONDO_0007468,https://omim.org/entry/126410
http://purl.obolibrary.org/obo/MONDO_0000747,http://identifiers.org/mesh/D006554
http://purl.obolibrary.org/obo/MONDO_0000747,http://purl.obolibrary.org/obo/NCIT_C118375
http://purl.obolibrary.org/obo/MONDO_0000747,http://identifiers.org/snomedct/396347007
http://purl.obolibrary.org/obo/MONDO_0000747,http://purl.obolibrary.org/obo/DOID_0060321
http://purl.obolibrary.org/obo/MONDO_0004632,http://purl.obolibrary.org/obo/DOID_8651
http://purl.obolibrary.org/obo/MONDO_0004632,http://identifiers.org/snomedct/118602004
http://purl.obolibrary.org/obo/MONDO_0004632,http://purl.obolibrary.org/obo/NCIT_C6914
http://purl.obolibrary.org/obo/MONDO_0029051,http://www.orpha.net/ORDO/Orphanet_280654
http://purl.obolibrary.org/obo/MONDO_0020269,http://www.orpha.net/ORDO/Orphanet_98699
http://purl.obolibrary.org/obo/MONDO_0020106,http://www.orpha.net/ORDO/Orphanet_98372
http://purl.obolibrary.org/obo/MONDO_0018796,http://www.orpha.net/ORDO/Orphanet_477797
http://purl.obolibrary.org/obo/MONDO_0007578,https://omim.org/entry/133260
http://purl.obolibrary.org/obo/MONDO_0007578,http://identifiers.org/mesh/C049262
http://purl.obolibrary.org/obo/MONDO_0000857,http://purl.obolibrary.org/obo/DOID_0080069
http://purl.obolibrary.org/obo/MONDO_0020734,https://omim.org/entry/612874
http://purl.obolibrary.org/obo/MONDO_0007731,https://omim.org/entry/142770
http://purl.obolibrary.org/obo/MONDO_0008085,https://omim.org/entry/162380
http://purl.obolibrary.org/obo/MONDO_0008085,http://identifiers.org/mesh/C563517
http://purl.obolibrary.org/obo/MONDO_0020218,http://www.orpha.net/ORDO/Orphanet_98633
http://purl.obolibrary.org/obo/MONDO_0020218,http://identifiers.org/snomedct/251730004
http://purl.obolibrary.org/obo/MONDO_0017036,http://www.orpha.net/ORDO/Orphanet_264955
http://purl.obolibrary.org/obo/MONDO_0024348,http://identifiers.org/snomedct/400201008
http://purl.obolibrary.org/obo/MONDO_0026189,http://www.orpha.net/ORDO/Orphanet_183576
http://purl.obolibrary.org/obo/MONDO_0016180,http://www.orpha.net/ORDO/Orphanet_209016
http://purl.obolibrary.org/obo/MONDO_0015652,http://www.orpha.net/ORDO/Orphanet_166469
http://purl.obolibrary.org/obo/MONDO_0034962,http://www.orpha.net/ORDO/Orphanet_519343
http://purl.obolibrary.org/obo/MONDO_0020084,http://www.orpha.net/ORDO/Orphanet_98291
http://purl.obolibrary.org/obo/MONDO_0026150,http://www.orpha.net/ORDO/Orphanet_183438
http://purl.obolibrary.org/obo/MONDO_0019298,http://www.orpha.net/ORDO/Orphanet_79384
http://purl.obolibrary.org/obo/MONDO_0017709,http://purl.obolibrary.org/obo/mondo/sources/icd11foundation/1858691234
http://purl.obolibrary.org/obo/MONDO_0017709,http://www.orpha.net/ORDO/Orphanet_309028
http://purl.obolibrary.org/obo/MONDO_0035426,http://www.orpha.net/ORDO/Orphanet_565779
http://purl.obolibrary.org/obo/MONDO_0020194,http://www.orpha.net/ORDO/Orphanet_98604
http://purl.obolibrary.org/obo/MONDO_0020033,http://www.orpha.net/ORDO/Orphanet_98059
http://purl.obolibrary.org/obo/MONDO_0044746,http://purl.bioontology.org/ontology/ICD10CM/A20-A28
http://purl.obolibrary.org/obo/MONDO_0044746,http://purl.obolibrary.org/obo/NCIT_C35373
http://purl.obolibrary.org/obo/MONDO_0034028,http://www.orpha.net/ORDO/Orphanet_465508
http://purl.obolibrary.org/obo/MONDO_0020313,http://purl.obolibrary.org/obo/mondo/sources/icd11foundation/855969668
http://purl.obolibrary.org/obo/MONDO_0020313,http://www.orpha.net/ORDO/Orphanet_98825
http://purl.obolibrary.org/obo/MONDO_0000348,http://purl.obolibrary.org/obo/DOID_0050537
http://purl.obolibrary.org/obo/MONDO_0016589,http://www.orpha.net/ORDO/Orphanet_247198
http://purl.obolibrary.org/obo/MONDO_0011378,https://omim.org/entry/603855
http://purl.obolibrary.org/obo/MONDO_0019049,http://www.orpha.net/ORDO/Orphanet_68363
http://purl.obolibrary.org/obo/MONDO_0021198,http://www.orpha.net/ORDO/Orphanet_98053
http://purl.obolibrary.org/obo/MONDO_0017022,http://www.orpha.net/ORDO/Orphanet_264709
http://purl.obolibrary.org/obo/MONDO_0035862,http://www.orpha.net/ORDO/Orphanet_611314
http://purl.obolibrary.org/obo/MONDO_0015955,http://www.orpha.net/ORDO/Orphanet_183512
http://purl.obolibrary.org/obo/MONDO_0015897,http://www.orpha.net/ORDO/Orphanet_181408
http://purl.obolibrary.org/obo/MONDO_0015904,http://www.orpha.net/ORDO/Orphanet_181431
http://purl.obolibrary.org/obo/MONDO_0008204,http://identifiers.org/mesh/C536307
http://purl.obolibrary.org/obo/MONDO_0008204,https://omim.org/entry/168850
http://purl.obolibrary.org/obo/MONDO_0044247,https://omim.org/entry/167700
http://purl.obolibrary.org/obo/MONDO_0024996,https://omim.org/entry/276905
http://purl.obolibrary.org/obo/MONDO_0000784,http://purl.obolibrary.org/obo/DOID_0060509
http://purl.obolibrary.org/obo/MONDO_0018200,http://www.orpha.net/ORDO/Orphanet_363567
http://purl.obolibrary.org/obo/MONDO_0015124,http://www.orpha.net/ORDO/Orphanet_101954
http://purl.obolibrary.org/obo/MONDO_0957001,http://www.orpha.net/ORDO/Orphanet_183481
http://purl.obolibrary.org/obo/MONDO_0035001,http://www.orpha.net/ORDO/Orphanet_520814
http://purl.obolibrary.org/obo/MONDO_0040797,http://identifiers.org/snomedct/128187005
http://purl.obolibrary.org/obo/MONDO_0040797,http://identifiers.org/mesh/D014653
http://purl.obolibrary.org/obo/MONDO_0021059,http://purl.obolibrary.org/obo/NCIT_C27571
http://purl.obolibrary.org/obo/MONDO_0015882,http://www.orpha.net/ORDO/Orphanet_180824
http://purl.obolibrary.org/obo/MONDO_0007816,https://omim.org/entry/146850
http://purl.obolibrary.org/obo/MONDO_0020005,http://www.orpha.net/ORDO/Orphanet_97978
http://purl.obolibrary.org/obo/MONDO_0015361,http://www.orpha.net/ORDO/Orphanet_140459
http://purl.obolibrary.org/obo/MONDO_0018532,http://www.orpha.net/ORDO/Orphanet_424943
http://purl.obolibrary.org/obo/MONDO_0100343,http://www.orpha.net/ORDO/Orphanet_93604
http://purl.obolibrary.org/obo/MONDO_0019505,http://www.orpha.net/ORDO/Orphanet_88637
http://purl.obolibrary.org/obo/MONDO_0017797,http://www.orpha.net/ORDO/Orphanet_314425
http://purl.obolibrary.org/obo/MONDO_0006600,http://identifiers.org/snomedct/414032001
http://purl.obolibrary.org/obo/MONDO_0000866,http://purl.obolibrary.org/obo/NCIT_C114705
http://purl.obolibrary.org/obo/MONDO_0000866,http://purl.obolibrary.org/obo/DOID_0080108
http://purl.obolibrary.org/obo/MONDO_0000866,http://identifiers.org/mesh/D009212
http://purl.obolibrary.org/obo/MONDO_0000866,http://purl.bioontology.org/ontology/ICD10CM/R82.1
http://purl.obolibrary.org/obo/MONDO_0020091,http://www.orpha.net/ORDO/Orphanet_98343
http://purl.obolibrary.org/obo/MONDO_0018386,http://www.orpha.net/ORDO/Orphanet_399572
http://purl.obolibrary.org/obo/MONDO_0044284,https://omim.org/entry/616089
http://purl.obolibrary.org/obo/MONDO_0016326,http://www.orpha.net/ORDO/Orphanet_217581
http://purl.obolibrary.org/obo/MONDO_0018496,http://www.orpha.net/ORDO/Orphanet_423655
http://purl.obolibrary.org/obo/MONDO_0044233,https://omim.org/entry/139400
http://purl.obolibrary.org/obo/MONDO_0020180,http://www.orpha.net/ORDO/Orphanet_98590
http://purl.obolibrary.org/obo/MONDO_0015619,http://www.orpha.net/ORDO/Orphanet_165704
http://purl.obolibrary.org/obo/MONDO_0016599,http://www.orpha.net/ORDO/Orphanet_247511
http://purl.obolibrary.org/obo/MONDO_0016436,http://www.orpha.net/ORDO/Orphanet_228224
http://purl.obolibrary.org/obo/MONDO_0012424,https://omim.org/entry/610157
http://purl.obolibrary.org/obo/MONDO_0015110,http://www.orpha.net/ORDO/Orphanet_101934
http://purl.obolibrary.org/obo/MONDO_0017718,http://www.orpha.net/ORDO/Orphanet_309136
http://purl.obolibrary.org/obo/MONDO_0016250,http://www.orpha.net/ORDO/Orphanet_213528
http://purl.obolibrary.org/obo/MONDO_0020042,http://www.orpha.net/ORDO/Orphanet_98087
http://purl.obolibrary.org/obo/MONDO_0015222,http://www.orpha.net/ORDO/Orphanet_108995
http://purl.obolibrary.org/obo/MONDO_0017828,http://www.orpha.net/ORDO/Orphanet_314822
http://purl.obolibrary.org/obo/MONDO_0020152,http://www.orpha.net/ORDO/Orphanet_98561
http://purl.obolibrary.org/obo/MONDO_0015332,http://www.orpha.net/ORDO/Orphanet_139030
http://purl.obolibrary.org/obo/MONDO_0016325,http://www.orpha.net/ORDO/Orphanet_217572
http://purl.obolibrary.org/obo/MONDO_0018779,http://www.orpha.net/ORDO/Orphanet_476403
http://purl.obolibrary.org/obo/MONDO_0020101,http://www.orpha.net/ORDO/Orphanet_98364
http://purl.obolibrary.org/obo/MONDO_0020101,http://identifiers.org/snomedct/111575000
http://purl.obolibrary.org/obo/MONDO_0020101,http://purl.obolibrary.org/obo/NCIT_C101218
http://purl.obolibrary.org/obo/MONDO_0018791,http://www.orpha.net/ORDO/Orphanet_477768
http://purl.obolibrary.org/obo/MONDO_0018290,http://www.orpha.net/ORDO/Orphanet_371183
http://purl.obolibrary.org/obo/MONDO_0016398,http://www.orpha.net/ORDO/Orphanet_225686
http://purl.obolibrary.org/obo/MONDO_0017031,http://www.orpha.net/ORDO/Orphanet_264762
http://purl.obolibrary.org/obo/MONDO_0000991,http://identifiers.org/snomedct/4973001
http://purl.obolibrary.org/obo/MONDO_0000991,http://identifiers.org/snomedct/63467002
http://purl.obolibrary.org/obo/MONDO_0000991,http://purl.obolibrary.org/obo/DOID_10272
http://purl.obolibrary.org/obo/MONDO_0017693,http://www.orpha.net/ORDO/Orphanet_308520
http://purl.obolibrary.org/obo/MONDO_0035561,http://www.orpha.net/ORDO/Orphanet_576356
http://purl.obolibrary.org/obo/MONDO_0006475,http://purl.obolibrary.org/obo/NCIT_C27892
http://purl.obolibrary.org/obo/MONDO_0007801,https://omim.org/entry/146400
http://purl.obolibrary.org/obo/MONDO_0007801,http://identifiers.org/mesh/C564144
http://purl.obolibrary.org/obo/MONDO_0017129,http://www.orpha.net/ORDO/Orphanet_271841
http://purl.obolibrary.org/obo/MONDO_0019183,http://www.orpha.net/ORDO/Orphanet_77830
http://purl.obolibrary.org/obo/MONDO_0012461,https://omim.org/entry/610269
http://purl.obolibrary.org/obo/MONDO_0018579,http://www.orpha.net/ORDO/Orphanet_438072
http://purl.obolibrary.org/obo/MONDO_0019117,http://www.orpha.net/ORDO/Orphanet_71859
http://purl.obolibrary.org/obo/MONDO_0015913,http://www.orpha.net/ORDO/Orphanet_182054
http://purl.obolibrary.org/obo/MONDO_0034943,http://www.orpha.net/ORDO/Orphanet_519304
http://purl.obolibrary.org/obo/MONDO_0019300,http://www.orpha.net/ORDO/Orphanet_79386
http://purl.obolibrary.org/obo/MONDO_0018188,http://www.orpha.net/ORDO/Orphanet_363314
http://purl.obolibrary.org/obo/MONDO_0000779,http://purl.obolibrary.org/obo/DOID_0060504
http://purl.obolibrary.org/obo/MONDO_0200001,https://omim.org/entry/118840
http://purl.obolibrary.org/obo/MONDO_0000742,http://identifiers.org/snomedct/95892003
http://purl.obolibrary.org/obo/MONDO_0000742,http://purl.obolibrary.org/obo/DOID_0060314
http://purl.obolibrary.org/obo/MONDO_0007602,https://omim.org/entry/134700
http://purl.obolibrary.org/obo/MONDO_0060593,https://omim.org/entry/617749
http://purl.obolibrary.org/obo/MONDO_0018729,http://www.orpha.net/ORDO/Orphanet_459543
http://purl.obolibrary.org/obo/MONDO_0019044,http://www.orpha.net/ORDO/Orphanet_68347
http://purl.obolibrary.org/obo/MONDO_0000801,http://purl.obolibrary.org/obo/DOID_0060526
http://purl.obolibrary.org/obo/MONDO_0045029,http://identifiers.org/snomedct/59258008
http://purl.obolibrary.org/obo/MONDO_0044270,https://omim.org/entry/601816
http://purl.obolibrary.org/obo/MONDO_0016645,http://www.orpha.net/ORDO/Orphanet_250908
http://purl.obolibrary.org/obo/MONDO_0017643,http://www.orpha.net/ORDO/Orphanet_306708
http://purl.obolibrary.org/obo/MONDO_0015950,http://www.orpha.net/ORDO/Orphanet_183487
http://purl.obolibrary.org/obo/MONDO_0035785,http://www.orpha.net/ORDO/Orphanet_600993
http://purl.obolibrary.org/obo/MONDO_0017085,http://www.orpha.net/ORDO/Orphanet_268843
http://purl.obolibrary.org/obo/MONDO_0010034,https://omim.org/entry/270350
http://purl.obolibrary.org/obo/MONDO_0015878,http://www.orpha.net/ORDO/Orphanet_180772
http://purl.obolibrary.org/obo/MONDO_0018232,http://www.orpha.net/ORDO/Orphanet_364536
http://purl.obolibrary.org/obo/MONDO_0020177,http://www.orpha.net/ORDO/Orphanet_98586
http://purl.obolibrary.org/obo/MONDO_0018344,http://www.orpha.net/ORDO/Orphanet_397755
http://purl.obolibrary.org/obo/MONDO_0016335,http://www.orpha.net/ORDO/Orphanet_217613
http://purl.obolibrary.org/obo/MONDO_0016997,http://www.orpha.net/ORDO/Orphanet_263676
http://purl.obolibrary.org/obo/MONDO_0044242,https://omim.org/entry/159420
http://purl.obolibrary.org/obo/MONDO_0020627,https://omim.org/phenotypicSeries/PS617711
http://purl.obolibrary.org/obo/MONDO_0024145,http://www.orpha.net/ORDO/Orphanet_138041
http://purl.obolibrary.org/obo/MONDO_0019513,http://www.orpha.net/ORDO/Orphanet_88993
http://purl.obolibrary.org/obo/MONDO_0019513,http://purl.obolibrary.org/obo/mondo/sources/icd11foundation/1999264345
http://purl.obolibrary.org/obo/MONDO_0016495,http://www.orpha.net/ORDO/Orphanet_231419
http://purl.obolibrary.org/obo/MONDO_0020287,http://www.orpha.net/ORDO/Orphanet_98719
http://purl.obolibrary.org/obo/MONDO_0018454,http://www.orpha.net/ORDO/Orphanet_404568
http://purl.obolibrary.org/obo/MONDO_0011763,https://omim.org/entry/607044
http://purl.obolibrary.org/obo/MONDO_0800092,http://www.orpha.net/ORDO/Orphanet_498445
http://purl.obolibrary.org/obo/MONDO_0007348,https://omim.org/entry/120080
http://purl.obolibrary.org/obo/MONDO_0019750,http://www.orpha.net/ORDO/Orphanet_93626
http://purl.obolibrary.org/obo/MONDO_0017166,http://www.orpha.net/ORDO/Orphanet_276142
http://purl.obolibrary.org/obo/MONDO_0018788,http://www.orpha.net/ORDO/Orphanet_477759
http://purl.obolibrary.org/obo/MONDO_0008126,https://omim.org/entry/164891
http://purl.obolibrary.org/obo/MONDO_0016134,http://www.orpha.net/ORDO/Orphanet_207021
http://purl.obolibrary.org/obo/MONDO_0026170,http://www.orpha.net/ORDO/Orphanet_183506
http://purl.obolibrary.org/obo/MONDO_0015106,http://www.orpha.net/ORDO/Orphanet_101433
http://purl.obolibrary.org/obo/MONDO_0020208,http://www.orpha.net/ORDO/Orphanet_98620
http://purl.obolibrary.org/obo/MONDO_0019589,http://purl.obolibrary.org/obo/mondo/sources/icd11foundation/186534168
http://purl.obolibrary.org/obo/MONDO_0019589,http://www.orpha.net/ORDO/Orphanet_90642
http://purl.obolibrary.org/obo/MONDO_0019589,http://identifiers.org/snomedct/232333009
http://purl.obolibrary.org/obo/MONDO_0020038,http://www.orpha.net/ORDO/Orphanet_98074
http://purl.obolibrary.org/obo/MONDO_0015218,http://www.orpha.net/ORDO/Orphanet_108987
http://purl.obolibrary.org/obo/MONDO_0000789,http://purl.obolibrary.org/obo/DOID_0060514
http://purl.obolibrary.org/obo/MONDO_0007649,https://omim.org/entry/137220
http://purl.obolibrary.org/obo/MONDO_0035556,http://www.orpha.net/ORDO/Orphanet_576235
http://purl.obolibrary.org/obo/MONDO_0019699,http://purl.obolibrary.org/obo/mondo/sources/icd11foundation/691657602
http://purl.obolibrary.org/obo/MONDO_0019699,http://www.orpha.net/ORDO/Orphanet_93440
http://purl.obolibrary.org/obo/MONDO_0020148,http://www.orpha.net/ORDO/Orphanet_98557
http://purl.obolibrary.org/obo/MONDO_0015328,http://purl.obolibrary.org/obo/NCIT_C34432
http://purl.obolibrary.org/obo/MONDO_0015328,http://www.orpha.net/ORDO/Orphanet_139012
http://purl.obolibrary.org/obo/MONDO_0017963,http://www.orpha.net/ORDO/Orphanet_325093
http://purl.obolibrary.org/obo/MONDO_0029042,http://purl.obolibrary.org/obo/DOID_0111145
http://purl.obolibrary.org/obo/MONDO_0043005,http://www.orpha.net/ORDO/Orphanet_183533
http://purl.obolibrary.org/obo/MONDO_0035645,http://www.orpha.net/ORDO/Orphanet_589746
http://purl.obolibrary.org/obo/MONDO_0018286,http://www.orpha.net/ORDO/Orphanet_371064
http://purl.obolibrary.org/obo/MONDO_0020209,http://www.orpha.net/ORDO/Orphanet_98621
http://purl.obolibrary.org/obo/MONDO_0009930,http://www.orpha.net/ORDO/Orphanet_2038
http://purl.obolibrary.org/obo/MONDO_0009930,http://purl.obolibrary.org/obo/NCIT_C99029
http://purl.obolibrary.org/obo/MONDO_0009930,http://identifiers.org/snomedct/303070000
http://purl.obolibrary.org/obo/MONDO_0009930,http://purl.obolibrary.org/obo/mondo/sources/icd11foundation/913404991
http://purl.obolibrary.org/obo/MONDO_0009930,https://omim.org/entry/265140
http://purl.obolibrary.org/obo/MONDO_0009930,http://identifiers.org/mesh/C562404
http://purl.obolibrary.org/obo/MONDO_0018396,http://www.orpha.net/ORDO/Orphanet_399824
http://purl.obolibrary.org/obo/MONDO_0018036,http://www.orpha.net/ORDO/Orphanet_331220
http://purl.obolibrary.org/obo/MONDO_0017027,http://www.orpha.net/ORDO/Orphanet_264740
http://purl.obolibrary.org/obo/MONDO_0015975,http://www.orpha.net/ORDO/Orphanet_183663
http://purl.obolibrary.org/obo/MONDO_0016320,http://www.orpha.net/ORDO/Orphanet_217454
http://purl.obolibrary.org/obo/MONDO_0020614,https://omim.org/entry/111200
http://purl.obolibrary.org/obo/MONDO_0020075,http://www.orpha.net/ORDO/Orphanet_98267
http://purl.obolibrary.org/obo/MONDO_0016792,http://www.orpha.net/ORDO/Orphanet_254767
http://purl.obolibrary.org/obo/MONDO_0011750,https://omim.org/entry/606960
http://purl.obolibrary.org/obo/MONDO_0007583,http://identifiers.org/mesh/C563167
http://purl.obolibrary.org/obo/MONDO_0007583,https://omim.org/entry/133600
http://purl.obolibrary.org/obo/MONDO_0020185,http://www.orpha.net/ORDO/Orphanet_98595
http://purl.obolibrary.org/obo/MONDO_0019039,http://www.orpha.net/ORDO/Orphanet_68334
http://purl.obolibrary.org/obo/MONDO_0015144,http://www.orpha.net/ORDO/Orphanet_102005
http://purl.obolibrary.org/obo/MONDO_0029810,http://www.orpha.net/ORDO/Orphanet_300755
http://purl.obolibrary.org/obo/MONDO_0016121,http://www.orpha.net/ORDO/Orphanet_206973
http://purl.obolibrary.org/obo/MONDO_0016121,http://purl.obolibrary.org/obo/mondo/sources/icd11foundation/1916703439
http://purl.obolibrary.org/obo/MONDO_0015366,http://www.orpha.net/ORDO/Orphanet_140477
http://purl.obolibrary.org/obo/MONDO_0020023,http://www.orpha.net/ORDO/Orphanet_98045
http://purl.obolibrary.org/obo/MONDO_0015946,http://www.orpha.net/ORDO/Orphanet_183426
http://purl.obolibrary.org/obo/MONDO_0018118,http://www.orpha.net/ORDO/Orphanet_352306
http://purl.obolibrary.org/obo/MONDO_0020096,http://www.orpha.net/ORDO/Orphanet_98356
http://purl.obolibrary.org/obo/MONDO_0020245,http://www.orpha.net/ORDO/Orphanet_98667
http://purl.obolibrary.org/obo/MONDO_0018412,http://www.orpha.net/ORDO/Orphanet_400018
http://purl.obolibrary.org/obo/MONDO_0021028,http://www.orpha.net/ORDO/Orphanet_183454
http://purl.obolibrary.org/obo/MONDO_0054749,https://omim.org/entry/617885
http://purl.obolibrary.org/obo/MONDO_0044238,https://omim.org/entry/152600
http://purl.obolibrary.org/obo/MONDO_0024987,http://www.orpha.net/ORDO/Orphanet_156622
http://purl.obolibrary.org/obo/MONDO_0005190,http://purl.obolibrary.org/obo/DOID_9080
http://purl.obolibrary.org/obo/MONDO_0005190,http://identifiers.org/snomedct/190817009
http://purl.obolibrary.org/obo/MONDO_0005190,http://www.ebi.ac.uk/efo/EFO_0002616
http://purl.obolibrary.org/obo/MONDO_0014616,https://omim.org/entry/616392
http://purl.obolibrary.org/obo/MONDO_0035542,http://www.orpha.net/ORDO/Orphanet_573278
http://purl.obolibrary.org/obo/MONDO_0019305,http://www.orpha.net/ORDO/Orphanet_79391
http://purl.obolibrary.org/obo/MONDO_0015777,http://www.orpha.net/ORDO/Orphanet_177101
http://purl.obolibrary.org/obo/MONDO_0015130,http://www.orpha.net/ORDO/Orphanet_101963
http://purl.obolibrary.org/obo/MONDO_0020060,http://www.orpha.net/ORDO/Orphanet_98157
http://purl.obolibrary.org/obo/MONDO_0016678,http://www.orpha.net/ORDO/Orphanet_251535
http://purl.obolibrary.org/obo/MONDO_0016196,http://www.orpha.net/ORDO/Orphanet_209188
http://purl.obolibrary.org/obo/MONDO_0015983,http://www.orpha.net/ORDO/Orphanet_183763
http://purl.obolibrary.org/obo/MONDO_0034667,http://www.orpha.net/ORDO/Orphanet_498457
http://purl.obolibrary.org/obo/MONDO_0019657,http://www.orpha.net/ORDO/Orphanet_93221
http://purl.obolibrary.org/obo/MONDO_0020622,https://omim.org/entry/111800
http://purl.obolibrary.org/obo/MONDO_0016788,http://www.orpha.net/ORDO/Orphanet_254704
http://purl.obolibrary.org/obo/MONDO_0016788,http://identifiers.org/snomedct/766929007
http://purl.obolibrary.org/obo/MONDO_0015482,http://purl.obolibrary.org/obo/mondo/sources/icd11foundation/424177015
http://purl.obolibrary.org/obo/MONDO_0015482,http://www.orpha.net/ORDO/Orphanet_155896
http://purl.obolibrary.org/obo/MONDO_0020282,http://www.orpha.net/ORDO/Orphanet_98714
http://purl.obolibrary.org/obo/MONDO_0018295,http://www.orpha.net/ORDO/Orphanet_371212
http://purl.obolibrary.org/obo/MONDO_0002063,http://purl.obolibrary.org/obo/NCIT_C6977
http://purl.obolibrary.org/obo/MONDO_0002063,http://purl.obolibrary.org/obo/DOID_1634
http://purl.obolibrary.org/obo/MONDO_0018132,http://www.orpha.net/ORDO/Orphanet_352687
http://purl.obolibrary.org/obo/MONDO_0018132,http://purl.obolibrary.org/obo/DOID_0111229
http://purl.obolibrary.org/obo/MONDO_0020231,http://www.orpha.net/ORDO/Orphanet_98647
http://purl.obolibrary.org/obo/MONDO_0000806,http://purl.obolibrary.org/obo/DOID_0060531
http://purl.obolibrary.org/obo/MONDO_0019718,http://www.orpha.net/ORDO/Orphanet_93465
http://purl.obolibrary.org/obo/MONDO_0018377,http://www.orpha.net/ORDO/Orphanet_399185
http://purl.obolibrary.org/obo/MONDO_0044275,https://omim.org/entry/609338
http://purl.obolibrary.org/obo/MONDO_0020343,http://www.orpha.net/ORDO/Orphanet_98910
http://purl.obolibrary.org/obo/MONDO_0015711,http://purl.obolibrary.org/obo/mondo/sources/icd11foundation/29897844
http://purl.obolibrary.org/obo/MONDO_0015711,http://www.orpha.net/ORDO/Orphanet_169443
http://purl.obolibrary.org/obo/MONDO_0009317,http://purl.obolibrary.org/obo/DOID_0111867
http://purl.obolibrary.org/obo/MONDO_0009317,http://www.orpha.net/ORDO/Orphanet_1245
http://purl.obolibrary.org/obo/MONDO_0033056,http://www.orpha.net/ORDO/Orphanet_414726
http://purl.obolibrary.org/obo/MONDO_0017000,http://www.orpha.net/ORDO/Orphanet_263717
http://purl.obolibrary.org/obo/MONDO_0010470,https://omim.org/entry/300881
http://purl.obolibrary.org/obo/MONDO_0016117,http://www.orpha.net/ORDO/Orphanet_206953
http://purl.obolibrary.org/obo/MONDO_0001253,http://purl.obolibrary.org/obo/DOID_11282
http://purl.obolibrary.org/obo/MONDO_0001253,http://identifiers.org/snomedct/1135000
http://purl.obolibrary.org/obo/MONDO_0017273,http://www.orpha.net/ORDO/Orphanet_281241
http://purl.obolibrary.org/obo/MONDO_0010582,https://omim.org/entry/304900
http://purl.obolibrary.org/obo/MONDO_0010582,http://purl.obolibrary.org/obo/DOID_0081059
http://purl.obolibrary.org/obo/MONDO_0015933,http://www.orpha.net/ORDO/Orphanet_182121
http://purl.obolibrary.org/obo/MONDO_0024583,http://identifiers.org/mesh/D006547
http://purl.obolibrary.org/obo/MONDO_0024583,http://purl.bioontology.org/ontology/ICD10CM/K40-K46
http://purl.obolibrary.org/obo/MONDO_0024583,http://purl.obolibrary.org/obo/NCIT_C34685
