class,exact_match
http://purl.obolibrary.org/obo/MONDO_0017541,http://www.orpha.net/ORDO/Orphanet_295183
http://purl.obolibrary.org/obo/MONDO_0017651,http://www.orpha.net/ORDO/Orphanet_306750
http://purl.obolibrary.org/obo/MONDO_0044214,https://omim.org/entry/105570
http://purl.obolibrary.org/obo/MONDO_0037860,http://www.orpha.net/ORDO/Orphanet_98023
http://purl.obolibrary.org/obo/MONDO_0026141,http://www.orpha.net/ORDO/Orphanet_182734
http://purl.obolibrary.org/obo/MONDO_0015886,http://www.orpha.net/ORDO/Orphanet_181371
http://purl.obolibrary.org/obo/MONDO_0018699,http://www.orpha.net/ORDO/Orphanet_457059
http://purl.obolibrary.org/obo/MONDO_0020009,http://www.orpha.net/ORDO/Orphanet_98006
http://purl.obolibrary.org/obo/MONDO_0007632,https://omim.org/entry/136580
http://purl.obolibrary.org/obo/MONDO_0008415,https://omim.org/entry/181515
http://purl.obolibrary.org/obo/MONDO_0800085,http://www.orpha.net/ORDO/Orphanet_93453
http://purl.obolibrary.org/obo/MONDO_0800085,http://purl.obolibrary.org/obo/mondo/sources/icd11foundation/2114373392
http://purl.obolibrary.org/obo/MONDO_0018758,http://www.orpha.net/ORDO/Orphanet_466729
http://purl.obolibrary.org/obo/MONDO_0019743,http://www.orpha.net/ORDO/Orphanet_93593
http://purl.obolibrary.org/obo/MONDO_0044251,https://omim.org/entry/209800
http://purl.obolibrary.org/obo/MONDO_0035689,http://www.orpha.net/ORDO/Orphanet_596426
http://purl.obolibrary.org/obo/MONDO_0017984,http://www.orpha.net/ORDO/Orphanet_3267
http://purl.obolibrary.org/obo/MONDO_0017984,http://identifiers.org/snomedct/766884000
http://purl.obolibrary.org/obo/MONDO_0015502,http://www.orpha.net/ORDO/Orphanet_156243
http://purl.obolibrary.org/obo/MONDO_0019965,http://www.orpha.net/ORDO/Orphanet_97293
http://purl.obolibrary.org/obo/MONDO_0010595,http://www.ebi.ac.uk/efo/EFO_1001422
http://purl.obolibrary.org/obo/MONDO_0016254,http://www.orpha.net/ORDO/Orphanet_213574
http://purl.obolibrary.org/obo/MONDO_0001362,http://purl.obolibrary.org/obo/DOID_11772
http://purl.obolibrary.org/obo/MONDO_0001362,http://identifiers.org/snomedct/1361009
http://purl.obolibrary.org/obo/MONDO_0015226,http://www.orpha.net/ORDO/Orphanet_109009
http://purl.obolibrary.org/obo/MONDO_0019274,http://www.orpha.net/ORDO/Orphanet_79359
http://purl.obolibrary.org/obo/MONDO_0015857,http://www.orpha.net/ORDO/Orphanet_180199
http://purl.obolibrary.org/obo/MONDO_0016082,http://www.orpha.net/ORDO/Orphanet_2042
http://purl.obolibrary.org/obo/MONDO_0020156,http://www.orpha.net/ORDO/Orphanet_98565
http://purl.obolibrary.org/obo/MONDO_0015336,http://www.orpha.net/ORDO/Orphanet_139042
http://purl.obolibrary.org/obo/MONDO_0015969,http://www.orpha.net/ORDO/Orphanet_183631
http://purl.obolibrary.org/obo/MONDO_0025517,http://purl.obolibrary.org/obo/DOID_0040001
http://purl.obolibrary.org/obo/MONDO_0020608,https://omim.org/entry/110350
http://purl.obolibrary.org/obo/MONDO_0016343,http://www.orpha.net/ORDO/Orphanet_217678
http://purl.obolibrary.org/obo/MONDO_0012294,https://omim.org/entry/609535
http://purl.obolibrary.org/obo/MONDO_0020268,http://www.orpha.net/ORDO/Orphanet_98698
http://purl.obolibrary.org/obo/MONDO_0035328,http://www.orpha.net/ORDO/Orphanet_556508
http://purl.obolibrary.org/obo/MONDO_0015578,http://www.orpha.net/ORDO/Orphanet_163591
http://purl.obolibrary.org/obo/MONDO_0020217,http://www.orpha.net/ORDO/Orphanet_98632
http://purl.obolibrary.org/obo/MONDO_0017423,http://www.orpha.net/ORDO/Orphanet_294935
http://purl.obolibrary.org/obo/MONDO_0001193,http://identifiers.org/snomedct/53854005
http://purl.obolibrary.org/obo/MONDO_0001193,http://purl.obolibrary.org/obo/DOID_11086
http://purl.obolibrary.org/obo/MONDO_0015076,http://www.orpha.net/ORDO/Orphanet_100090
http://purl.obolibrary.org/obo/MONDO_0017397,http://www.orpha.net/ORDO/Orphanet_293830
http://purl.obolibrary.org/obo/MONDO_0016565,http://www.orpha.net/ORDO/Orphanet_240371
http://purl.obolibrary.org/obo/MONDO_0017035,http://www.orpha.net/ORDO/Orphanet_264949
http://purl.obolibrary.org/obo/MONDO_0016402,http://www.orpha.net/ORDO/Orphanet_225700
http://purl.obolibrary.org/obo/MONDO_0018723,http://www.orpha.net/ORDO/Orphanet_458844
http://purl.obolibrary.org/obo/MONDO_0021062,http://www.orpha.net/ORDO/Orphanet_306539
http://purl.obolibrary.org/obo/MONDO_0015188,http://www.orpha.net/ORDO/Orphanet_104013
http://purl.obolibrary.org/obo/MONDO_0011319,https://omim.org/entry/603416
http://purl.obolibrary.org/obo/MONDO_0015651,http://www.orpha.net/ORDO/Orphanet_166466
http://purl.obolibrary.org/obo/MONDO_0035013,http://www.orpha.net/ORDO/Orphanet_521232
http://purl.obolibrary.org/obo/MONDO_0016115,http://www.orpha.net/ORDO/Orphanet_206707
http://purl.obolibrary.org/obo/MONDO_0017369,http://www.orpha.net/ORDO/Orphanet_290839
http://purl.obolibrary.org/obo/MONDO_0017898,http://www.orpha.net/ORDO/Orphanet_319539
http://purl.obolibrary.org/obo/MONDO_0020017,http://www.orpha.net/ORDO/Orphanet_98036
http://purl.obolibrary.org/obo/MONDO_0000797,http://purl.obolibrary.org/obo/DOID_0060522
http://purl.obolibrary.org/obo/MONDO_0017448,http://www.orpha.net/ORDO/Orphanet_294990
http://purl.obolibrary.org/obo/MONDO_0000746,http://identifiers.org/snomedct/396232000
http://purl.obolibrary.org/obo/MONDO_0000746,http://purl.obolibrary.org/obo/DOID_0060320
http://purl.obolibrary.org/obo/MONDO_0000746,http://purl.obolibrary.org/obo/NCIT_C34690
http://purl.obolibrary.org/obo/MONDO_0000746,http://identifiers.org/mesh/D006552
http://purl.obolibrary.org/obo/MONDO_0020784,https://omim.org/entry/612975
http://purl.obolibrary.org/obo/MONDO_0031952,http://www.orpha.net/ORDO/Orphanet_371445
http://purl.obolibrary.org/obo/MONDO_0017971,http://www.orpha.net/ORDO/Orphanet_325511
http://purl.obolibrary.org/obo/MONDO_0019099,http://www.orpha.net/ORDO/Orphanet_71209
http://purl.obolibrary.org/obo/MONDO_0018265,http://www.orpha.net/ORDO/Orphanet_370106
http://purl.obolibrary.org/obo/MONDO_0015549,http://www.orpha.net/ORDO/Orphanet_158300
http://purl.obolibrary.org/obo/MONDO_0044967,http://identifiers.org/snomedct/128605003
http://purl.obolibrary.org/obo/MONDO_0018545,http://www.orpha.net/ORDO/Orphanet_431156
http://purl.obolibrary.org/obo/MONDO_0019048,http://www.orpha.net/ORDO/Orphanet_68362
http://purl.obolibrary.org/obo/MONDO_0000606,http://purl.obolibrary.org/obo/DOID_0060057
http://purl.obolibrary.org/obo/MONDO_0017647,http://www.orpha.net/ORDO/Orphanet_306727
http://purl.obolibrary.org/obo/MONDO_0043881,http://identifiers.org/mesh/D015472
http://purl.obolibrary.org/obo/MONDO_0043881,http://identifiers.org/snomedct/277604002
http://purl.obolibrary.org/obo/MONDO_0043881,http://purl.obolibrary.org/obo/NCIT_C26813
http://purl.obolibrary.org/obo/MONDO_0026188,http://www.orpha.net/ORDO/Orphanet_183573
http://purl.obolibrary.org/obo/MONDO_0015954,http://www.orpha.net/ORDO/Orphanet_183509
http://purl.obolibrary.org/obo/MONDO_0850093,http://purl.obolibrary.org/obo/DOID_0070309
http://purl.obolibrary.org/obo/MONDO_0019841,http://www.orpha.net/ORDO/Orphanet_95611
http://purl.obolibrary.org/obo/MONDO_0009428,http://identifiers.org/snomedct/30174008
http://purl.obolibrary.org/obo/MONDO_0009428,http://purl.obolibrary.org/obo/DOID_0110915
http://purl.obolibrary.org/obo/MONDO_0009428,https://omim.org/entry/241510
http://purl.obolibrary.org/obo/MONDO_0009428,http://identifiers.org/mesh/C562440
http://purl.obolibrary.org/obo/MONDO_0009428,http://www.orpha.net/ORDO/Orphanet_247667
http://purl.obolibrary.org/obo/MONDO_0034961,http://www.orpha.net/ORDO/Orphanet_519341
http://purl.obolibrary.org/obo/MONDO_0026768,https://omim.org/entry/301052
http://purl.obolibrary.org/obo/MONDO_0026768,http://purl.obolibrary.org/obo/DOID_0080839
http://purl.obolibrary.org/obo/MONDO_0044246,https://omim.org/entry/164170
http://purl.obolibrary.org/obo/MONDO_0020193,http://www.orpha.net/ORDO/Orphanet_98603
http://purl.obolibrary.org/obo/MONDO_0020032,http://www.orpha.net/ORDO/Orphanet_98058
http://purl.obolibrary.org/obo/MONDO_0000783,http://purl.obolibrary.org/obo/DOID_0060508
http://purl.obolibrary.org/obo/MONDO_0024149,http://www.orpha.net/ORDO/Orphanet_138055
http://purl.obolibrary.org/obo/MONDO_0020142,http://www.orpha.net/ORDO/Orphanet_98543
http://purl.obolibrary.org/obo/MONDO_0015123,http://www.orpha.net/ORDO/Orphanet_101953
http://purl.obolibrary.org/obo/MONDO_0020254,http://www.orpha.net/ORDO/Orphanet_98684
http://purl.obolibrary.org/obo/MONDO_0020004,http://www.orpha.net/ORDO/Orphanet_97966
http://purl.obolibrary.org/obo/MONDO_0017508,http://www.orpha.net/ORDO/Orphanet_295114
http://purl.obolibrary.org/obo/MONDO_0018191,http://www.orpha.net/ORDO/Orphanet_363472
http://purl.obolibrary.org/obo/MONDO_0017021,http://www.orpha.net/ORDO/Orphanet_264704
http://purl.obolibrary.org/obo/MONDO_0015475,http://www.orpha.net/ORDO/Orphanet_155832
http://purl.obolibrary.org/obo/MONDO_0033329,http://www.orpha.net/ORDO/Orphanet_435554
http://purl.obolibrary.org/obo/MONDO_0016138,http://www.orpha.net/ORDO/Orphanet_207046
http://purl.obolibrary.org/obo/MONDO_0020226,http://www.orpha.net/ORDO/Orphanet_98642
http://purl.obolibrary.org/obo/MONDO_0015424,http://www.orpha.net/ORDO/Orphanet_1420
http://purl.obolibrary.org/obo/MONDO_0017745,http://www.orpha.net/ORDO/Orphanet_309469
http://purl.obolibrary.org/obo/MONDO_0018753,http://www.orpha.net/ORDO/Orphanet_466658
http://purl.obolibrary.org/obo/MONDO_0015896,http://www.orpha.net/ORDO/Orphanet_181405
http://purl.obolibrary.org/obo/MONDO_0007665,http://identifiers.org/snomedct/77075001
http://purl.obolibrary.org/obo/MONDO_0007665,http://purl.obolibrary.org/obo/NCIT_C35394
http://purl.obolibrary.org/obo/MONDO_0007665,http://identifiers.org/mesh/C562750
http://purl.obolibrary.org/obo/MONDO_0007665,http://purl.obolibrary.org/obo/DOID_1070
http://purl.obolibrary.org/obo/MONDO_0035684,http://www.orpha.net/ORDO/Orphanet_595346
http://purl.obolibrary.org/obo/MONDO_0018972,http://www.orpha.net/ORDO/Orphanet_63443
http://purl.obolibrary.org/obo/MONDO_0019776,http://identifiers.org/snomedct/721875000
http://purl.obolibrary.org/obo/MONDO_0015881,http://www.orpha.net/ORDO/Orphanet_180821
http://purl.obolibrary.org/obo/MONDO_0019998,http://www.orpha.net/ORDO/Orphanet_97944
http://purl.obolibrary.org/obo/MONDO_0019837,http://www.orpha.net/ORDO/Orphanet_95510
http://purl.obolibrary.org/obo/MONDO_0015360,http://www.orpha.net/ORDO/Orphanet_140456
http://purl.obolibrary.org/obo/MONDO_0024297,http://purl.bioontology.org/ontology/ICD10CM/E00-E90
http://purl.obolibrary.org/obo/MONDO_0024297,http://identifiers.org/mesh/D009750
http://purl.obolibrary.org/obo/MONDO_0044976,http://identifiers.org/snomedct/78548001
http://purl.obolibrary.org/obo/MONDO_0025481,http://purl.obolibrary.org/obo/NCIT_C35803
http://purl.obolibrary.org/obo/MONDO_0025481,http://identifiers.org/mesh/D015047
http://purl.obolibrary.org/obo/MONDO_0020742,http://identifiers.org/mesh/C537965
http://purl.obolibrary.org/obo/MONDO_0020742,https://omim.org/entry/212540
http://purl.obolibrary.org/obo/MONDO_0020742,http://www.orpha.net/ORDO/Orphanet_1317
http://purl.obolibrary.org/obo/MONDO_0020189,http://www.orpha.net/ORDO/Orphanet_98599
http://purl.obolibrary.org/obo/MONDO_0015940,http://www.orpha.net/ORDO/Orphanet_182231
http://purl.obolibrary.org/obo/MONDO_0020090,http://www.orpha.net/ORDO/Orphanet_98313
http://purl.obolibrary.org/obo/MONDO_0016397,http://www.orpha.net/ORDO/Orphanet_225681
http://purl.obolibrary.org/obo/MONDO_0001012,http://purl.obolibrary.org/obo/DOID_10352
http://purl.obolibrary.org/obo/MONDO_0001012,http://identifiers.org/snomedct/23260002
http://purl.obolibrary.org/obo/MONDO_0001012,http://purl.bioontology.org/ontology/ICD10CM/N60.2
http://purl.obolibrary.org/obo/MONDO_0015507,http://www.orpha.net/ORDO/Orphanet_156601
http://purl.obolibrary.org/obo/MONDO_0018385,http://www.orpha.net/ORDO/Orphanet_399391
http://purl.obolibrary.org/obo/MONDO_0044283,https://omim.org/entry/615457
http://purl.obolibrary.org/obo/MONDO_0017671,http://www.orpha.net/ORDO/Orphanet_307804
http://purl.obolibrary.org/obo/MONDO_0044232,https://omim.org/entry/136100
http://purl.obolibrary.org/obo/MONDO_0015618,http://www.orpha.net/ORDO/Orphanet_165661
http://purl.obolibrary.org/obo/MONDO_0019116,http://www.orpha.net/ORDO/Orphanet_717
http://purl.obolibrary.org/obo/MONDO_0016435,http://www.orpha.net/ORDO/Orphanet_228221
http://purl.obolibrary.org/obo/MONDO_0011554,https://omim.org/entry/605429
http://purl.obolibrary.org/obo/MONDO_0017717,http://www.orpha.net/ORDO/Orphanet_309133
http://purl.obolibrary.org/obo/MONDO_0020041,http://www.orpha.net/ORDO/Orphanet_98086
http://purl.obolibrary.org/obo/MONDO_0015221,http://www.orpha.net/ORDO/Orphanet_108993
http://purl.obolibrary.org/obo/MONDO_0000792,http://purl.obolibrary.org/obo/DOID_0060517
http://purl.obolibrary.org/obo/MONDO_0033550,https://omim.org/entry/618979
http://purl.obolibrary.org/obo/MONDO_0019541,http://www.orpha.net/ORDO/Orphanet_90061
http://purl.obolibrary.org/obo/MONDO_0019541,http://purl.obolibrary.org/obo/mondo/sources/icd11foundation/2140734738
http://purl.obolibrary.org/obo/MONDO_0020139,http://www.orpha.net/ORDO/Orphanet_98539
http://purl.obolibrary.org/obo/MONDO_0020151,http://www.orpha.net/ORDO/Orphanet_98560
http://purl.obolibrary.org/obo/MONDO_0015331,http://www.orpha.net/ORDO/Orphanet_139027
http://purl.obolibrary.org/obo/MONDO_0020100,http://www.orpha.net/ORDO/Orphanet_98363
http://purl.obolibrary.org/obo/MONDO_0018728,http://www.orpha.net/ORDO/Orphanet_459526
http://purl.obolibrary.org/obo/MONDO_0018790,http://www.orpha.net/ORDO/Orphanet_477765
http://purl.obolibrary.org/obo/MONDO_0018246,http://www.orpha.net/ORDO/Orphanet_369886
http://purl.obolibrary.org/obo/MONDO_0016899,http://www.orpha.net/ORDO/Orphanet_262
http://purl.obolibrary.org/obo/MONDO_0017030,http://www.orpha.net/ORDO/Orphanet_264757
http://purl.obolibrary.org/obo/MONDO_0016629,http://www.orpha.net/ORDO/Orphanet_248326
http://purl.obolibrary.org/obo/MONDO_0015683,http://www.orpha.net/ORDO/Orphanet_168807
http://purl.obolibrary.org/obo/MONDO_0026183,http://www.orpha.net/ORDO/Orphanet_183545
http://purl.obolibrary.org/obo/MONDO_0017128,http://www.orpha.net/ORDO/Orphanet_271835
http://purl.obolibrary.org/obo/MONDO_0015119,http://www.orpha.net/ORDO/Orphanet_101945
http://purl.obolibrary.org/obo/MONDO_0015877,http://www.orpha.net/ORDO/Orphanet_180766
http://purl.obolibrary.org/obo/MONDO_0019292,http://www.orpha.net/ORDO/Orphanet_79378
http://purl.obolibrary.org/obo/MONDO_0009553,https://omim.org/entry/248310
http://purl.obolibrary.org/obo/MONDO_0020176,http://www.orpha.net/ORDO/Orphanet_98585
http://purl.obolibrary.org/obo/MONDO_0020626,https://omim.org/entry/112100
http://purl.obolibrary.org/obo/MONDO_0018187,http://www.orpha.net/ORDO/Orphanet_363294
http://purl.obolibrary.org/obo/MONDO_0016494,http://www.orpha.net/ORDO/Orphanet_231416
http://purl.obolibrary.org/obo/MONDO_0020286,http://www.orpha.net/ORDO/Orphanet_98718
http://purl.obolibrary.org/obo/MONDO_0018299,http://www.orpha.net/ORDO/Orphanet_371442
http://purl.obolibrary.org/obo/MONDO_0044999,http://identifiers.org/snomedct/238922006
http://purl.obolibrary.org/obo/MONDO_0044279,https://omim.org/entry/613418
http://purl.obolibrary.org/obo/MONDO_0019213,http://www.orpha.net/ORDO/Orphanet_79158
http://purl.obolibrary.org/obo/MONDO_0019213,http://purl.obolibrary.org/obo/mondo/sources/icd11foundation/1644149132
http://purl.obolibrary.org/obo/MONDO_0019043,http://www.orpha.net/ORDO/Orphanet_68346
http://purl.obolibrary.org/obo/MONDO_0000601,http://purl.obolibrary.org/obo/DOID_0060049
http://purl.obolibrary.org/obo/MONDO_0016133,http://www.orpha.net/ORDO/Orphanet_207018
http://purl.obolibrary.org/obo/MONDO_0015937,http://www.orpha.net/ORDO/Orphanet_182214
http://purl.obolibrary.org/obo/MONDO_0008597,http://purl.obolibrary.org/obo/DOID_0080376
http://purl.obolibrary.org/obo/MONDO_0008597,http://identifiers.org/mesh/C566033
http://purl.obolibrary.org/obo/MONDO_0008597,https://omim.org/entry/190351
http://purl.obolibrary.org/obo/MONDO_0020037,http://www.orpha.net/ORDO/Orphanet_98063
http://purl.obolibrary.org/obo/MONDO_0015217,http://www.orpha.net/ORDO/Orphanet_108985
http://purl.obolibrary.org/obo/MONDO_0035784,http://www.orpha.net/ORDO/Orphanet_600984
http://purl.obolibrary.org/obo/MONDO_0015891,http://www.orpha.net/ORDO/Orphanet_181390
http://purl.obolibrary.org/obo/MONDO_0008347,http://www.orpha.net/ORDO/Orphanet_422
http://purl.obolibrary.org/obo/MONDO_0016355,http://www.orpha.net/ORDO/Orphanet_220386
http://purl.obolibrary.org/obo/MONDO_0001662,http://identifiers.org/snomedct/59118001
http://purl.obolibrary.org/obo/MONDO_0001662,http://purl.obolibrary.org/obo/DOID_13209
http://purl.obolibrary.org/obo/MONDO_0018231,http://www.orpha.net/ORDO/Orphanet_364531
http://purl.obolibrary.org/obo/MONDO_0020147,http://www.orpha.net/ORDO/Orphanet_98555
http://purl.obolibrary.org/obo/MONDO_0044229,https://omim.org/entry/131450
http://purl.obolibrary.org/obo/MONDO_0016334,http://www.orpha.net/ORDO/Orphanet_217610
http://purl.obolibrary.org/obo/MONDO_0020259,http://www.orpha.net/ORDO/Orphanet_98689
http://purl.obolibrary.org/obo/MONDO_0044241,https://omim.org/entry/159410
http://purl.obolibrary.org/obo/MONDO_0035162,http://www.orpha.net/ORDO/Orphanet_530313
http://purl.obolibrary.org/obo/MONDO_0035274,http://www.orpha.net/ORDO/Orphanet_542822
http://purl.obolibrary.org/obo/MONDO_0015679,http://www.orpha.net/ORDO/Orphanet_168629
http://purl.obolibrary.org/obo/MONDO_0007347,https://omim.org/entry/120050
http://purl.obolibrary.org/obo/MONDO_0015179,http://www.orpha.net/ORDO/Orphanet_104004
http://purl.obolibrary.org/obo/MONDO_0008531,https://omim.org/entry/187030
http://purl.obolibrary.org/obo/MONDO_0017667,http://www.orpha.net/ORDO/Orphanet_307148
http://purl.obolibrary.org/obo/MONDO_0018514,http://www.orpha.net/ORDO/Orphanet_423998
http://purl.obolibrary.org/obo/MONDO_0008191,https://omim.org/entry/167960
http://purl.obolibrary.org/obo/MONDO_0020613,https://omim.org/entry/111130
http://purl.obolibrary.org/obo/MONDO_0018787,http://www.orpha.net/ORDO/Orphanet_477754
http://purl.obolibrary.org/obo/MONDO_0026190,http://www.orpha.net/ORDO/Orphanet_183580
http://purl.obolibrary.org/obo/MONDO_0016791,http://www.orpha.net/ORDO/Orphanet_254758
http://purl.obolibrary.org/obo/MONDO_0034981,http://www.orpha.net/ORDO/Orphanet_519404
http://purl.obolibrary.org/obo/MONDO_0020207,http://www.orpha.net/ORDO/Orphanet_98619
http://purl.obolibrary.org/obo/MONDO_0009829,https://omim.org/entry/260200
http://purl.obolibrary.org/obo/MONDO_0009829,http://identifiers.org/mesh/C564910
http://purl.obolibrary.org/obo/MONDO_0000788,http://purl.obolibrary.org/obo/DOID_0060513
http://purl.obolibrary.org/obo/MONDO_0019721,http://www.orpha.net/ORDO/Orphanet_93547
http://purl.obolibrary.org/obo/MONDO_0023873,https://omim.org/entry/163955
http://purl.obolibrary.org/obo/MONDO_0957404,http://www.orpha.net/ORDO/Orphanet_324942
http://purl.obolibrary.org/obo/MONDO_0035555,http://www.orpha.net/ORDO/Orphanet_576232
http://purl.obolibrary.org/obo/MONDO_0019831,http://www.orpha.net/ORDO/Orphanet_95500
http://purl.obolibrary.org/obo/MONDO_0015143,http://www.orpha.net/ORDO/Orphanet_102003
http://purl.obolibrary.org/obo/MONDO_0017962,http://www.orpha.net/ORDO/Orphanet_325061
http://purl.obolibrary.org/obo/MONDO_0034671,http://www.orpha.net/ORDO/Orphanet_498470
http://purl.obolibrary.org/obo/MONDO_0016579,http://www.orpha.net/ORDO/Orphanet_244305
http://purl.obolibrary.org/obo/MONDO_0027416,https://omim.org/entry/601251
http://purl.obolibrary.org/obo/MONDO_0015365,http://www.orpha.net/ORDO/Orphanet_140474
